stayhome_white_pooled_p1
0.20200339
0.22125249
0.19469547
0.20671934
0.17869188
0.17797872
0.18172334
0.18740988
0.14065115
0.2090227
0.1958974
0.20492247
0.15774916
0.16664943
0.20508645
0.20470598
0.20569047
0.19246651
0.19194154
0.16026372
0.19298942
0.20877601
0.18291295
0.18425781
0.16934994
0.19386855
0.16533332
0.17319266
0.19569926
0.13526331
0.18584561
0.17319255
0.20047441
0.18625548
0.17230919
0.18540929
0.14659247
0.17979108
0.18852143
0.20811488
0.1797751
0.1406218
0.16763532
0.18911068
0.18535626
0.13936119
0.20643596
0.20307668
0.2025664
0.17757978
0.16054448
0.17926711
0.15366736
0.17002185
0.14105199
0.1705282
0.14221922
0.17660418
0.21837564
0.15838219
0.15271038
0.17990357
0.11376376
0.15898469
0.22546697
0.20826168
0.21824943
0.25857735
0.13518117
0.21754543
0.16725139
0.19803376
0.15905659
0.17346084
0.18564807
0.1297954
0.19589122
0.14095631
0.14707495
0.19537288
0.16431907
0.17488728
0.14699376
0.17664297
0.20335482
0.18798438
0.14757712
0.14538932
0.18434282
0.19007868
0.19067018
0.16248278
0.17578252
0.21851328
0.17698257
0.18465196
0.20098104
0.18708362
0.19607453
0.17368491
0.17885324
0.23608336
0.2007826
0.18318503
0.17333262
0.19979618
0.19142699
0.19332185
0.17218789
0.16710889
0.17079397
0.17877795
0.18985835
0.16224262
0.19309098
0.19692653
0.18246096
0.16883411
0.18192139
0.17715865
0.17360575
0.19218345
0.19937336
0.1753445
0.16744672
0.17740828
0.16121577
0.18847314
0.1226858
0.19335544
0.20494786
0.1834925
0.19390269
0.19111639
0.20298819
0.18068627
0.18514727
0.20560662
0.16952388
0.19229387
0.15932661
0.20982145
0.18534757
0.14456773
0.15610817
0.21968085
0.165721
0.18085872
0.15629914
0.13741393
0.17595093
0.19246911
0.16934285
0.15174715
0.17914744
0.21083885
0.18958426
0.18438807
0.16883555
0.19944128
0.30803406
0.22827327
0.21627121
0.23923726
0.17812264
0.2356059
0.12812176
0.12312976
0.090534829
0.14021084
0.18921418
0.14247714
0.10395822
0.12714817
0.13657829
0.13519621
0.15345471
0.15198481
0.15493023
0.11761712
0.1282855
0.1097333
0.14713724
0.15195562
0.16732444
0.19328903
0.17480776
0.16900611
0.20697834
0.19325471
0.18524468
