pos_hours_white_male_mean
0.86734843
0.853903
0.83037764
0.88464749
0.89621776
0.91579324
0.90073788
0.87404448
0.85604507
0.89980006
0.87076098
0.91660291
0.89559221
0.86043447
0.86461407
0.89789957
0.9246313
0.89428568
0.88204104
0.86671907
0.89577389
0.90091747
0.89546901
0.92949146
0.93241453
0.8762666
0.90175653
0.88630158
0.91540807
0.89301997
0.93513292
0.94293964
0.92507827
0.93908316
0.8701418
0.90262794
0.9194563
0.8803153
0.87520748
0.91895485
0.90538043
0.89412564
0.87974387
0.88675445
0.9058814
0.92453259
0.91198266
0.9158318
0.92505664
0.90189725
0.90732467
0.92425781
0.90195966
0.93144679
0.84799087
0.90469694
0.89079922
0.90995222
0.94235754
0.89784372
0.92159241
0.92182219
0.8098169
0.87437087
0.82476956
0.83513498
0.85140032
0.82464993
0.8860206
0.88690478
0.84533471
0.9198674
0.91233593
0.90683228
0.87332773
0.88244426
0.88549554
0.85616434
0.90273547
0.90159053
0.86050558
0.90613395
0.94244474
0.89875275
0.91781366
0.89658684
0.89278913
0.90231562
0.9055993
0.88822097
0.88858241
0.84860343
0.84089166
0.89156067
0.90457749
0.91986823
0.88355273
0.8586359
0.87812555
0.85828304
0.88910174
0.89101523
0.89078659
0.89180499
0.89524728
0.89730668
0.86819804
0.89587218
0.90053624
0.86582237
0.86997068
0.90022516
0.9258433
0.92389059
0.90563846
0.88658786
0.91193461
0.93019485
0.8459326
0.85332513
0.90287817
0.91480798
0.91406685
0.90287662
0.88303375
0.91899318
0.92120111
0.87494814
0.90290904
0.9314779
0.92510754
0.88086689
0.92241758
0.87143481
0.91446608
0.91193712
0.88305092
0.84508038
0.91642964
0.89064205
0.88415438
0.88147372
0.79820186
0.96603763
0.89121193
0.96872109
0.9148773
0.89821321
0.89902753
0.90195531
0.84648848
0.91978228
0.90748662
0.95581686
0.89454192
0.90803647
0.89479303
0.91901541
0.92447764
0.90452218
0.82567245
0.83731157
0.88313764
0.92172509
0.97915518
0.93028176
0.92598635
0.94863933
0.90151304
0.89191395
0.91349065
0.92672002
0.90654188
0.90059733
0.88754576
0.92424893
0.91260886
0.92284304
0.90914994
0.92721319
0.88491529
0.9037264
0.91515905
0.8518365
0.87600672
0.90989757
0.85105103
0.91923505
0.88619703
0.84676439
