hours_wk_other_male_mean_se
""
""
""
4.4924755
""
""
3.5117342
""
""
""
""
2.3971486
""
""
""
""
""
""
""
""
""
2.5041263
""
""
2.3889658
""
""
5.3544555
1.9091702
""
""
""
2.5237544
2.6250069
""
3.9081399
""
""
""
""
""
""
""
""
""
""
2.2394516
""
3.6955559
""
""
""
""
""
""
4.9398446
""
""
""
""
""
5.1628428
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2846847
""
""
""
""
2.5180678
""
""
3.8708713
3.5172417
""
""
""
""
""
""
""
""
""
1.6670883
5.4127183
3.3063648
1.60631
2.9981723
""
3.8200552
2.091722
3.0775824
2.5763204
""
""
""
""
3.5765755
""
2.1865613
3.3474128
""
""
""
""
""
""
""
""
""
3.590183
""
""
""
""
1.5909073
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.4427166
""
""
3.0694158
3.8471689
""
""
""
""
""
""
""
1.5945984
""
0.76358151
""
""
""
4.3818741
1.114134
3.5666008
""
2.8428082
""
""
3.0482721
2.08903
""
""
""
""
2.1656134
""
""
2.4257007
""
""
""
""
""
4.0016975
3.0218022
""
""
""
""
""
3.4626961
""
3.461828
""
""
""
""
3.6018045
2.3747644
""
""
""
""
3.6666431
""
""
3.1611841
4.5065675
3.7061596
1.8169844
""
""
""
""
""
""
1.7390501
""
""
""
2.0355089
4.0688868
3.4507515
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.9386537
""
""
1.9830732
3.4133894
""
""
""
""
""
2.5524404
""
3.8978548
""
3.5535092
2.2924848
2.2151968
2.9797423
0.7295174
2.3919671
1.0313979
1.2579423
3.6509843
3.6682184
""
""
""
""
""
3.2801335
""
""
""
1.7760473
""
""
1.1551207
2.3548179
""
4.5397625
1.5670424
""
""
""
""
""
""
""
""
""
""
""
""
1.3324804
""
""
""
""
""
""
""
""
""
""
""
""
""
2.9848139
""
""
""
""
""
""
2.7995412
""
""
""
""
4.2740545
""
""
""
""
3.7571902
5.0439849
2.2198715
""
0.95510197
3.7809367
""
""
1.7591532
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.6255906
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.5108516
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.3820014
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.7228354
""
""
""
""
""
""
2.1246374
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.0560446
1.4673516
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.5705533
3.4109638
2.3035705
""
""
""
""
4.0210657
""
1.6180879
""
""
""
""
""
""
4.8082814
""
3.6493015
""
""
2.1092207
1.7606895
2.157177
""
1.2804321
3.002655
""
""
2.1115286
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.1049926
""
2.2478416
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.4413834
5.1571565
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2768147
1.8716866
1.733196
""
""
""
""
4.1959729
""
""
2.8076017
""
""
1.4471797
""
""
""
""
""
2.3493471
""
""
""
""
""
""
""
""
""
""
""
""
2.4483244
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55588078
2.0079706
1.5266527
""
""
""
""
""
1.9056748
""
1.3338
""
2.6054924
4.7697124
""
""
""
""
""
1.4168093
""
""
3.2776852
""
""
""
""
""
""
""
3.2390554
1.660288
""
5.3595538
""
""
""
""
""
""
""
""
""
4.9910221
4.894382
4.2866788
""
4.4649601
2.1947134
2.4551187
1.8697176
2.3849294
1.1320988
1.0679803
""
""
""
3.562057
2.4529333
0.71503532
1.4252542
""
""
1.0267891
""
2.233835
0.53160477
""
""
""
""
2.8586936
""
3.1569109
1.2786393
""
2.0086524
""
2.6976497
2.9191449
""
""
""
""
""
""
""
""
0.83090872
