kir_stycz_natam_male_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1082088
""
""
""
""
""
""
""
""
0.070229277
0.075090185
""
""
0.035181429
""
""
""
""
0.037122928
""
""
""
0.057790235
""
0.094753683
0.087264299
""
""
""
""
""
""
""
""
""
""
""
""
0.1133454
""
""
""
""
0.018239686
0.043472257
""
""
0.10114484
0.040873405
""
""
0.057328004
0.060627993
0.082689635
0.09454862
0.05983074
""
0.082363687
0.052994028
0.047597244
0.05939896
""
0.099937193
0.072677508
""
""
""
""
""
0.059284173
0.025083119
0.098226592
0.024205042
0.065864101
0.059052505
""
0.093734711
0.013666131
0.065226436
0.024367519
0.025030466
0.045303691
""
0.073009804
0.071552925
""
""
""
0.052404832
""
""
""
""
""
""
""
""
""
""
""
""
0.092847936
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.081096575
""
""
""
""
""
0.0551489
""
""
""
""
""
0.06329459
""
""
""
0.041024696
""
""
0.070333123
""
""
0.040441893
0.087478407
0.062288187
0.043333001
""
0.047985904
0.20036213
0.074736081
0.033091977
0.11218736
""
""
0.019403541
0.08328633
""
""
0.065579221
0.06529443
""
""
0.076200329
""
0.1078674
0.028553715
0.055639595
""
0.026044656
0.031392209
""
0.029945815
0.023874447
0.064823814
0.053560685
0.078704081
0.064005904
0.07205645
0.034452222
0.081602775
0.051710073
""
0.098094895
0.043525286
0.04888605
0.042060979
0.106747
0.086849511
""
0.057469346
""
0.04425621
0.087371007
0.099941686
0.047643084
""
0.039873302
""
""
""
0.079910167
""
""
""
""
""
""
""
""
""
0.042245574
""
""
""
""
0.043228757
""
""
""
""
""
""
""
""
0.04765638
""
""
""
0.11783361
0.081046611
""
""
""
0.11034805
""
""
0.11512595
""
""
""
""
""
""
""
""
0.12201681
""
""
""
""
""
""
""
""
""
""
0.095636196
""
""
0.064840443
""
""
0.047800824
0.057918418
""
""
0.088258788
""
""
0.09570843
""
""
0.1042471
""
0.073267594
0.052625377
""
""
""
0.10000166
""
""
""
""
0.068937026
0.053402066
""
""
""
""
""
""
""
""
""
""
""
0.058426693
""
""
""
""
""
""
0.072649032
""
""
""
""
""
0.12848195
""
0.069624566
""
""
0.070830747
""
0.049221922
""
0.072544478
0.094587617
0.074010357
0.077863298
""
""
""
0.076289095
0.11357464
0.080782562
""
""
""
""
0.092924386
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.075132884
""
0.074067555
""
""
""
""
""
""
""
""
""
""
0.072093405
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.095131531
""
""
""
""
""
""
0.066095218
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
