kid_natam_male_n
115
66
13
219
142
23
389
17
9
86
122
709
18
41
102
16
1277
183
55
165
275
9550
496
77
559
131
221
247
467
26
30
88
422
241
359
245
41
27
8
8
305
18
6
19
6
20
667
1697
232
240
298
204
67
5
17
270
28
291
1
51
29
322
8
44
40
38
8
19
15
31
13
21
15
31
47
14
32
22
19
302
36
38
11
68
386
32
49
152
793
324
97
19
20
159
43
30
57
127
777
247
161
813
437
179
217
522
178
448
96
182
79
68
256
17
276
174
192
7
4
8
83
45
26
73
13
120
115
20
23
20
891
41
35
23
105
33
128
159
22
26
240
146
2
31
47
18
176
1006
13
49
64
309
42
9
620
768
222
118
65
22
7
17
117
879
13
1375
497
183
1360
161
2380
242
358
353
119
73
400
859
357
346
71
91
285
31
20
396
15
35
73
8
21
69
279
10
8
25
37
57
230
28
373
109
55
124
120
238
371
42
74
94
75
70
8
13
174
180
132
528
59
53
27
26
120
41
485
69
35
37
303
130
177
66
24
35
6
51
11
82
4
43
74
26
43
77
26
22
77
867
50
37
1549
107
426
4
187
589
25
259
19
144
62
113
126
206
231
4208
135
1059
1077
119
217
38
7
282
283
206
274
209
47
75
915
0
43
1259
315
45
132
1047
32
635
222
99
707
616
206
16
137
57
29
328
3139
143
1055
123
23
20
9
228
43
9
64
69
47
88
602
905
1325
268
366
197
24
285
35
23
24
42
75
52
25
100
13
127
238
1150
29
1393
141
116
56
632
8
16
64
106
28
53
163
81
42
46
34
21
33
9
37
74
14
77
68
32
83
60
1220
57
58
25
13
6
8
0
6
7
704
21
1
0
927
10
2110
263
8
5
1
0
19
5
1318
7
224
22
132
694
151
212
15
600
78
45
799
1316
131
215
2792
36
28
395
419
14
48
0
74
36
12
5
8
221
222
109
39
610
846
23
394
6
103
59
17
21
24
19
12
26
163
17
5
10
1741
1351
357
5
2077
249
87
24
561
83
24
17
8
23
431
912
251
52
35
556
19
13
0
31
6
27
537
7
7
180
46
8
0
5
4
8
4
4
7
27
42
17
71
3
25
293
1786
17
0
34
33
55
21
3
1
5
7
12
51
194
6
115
739
849
48
159
67
34
1402
60
971
97
63
9
9
104
55
352
122
1650
74
117
4571
6507
2385
556
12681
1363
83
562
487
704
20
57
0
137
1
48
111
57
13
168
61
12
7
2
26
43
22
9
45
20
37
21
49
15
8
436
29
554
10
18
2
129
12
4
10
3
1
31
98
174
41
127
1348
269
52
31
57
11
2
9
25
99
20
3
8
94
2
4
139
21
5
19
23
21
112
45
245
1094
1673
196
196
129
171
1392
209
36
1978
412
1878
8516
1867
996
152
1776
182
4380
252
118
1358
1449
1009
411
781
412
798
2911
1107
190
2041
1234
1842
789
17
25
20
1435
1698
34
2
682
739
3
17
111
209
155
28
32
1389
415
69
19
104
1
162
11
36
80
1558
14
0
73
7760
373
11405
1095
4050
149
7
8471
7327
2275
31650
55
100
48
458
62
13
436
84
76
104
1
415
1594
158
960
7
9
31
568
7
79
942
49
35
902
1314
356
368
478
852
856
1892
1100
2596
999
428
129
69
1244
1322
1739
1640
126
316
2041
566
462
8050
517
70
137
127
1424
1467
912
1815
314
1703
304
1793
632
46
11
735
4
29
18
847
673
6425
