kfr_top20_black_male_p75_se
0.032216538
0.039266318
0.2536518
0.015668727
0.011398504
0.031181127
0.0080049345
0.021920735
0.31184119
0.012280407
0.012742993
0.0064504081
0.098330736
0.063382827
0.019963654
""
""
0.023130348
0.10365642
0.031476893
0.011197768
0.0074747195
0.013049816
0.013930372
0.0063806181
0.034066297
0.013045145
0.010425465
0.0063876766
0.02830955
0.015381547
0.020412881
0.0057127895
0.0086317398
0.019258469
0.012986267
0.02804962
0.025275743
0.047044367
0.04582379
0.0094075631
0.0323762
0.036475156
0.19970545
0.028302439
0.02167378
0.0067489063
0.021217762
0.008764673
0.020421799
0.014381185
0.015489001
0.016894525
0.08651495
0.047930922
0.010045567
0.041296661
0.068672188
0.046782635
0.017554391
0.02789237
0.0095691672
0.035733867
0.048490524
0.15788269
0.063465752
""
0.043712988
0.090312518
0.028090384
0.020369476
0.021639323
0.01874393
0.017493419
0.028320802
0.079485409
0.0172613
0.028756181
0.014666828
0.0048232339
0.022813419
0.035600811
0.053790994
0.023634456
0.0071664369
0.027833607
0.042446043
0.014297718
0.010234896
0.027544763
0.02826314
0.022817947
0.11013076
0.014388221
0.17758144
""
0.037489761
0.018850215
0.0074356259
0.011823895
0.014700015
0.0042925747
0.0076804082
0.022592086
0.014921281
0.0066345455
0.016913224
0.0065494725
0.035297558
0.028620059
0.020634433
0.015285377
0.0071655749
0.019321507
0.0086014606
0.0095873401
0.007346699
0.052872594
0.050732855
0.05519541
0.017897815
0.023820844
0.020433066
0.015050008
0.030169088
0.0099993134
0.0098532271
0.037829813
0.02401753
0.029989535
0.0030430735
0.026930602
0.02107046
0.027221071
0.025112247
0.029837735
0.011397348
0.0094653964
0.029183544
0.02158349
0.013321806
0.022691205
0.017047172
0.013235345
0.012630167
0.02586134
0.021776535
0.022841353
0.022157606
0.022513093
0.054005593
0.0074288794
0.013846739
0.027545981
0.012097147
0.010104533
0.037741434
0.011730229
0.037285432
0.053882871
0.091097131
0.12020575
0.01565592
0.004307298
0.031372301
0.0028709178
0.078904502
0.21618667
""
0.02430325
0.0023091387
0.012227301
0.092533819
0.011970174
0.10970561
0.057574823
0.013600246
