stayhome_black_pooled_n
2213.0
18207.0
155.0
""
""
""
""
32.0
""
20.0
""
82.0
74.0
158.0
10068.0
20.0
40.0
241.0
43.0
41.0
20.0
58.0
810.0
""
313.0
356.0
66.0
91.0
241.0
214.0
20.0
111.0
135.0
160.0
40.0
1318.0
73.0
80.0
33.0
773.0
2709.0
228.0
253.0
1634.0
92.0
2401.0
2887.0
15551.0
1308.0
85563.0
2947.0
690.0
74.0
31076.0
137.0
116.0
1540.0
1628.0
360.0
""
""
""
29.0
72.0
633.0
709.0
619.0
63.0
335.0
975.0
56.0
1020.0
157.0
1832.0
552.0
""
143.0
""
""
178.0
119.0
33.0
""
""
""
24.0
36.0
""
""
""
""
""
""
192.0
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
194.0
""
""
""
""
""
""
33.0
""
""
160.0
117.0
""
""
""
37.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
28.0
32.0
22.0
37.0
""
""
22.0
94.0
1415.0
""
""
""
186.0
""
""
""
""
""
215.0
""
""
47.0
""
24.0
""
47.0
235.0
""
524.0
""
""
4718.0
""
""
""
""
""
21.0
3353.0
""
""
178.0
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
21.0
245.0
7950.0
""
""
52.0
44.0
120.0
26.0
""
""
""
""
""
156.0
24.0
""
1295.0
1451.0
3162.0
78.0
97.0
54.0
60.0
403.0
761.0
16392.0
305.0
157.0
""
""
1455.0
34.0
433.0
51.0
257.0
""
166.0
802.0
687.0
284.0
168.0
5162.0
381.0
""
238.0
2488.0
282.0
""
24.0
""
150.0
""
277.0
1583.0
358.0
83.0
901.0
126.0
22.0
27.0
""
215.0
51.0
""
""
111.0
""
""
41.0
672.0
283.0
79.0
6884.0
41.0
8083.0
82.0
58.0
""
1128.0
59.0
""
""
""
""
34.0
289.0
1237.0
1729.0
2248.0
51243.0
7402.0
1790.0
979.0
403.0
23.0
""
""
82.0
""
162.0
60.0
79.0
864.0
38.0
""
1041.0
26.0
""
109.0
138.0
30.0
2803.0
948.0
5574.0
15580.0
37106.0
1366.0
3755.0
3678.0
2908.0
2243.0
323.0
44.0
393.0
88.0
165.0
8494.0
104.0
634.0
1891.0
337.0
""
1379.0
""
""
""
""
""
20.0
27.0
""
""
""
""
""
572.0
""
""
129.0
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
23.0
47.0
""
""
57.0
""
2493.0
""
42.0
""
64.0
""
""
""
1307.0
""
8193.0
""
2280.0
66.0
""
52.0
170.0
""
89.0
38.0
24.0
""
281.0
21.0
""
33.0
""
""
""
""
116.0
1057.0
40.0
101.0
""
""
""
""
""
30.0
92.0
""
""
108.0
57.0
85.0
""
54.0
1518.0
2168.0
3167.0
461.0
10247.0
4557.0
""
""
""
679.0
503.0
24171.0
8226.0
""
""
9772.0
398.0
827.0
63397.0
23.0
36.0
53.0
34.0
450.0
20.0
85.0
3414.0
""
511.0
""
199.0
272.0
""
""
46.0
""
""
""
91.0
40.0
10985.0
