kfr_stycz_natam_male_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11097508
""
""
""
""
""
""
""
""
0.06852179
0.079767309
""
""
0.036898524
""
""
""
""
0.036468297
""
""
""
0.056965314
""
0.092211187
0.073253281
""
""
""
""
""
""
""
""
""
""
""
""
0.11624594
""
""
""
""
0.018740535
0.03892361
""
""
0.075101539
0.03757219
""
""
0.048577856
0.058039702
0.07107427
0.084511921
0.053581819
""
0.064004242
0.044578005
0.044198316
0.055906627
""
0.082945734
0.068315998
""
""
""
""
""
0.060127247
0.023367601
0.10224679
0.022767713
0.058979835
0.049651042
""
0.092921242
0.012617201
0.060081631
0.022497769
0.025390228
0.042253904
""
0.075209275
0.064108536
""
""
""
0.051663104
""
""
""
""
""
""
""
""
""
""
""
""
0.093691565
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068456337
""
""
""
""
""
0.052406784
""
""
""
""
""
0.058318917
""
""
""
0.036991157
""
""
0.075214155
""
""
0.038142331
0.082629606
0.071240082
0.04202453
""
0.047307022
0.15937451
0.074059874
0.032144837
0.096638113
""
""
0.018648989
0.081173696
""
""
0.070117697
0.061893731
""
""
0.07426776
""
0.094118722
0.026470073
0.054936681
""
0.026829844
0.031780619
""
0.027137743
0.02251504
0.069634333
0.047811311
0.070285477
0.062544882
0.066304885
0.034229763
0.071472935
0.049451336
""
0.12331407
0.047014032
0.045821432
0.042141374
0.089076661
0.082254872
""
0.058287781
""
0.043999724
0.090923831
0.089489937
0.049617916
""
0.038936831
""
""
""
0.088413209
""
""
""
""
""
""
""
""
""
0.045864221
""
""
""
""
0.04029524
""
""
""
""
""
""
""
""
0.040326495
""
""
""
0.11183213
0.082932547
""
""
""
0.091419272
""
""
0.083885871
""
""
""
""
""
""
""
""
0.1235224
""
""
""
""
""
""
""
""
""
""
0.082398951
""
""
0.047970008
""
""
0.052542578
0.052209824
""
""
0.079053268
""
""
0.094866134
""
""
0.11043669
""
0.069533065
0.060730096
""
""
""
0.096052662
""
""
""
""
0.05817477
0.054742295
""
""
""
""
""
""
""
""
""
""
""
0.051111832
""
""
""
""
""
""
0.068079427
""
""
""
""
""
0.11859864
""
0.068634436
""
""
0.073297188
""
0.050690606
""
0.082578048
0.099645525
0.06894026
0.075323217
""
""
""
0.07149145
0.11198693
0.074859835
""
""
""
""
0.076786436
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076229602
""
0.070876047
""
""
""
""
""
""
""
""
""
""
0.09030319
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076768376
""
""
""
""
""
""
0.080022819
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
