stayhome_white_female_n
16092.0
6965.0
1386.0
20438.0
11447.0
1782.0
22517.0
2149.0
1553.0
8385.0
10081.0
31953.0
1600.0
3707.0
9915.0
1098.0
731.0
9816.0
1352.0
1215.0
10950.0
10880.0
7903.0
3426.0
28164.0
803.0
4085.0
11532.0
27206.0
2208.0
2507.0
5862.0
22910.0
13478.0
1528.0
12416.0
2150.0
3544.0
443.0
461.0
9674.0
1840.0
1024.0
455.0
1215.0
1392.0
26728.0
7201.0
17174.0
4329.0
8679.0
12862.0
5397.0
316.0
599.0
10392.0
1545.0
512.0
521.0
2902.0
1868.0
15688.0
785.0
2542.0
3429.0
2961.0
807.0
1453.0
2228.0
2907.0
1193.0
1836.0
1542.0
4830.0
2140.0
1286.0
4228.0
3358.0
1334.0
22037.0
2259.0
5038.0
2712.0
5439.0
34054.0
4199.0
4414.0
6216.0
13397.0
8162.0
6079.0
2601.0
2965.0
13240.0
2747.0
1032.0
5714.0
10410.0
52736.0
13885.0
18719.0
39606.0
30434.0
15948.0
17359.0
37867.0
14660.0
31058.0
3214.0
9350.0
6456.0
4417.0
14588.0
867.0
13801.0
22392.0
11004.0
688.0
592.0
665.0
4580.0
2521.0
2076.0
2391.0
1744.0
8750.0
8246.0
1991.0
1259.0
1283.0
71366.0
3129.0
4593.0
2096.0
7150.0
3125.0
12352.0
5715.0
845.0
2456.0
8352.0
5572.0
649.0
1272.0
3076.0
700.0
5575.0
2944.0
1583.0
1543.0
3648.0
23046.0
4655.0
665.0
18570.0
12672.0
1270.0
7815.0
1660.0
4473.0
448.0
1631.0
8039.0
55070.0
886.0
84068.0
4144.0
4342.0
1371.0
11313.0
130670.0
14657.0
4809.0
18625.0
4509.0
2073.0
16343.0
42802.0
5509.0
3002.0
3422.0
3865.0
39057.0
4236.0
3787.0
61283.0
1484.0
5422.0
14994.0
1072.0
2576.0
6379.0
31852.0
1678.0
2486.0
5882.0
9603.0
10316.0
27396.0
3890.0
21184.0
13779.0
4792.0
6817.0
12729.0
19831.0
43233.0
5630.0
8429.0
10705.0
7919.0
13187.0
1873.0
1813.0
19435.0
24552.0
14854.0
71224.0
6291.0
6662.0
3861.0
5957.0
7142.0
3894.0
46388.0
11935.0
8770.0
13202.0
71300.0
25415.0
21421.0
11446.0
1138.0
6414.0
1036.0
3158.0
1238.0
8319.0
636.0
3265.0
9102.0
4778.0
5301.0
12830.0
4036.0
3661.0
6819.0
32710.0
4755.0
9228.0
64334.0
11296.0
6503.0
1546.0
7708.0
4722.0
3159.0
28054.0
