working_asian_male_p75_se
0.05048047
0.10980359
""
0.037283901
0.041200779
""
0.02683446
""
""
0.039869606
0.054652188
0.017613484
""
0.051073264
0.034382772
""
""
0.062142968
""
""
0.045944367
0.029927624
0.040901527
0.13396479
0.016362607
""
0.074322283
0.037155896
0.010757019
0.18158519
0.12123954
0.058370072
0.018735319
0.020236786
0.10201617
0.035227392
""
0.14485474
""
""
0.050059263
""
""
""
""
0.082738936
0.016912658
0.066381812
0.02507345
0.037406698
0.04674232
0.047933746
0.073760912
""
""
0.051133048
""
""
""
0.05145127
0.071987517
0.032235324
""
""
""
0.080757238
""
""
""
""
0.069445096
""
0.10069239
0.048628021
""
""
0.064247176
0.20568582
""
0.021485331
0.1327863
0.079959095
""
0.12648216
0.024480879
0.052245423
0.15218598
0.044212963
0.037772432
0.11609179
0.09855552
""
0.18686765
0.039010182
""
""
0.045474917
0.059282389
0.014401302
0.032529619
0.033566158
0.012617793
0.019196942
0.03915922
0.030372219
0.013775802
0.038281932
0.013852297
0.049620464
0.042909238
0.038691845
0.087280959
0.033979416
""
0.029089799
0.041220296
0.021902755
""
""
0.075927593
0.056846332
0.14970519
0.18614449
0.05938166
0.08906807
0.04132539
0.05221042
0.16393153
0.16790867
0.049182825
0.0093030985
0.12441794
0.055540103
0.10918578
0.054327723
0.17290202
0.051122975
0.046971172
0.083941504
0.05218387
0.042081986
0.072937444
""
""
0.11103966
""
0.065330751
0.0635527
0.15256812
0.096545666
""
0.03633849
0.06921038
""
0.021284012
0.041515388
""
0.041505344
""
0.072778627
""
""
0.043927874
0.010641941
""
0.0054066363
0.072503038
0.12680261
""
0.042689569
0.0078624347
0.02658014
0.11598919
0.044211775
0.058123834
""
0.039988961
0.022617619
0.08162114
0.13107125
""
0.15611246
0.022215711
0.10608814
0.095584959
0.018258782
""
0.042129457
0.036666077
""
""
0.053457644
0.029039776
""
""
0.13392492
0.080041081
0.085898407
0.028302811
0.12042793
0.032064155
0.039809156
0.085130297
0.067781121
0.04108572
0.037412409
0.015408334
0.059212733
0.046221908
0.049968664
0.083329745
0.05641894
""
""
0.028495139
0.041438036
0.051121976
0.011348088
0.0821338
0.095946021
0.12647127
0.05450964
0.097117446
0.064123914
0.016421951
0.070545711
0.03834296
0.052957904
0.016291454
0.041395098
0.03595062
0.042357594
""
0.04157405
""
0.12725727
""
0.053288914
""
0.045440316
0.064685352
0.05869896
0.071603142
0.041754358
0.1030921
0.061461706
0.053030949
0.022013886
0.081901498
0.036534034
0.014306346
0.046075087
0.099177919
""
0.077462375
0.037620082
0.17035587
0.019243801
0.050564472
0.027212165
0.077790372
0.021890046
0.020093409
0.020729894
0.018298842
0.0037912424
0.013018848
0.0041452316
0.0066687479
0.023363978
0.02776383
0.069340035
""
0.067436621
""
0.16218089
0.046550699
0.040480267
""
0.036014542
0.016727056
""
""
0.0073840274
0.021992501
0.13668661
0.032480892
0.0097162751
0.070491776
""
""
""
""
0.18934502
""
""
""
0.068530485
0.062986195
0.058380686
0.0082425214
""
0.088722549
0.037040789
0.10066476
0.067922294
""
0.039108705
0.02006343
""
0.056024197
0.047420945
0.065006301
0.031984188
0.028190054
0.041740563
""
0.030201506
0.036215942
0.050524414
0.038655266
0.02422953
0.053420119
0.10404772
0.15951331
0.052902643
0.032696504
0.084382556
0.042462058
0.054918233
""
0.03451471
0.037530821
0.01587707
0.028830381
0.0042534783
0.027451551
0.07781779
0.1577291
0.013465139
""
""
0.044841412
0.054087918
0.10757958
""
""
""
""
""
0.063262403
0.11204515
0.10237885
""
0.091818348
0.066073693
""
0.11656604
""
0.063433871
0.17590339
""
0.038898993
""
""
""
""
""
""
""
""
""
0.11776322
""
""
""
""
""
""
0.04150578
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.077974312
""
""
""
""
""
""
0.082545593
""
""
0.11502419
0.064624473
""
""
""
0.040668461
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13659148
0.083685093
0.11791152
0.062070917
0.098955728
0.11304504
0.0883452
0.073037148
0.023441646
""
""
""
0.039296601
""
""
""
""
0.071279496
0.05111862
""
""
""
""
0.11403852
""
0.084466033
0.057054698
""
0.033677716
""
""
0.021251231
""
""
""
""
""
""
0.023383094
""
""
0.047155008
""
""
""
""
""
""
""
""
""
""
""
""
0.13844138
""
""
0.036668405
0.010967566
""
""
0.046770338
""
0.167964
""
""
""
""
""
""
0.067031324
""
""
0.060759928
0.053275753
0.022537868
0.12454429
0.10280829
""
0.14171644
0.055676911
0.081574842
0.01627334
0.040161971
0.068432435
""
""
0.043283816
""
0.050013401
0.062008377
0.07900615
""
0.092115663
0.046022274
0.10403645
0.040981196
0.07981994
0.025627064
""
""
0.11608668
0.033993252
0.050136663
""
""
""
0.056582626
""
""
0.043367147
0.087052107
""
0.035461236
""
""
""
""
""
0.057834245
""
""
0.11555174
""
""
0.19525833
0.046228897
""
""
0.016398638
""
0.020249782
""
""
""
0.046645284
""
""
""
""
""
0.18114607
0.040473066
0.033946324
0.051890384
0.033171259
0.0058733504
0.033845648
0.079642422
0.22932364
0.06923949
""
""
""
""
""
""
""
""
0.045450363
""
""
0.05933008
""
""
""
""
""
0.056850225
0.14233617
0.03300475
0.013047861
0.0091271708
0.10341543
0.059103508
0.069491588
0.097666532
0.053629611
0.14352435
""
0.26242754
""
""
0.018098507
""
0.046014495
0.12355482
""
""
0.021901064
""
""
""
""
""
0.044922508
0.047442578
0.069128498
0.088738613
""
""
""
0.037775055
""
""
0.047856469
""
""
""
""
""
""
""
""
0.099380746
""
""
""
""
""
""
""
0.12133648
0.081660494
""
""
0.07097993
""
0.0048168767
0.023106251
0.012707311
""
0.04694457
""
""
""
0.028266812
""
0.011187905
""
0.024520125
0.060265936
""
0.15690537
0.074791238
""
0.1367754
0.020097686
0.079782046
""
0.031337351
0.10294551
""
0.069004998
""
""
""
""
0.050456565
0.016323626
0.039850272
0.06086129
""
""
""
""
""
""
0.070876703
""
""
0.064064644
0.088785425
0.054942034
0.1368714
0.068161421
0.020286523
0.01951677
0.013108492
0.029791471
0.0069486881
0.0045152158
0.081234559
""
""
0.02220415
0.02033757
0.0031012942
0.010132091
""
