comcoll_pooled_male_p25
0.16548969
0.15122613
0.21608146
0.17935181
0.21020162
0.14206824
0.17522269
0.14474884
0.1854675
0.17796275
0.11862477
0.19173811
0.23163202
0.18883005
0.15972035
0.29332459
0.22174509
0.22664858
0.28754634
0.17361529
0.20880215
0.17621219
0.22671558
0.16612138
0.2202875
0.23764105
0.18312052
0.19250354
0.19717041
0.19490309
0.16728966
0.17093953
0.19093217
0.20432895
0.157882
0.19046931
0.2096536
0.21886495
0.18941782
0.27150097
0.20694645
0.15362702
0.1752656
0.1204757
0.19504477
0.17801382
0.21790068
0.11894339
0.18703307
0.16516538
0.15275954
0.1685061
0.19221734
0.13582879
0.18607084
0.16333547
0.17606851
0.21814992
0.099704146
0.16113922
0.17394766
0.17855065
0.13537242
0.17843419
0.176284
0.15119484
0.21929149
0.23491186
0.20734024
0.13804479
0.22501032
0.23101199
0.18390699
0.14238727
0.135029
0.17669311
0.1540574
0.14873397
0.16210002
0.15201399
0.14384471
0.18215203
0.14271435
0.1160316
0.17076717
0.12291072
0.12830032
0.13707979
0.1679785
0.16616286
0.17558874
0.093451694
0.14323887
0.16752055
0.16807061
0.14191228
0.18229569
0.11650814
0.22173625
0.17582691
0.21982282
0.29559427
0.25607568
0.23619388
0.26591226
0.24609789
0.24554215
0.17468691
0.13498011
0.15592681
0.25327766
0.16577224
0.18428272
0.15421751
0.18031241
0.19644433
0.18062648
0.11519222
0.17442365
0.16457592
0.15898666
0.1395568
0.23708683
0.19556326
0.15581754
0.1643353
0.18969256
0.16713071
0.12385586
0.12147155
0.22611755
0.12612638
0.19217272
0.15308091
0.14308146
0.17813623
0.14403166
0.19271658
0.11544412
0.2134784
0.21127699
0.15641238
0.21931048
0.19187376
0.16195649
0.18978252
0.17467977
0.18126902
0.18370274
0.19449495
0.18216583
0.18259816
0.15711953
0.17339258
0.19185002
0.17203052
0.20074126
0.14863232
0.18507314
0.23127876
0.19591077
0.19082701
0.11018147
0.17229384
0.14523387
0.27197772
0.24356435
0.27942723
0.19517154
0.17582795
0.19662525
0.20546341
0.1292977
0.17939816
0.1587839
0.25383821
0.17442586
0.17940144
0.18626985
0.20083702
0.20129274
0.1715146
0.16588393
0.18450831
0.13269512
