jail_asian_male_n
""
22.0
""
""
""
""
""
38.0
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
38.0
""
211.0
""
""
""
52.0
""
""
""
191.0
""
""
""
240.0
""
117.0
29.0
""
""
""
""
""
""
72.0
""
""
""
41.0
""
""
""
""
""
""
612.0
""
""
""
""
79.0
""
""
64.0
""
35.0
82.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
83.0
31.0
""
""
""
""
2225.0
45.0
24.0
526.0
45.0
""
36.0
50.0
""
""
""
85.0
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
172.0
""
""
35.0
""
""
218.0
""
""
""
""
""
87.0
""
""
""
9500.0
""
""
234.0
""
""
4542.0
25.0
108.0
2329.0
34.0
91.0
73.0
""
1080.0
203.0
22.0
""
37877.0
95.0
362.0
""
34.0
598.0
""
""
902.0
247.0
36.0
13609.0
339.0
""
2798.0
4640.0
59.0
3954.0
8892.0
7788.0
2513.0
213.0
5512.0
546.0
12670.0
246.0
120.0
""
23.0
2588.0
528.0
863.0
387.0
24.0
""
513.0
""
1735.0
356.0
147.0
575.0
""
894.0
""
""
""
249.0
93.0
""
""
""
""
""
""
""
""
554.0
""
177.0
""
""
486.0
""
""
""
""
""
""
""
""
624.0
""
""
""
""
128.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
74.0
""
1007.0
831.0
121.0
107.0
631.0
261.0
92.0
52.0
101.0
476.0
69.0
414.0
174.0
""
115.0
""
332.0
1501.0
""
64.0
57.0
182.0
68.0
20.0
""
""
964.0
307.0
43.0
""
""
""
""
""
""
""
""
44.0
43.0
868.0
""
41.0
""
""
""
121.0
194.0
158.0
""
""
""
112.0
102.0
45.0
1242.0
33.0
""
185.0
""
1318.0
186.0
743.0
219.0
765.0
255.0
24.0
63.0
107.0
91.0
113.0
468.0
""
""
""
""
204.0
""
""
""
""
""
""
""
""
""
66.0
26.0
""
""
79.0
""
""
""
""
""
""
""
""
29.0
""
31.0
30.0
""
165.0
""
""
82.0
66.0
""
543.0
""
722.0
""
""
197.0
""
32.0
""
""
""
""
""
1128.0
""
""
25.0
61.0
""
""
""
""
""
""
""
111.0
37.0
55.0
""
746.0
""
""
""
""
""
""
1782.0
39.0
89.0
""
""
""
""
""
136.0
89.0
""
28.0
""
""
""
""
""
""
""
""
""
""
56.0
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
124.0
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
124.0
62.0
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
32.0
""
""
""
""
""
""
""
39.0
""
""
""
""
618.0
9757.0
350.0
1050.0
194.0
""
33.0
""
""
""
""
""
""
41.0
""
""
""
44.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
22.0
""
""
""
""
""
""
""
""
188.0
""
""
""
""
""
9257.0
""
""
33.0
""
""
3461.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
492.0
45.0
44.0
27.0
1232.0
60.0
""
""
""
""
""
213.0
75.0
29.0
""
91.0
""
""
""
""
""
""
""
""
""
""
""
122.0
""
""
""
""
""
""
""
""
58.0
130.0
""
100.0
""
""
""
""
23.0
34.0
""
42.0
""
""
""
""
""
""
681.0
24.0
253.0
""
""
206.0
44.0
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
42.0
""
96.0
""
20.0
""
""
""
""
20.0
""
187.0
21.0
""
57.0
""
30.0
""
""
""
""
""
""
42.0
""
""
""
215.0
31.0
""
25.0
471.0
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
""
135.0
""
""
""
""
""
""
""
84.0
""
""
45.0
""
42.0
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
96.0
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
95.0
""
""
""
""
97.0
""
""
""
""
20.0
20.0
""
""
""
""
""
""
26.0
""
""
""
""
""
""
460.0
""
""
""
""
118.0
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
122.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
59.0
""
""
""
""
82.0
41.0
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
513.0
""
""
""
""
""
33.0
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
67.0
""
604.0
34.0
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
132.0
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
20.0
""
""
""
157.0
""
""
""
""
""
""
""
""
""
""
""
""
93.0
""
""
""
""
""
""
""
""
360.0
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
28.0
""
""
""
""
58.0
83.0
60.0
""
""
""
""
""
""
361.0
""
""
""
""
""
95.0
""
""
750.0
""
88.0
44.0
""
""
""
""
""
""
625.0
49.0
29.0
""
76.0
""
""
""
55.0
29.0
""
""
""
20.0
32.0
53.0
94.0
25.0
""
70.0
""
60.0
41.0
""
""
""
""
""
""
27.0
""
141.0
""
""
31.0
""
""
""
45.0
""
""
""
""
""
63.0
25.0
562.0
1041.0
31.0
""
68.0
35.0
122.0
""
156.0
""
182.0
888.0
""
3662.0
1501.0
""
63.0
""
23.0
67.0
86.0
""
340.0
59.0
57.0
278.0
""
695.0
32.0
245.0
117.0
2683.0
""
1160.0
189.0
1262.0
685.0
""
""
47.0
""
""
""
""
""
27.0
""
97.0
""
50.0
""
""
""
""
""
28.0
""
""
""
70.0
""
188.0
""
""
26.0
""
""
""
""
317.0
21.0
""
""
27.0
41.0
142.0
""
410.0
""
""
""
""
30.0
58.0
""
""
810.0
""
20.0
""
""
""
40.0
""
37.0
""
""
30.0
""
1660.0
""
""
""
""
""
""
206.0
""
""
87.0
42.0
27.0
""
""
23.0
""
21.0
369.0
1460.0
""
""
392.0
""
""
""
""
32.0
""
""
62.0
""
""
20.0
""
""
""
""
""
497.0
""
""
""
""
""
""
""
1969.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
27.0
""
""
66.0
""
