marr_32_other_pooled_p75_se
0.085069105
0.059838377
0.19494464
""
0.16604966
""
""
0.057062145
0.1856921
0.18363841
0.21660034
""
0.17172448
""
""
0.070307784
0.10974758
""
""
0.16464822
""
0.13357408
0.067674257
0.10139041
0.10048032
0.082546227
0.15560532
0.093926013
""
""
0.30869851
""
""
0.19142248
0.082298048
0.091941565
0.035270002
""
0.090701252
0.080471195
0.074797653
0.090170868
""
0.18673739
0.029989747
""
""
0.08733964
0.049758669
""
0.050745718
0.071034096
""
""
0.19001302
""
0.097317725
0.1129715
0.061856315
""
0.12083953
0.14713767
0.077094682
0.14143692
""
""
""
""
""
0.016560216
0.11407702
""
""
0.1795098
0.029619008
""
""
0.039124481
0.065649003
0.069411799
0.077694222
0.18645354
""
0.051779442
0.11446434
0.12562634
0.17787907
""
0.14650716
0.081686765
""
""
0.15445626
""
""
0.15242451
0.12482233
0.038012419
0.054305699
0.10524536
0.18536645
""
0.15131083
0.010247713
0.057048555
0.074026279
0.019371392
0.051873509
0.27194387
0.059356056
0.055836428
""
0.22631872
0.13735339
0.047848262
0.12754242
""
""
0.16564384
""
""
0.24000981
0.63208389
""
""
0.17683153
0.10839574
0.089677438
0.13472705
""
""
""
""
0.091363698
0.22799104
""
0.096747473
""
0.16855489
0.23356088
0.12524068
0.19453846
0.15073992
""
""
0.090224802
0.21490635
""
""
""
""
0.21008565
0.19874537
0.074208193
0.30891308
""
0.11864291
0.14403039
""
""
""
0.18179421
0.19957179
""
0.21665579
""
0.22420079
0.21453498
0.092361063
""
0.034806959
0.24365643
0.13829087
0.078549959
""
""
0.049991231
0.28280082
0.62238342
""
0.18013449
""
0.053152181
0.11318809
""
0.22788118
0.0085469857
""
0.077652678
0.038400505
0.096983045
0.16445933
0.010202476
0.096939102
0.031135026
0.020570705
0.097046405
0.044759952
0.060835697
0.14164168
0.019502506
0.040884998
0.074579976
0.099453114
0.005144807
0.050301708
0.023229759
0.11205428
0.05518565
0.032140762
0.23447809
""
0.018731786
0.03605986
0.047991775
0.0080445418
0.022462111
0.11622898
0.011220952
0.010059628
0.058184087
0.010417096
0.0077386005
0.014302461
0.015431959
0.028505186
0.011139491
0.022978876
0.0083687929
0.027435679
0.038425118
""
0.074908748
0.012699451
0.018671915
0.021534221
0.042967688
0.071916804
0.17119786
0.031349014
0.066224165
0.013731462
0.033272486
0.048219092
0.027274521
0.16554354
0.01707988
""
""
""
0.031438533
0.059486248
0.1550567
""
""
""
""
""
""
0.14513698
0.024224015
""
0.033813979
""
0.10938199
0.016320772
0.10183603
0.10921935
""
""
""
""
""
""
0.020431014
""
""
""
0.1021663
0.036465261
0.28764874
""
0.15954937
0.059805408
""
0.17694281
0.13100715
0.11900587
0.14240575
0.17586476
""
0.15144774
""
""
""
0.058311634
""
0.23693837
""
""
""
""
""
""
0.09232159
""
0.045600805
""
0.019978775
0.020749953
0.045951739
0.039032567
0.021008996
0.028712505
0.05011389
0.056241076
0.040974442
0.025756558
0.062474847
0.02469296
0.048723862
0.14617683
0.043555439
0.23229936
0.025063591
0.016299278
0.23193966
0.071789831
0.068258904
0.035865992
0.060614541
0.10086495
0.24500944
""
0.020563649
0.032427471
0.077666864
""
0.16770752
""
""
""
