work_32_pooled_male_n
22905
10521
2432
31460
20423
3304
43709
3439
2257
15902
17932
63732
2279
6353
16486
1704
1529
15719
2066
3585
26141
31642
15284
9487
56243
2638
9807
24807
59341
4960
6317
9797
47425
30163
5778
24312
5608
7440
1875
2184
27508
5419
2360
1007
3504
4515
69135
13940
39977
9744
18065
27180
13208
978
1455
26780
3469
1065
1045
8494
4566
31506
1868
4278
5728
4766
1559
3016
3447
4834
4351
6323
7810
9814
4652
2032
8835
5546
2516
59587
7021
7873
4080
8755
58098
6528
6919
12875
24493
12966
9812
3848
4449
22818
4212
1696
8867
19185
103472
28662
31905
168531
66355
29076
29441
86188
26931
61285
6520
16851
12995
11586
34271
3064
30012
39405
27395
1757
1461
1885
11290
5076
4436
6667
4557
20274
19404
4509
3627
3612
165661
6903
8972
3907
12754
6956
23654
16516
2717
6109
18369
10018
1744
3009
9231
2388
11794
7816
4952
4715
6280
47542
12370
2877
33963
28935
3349
19921
3634
6922
1022
2757
14089
110231
1973
200494
5895
5807
2471
16157
224822
21832
6653
27803
6402
2834
24663
61985
7572
4220
4668
5564
59327
6283
5476
92672
2389
7390
23642
1725
3926
10849
50865
2474
3575
8463
13433
14192
41595
5349
33734
19857
6940
9854
19314
28718
70646
8094
12047
15907
11724
18524
2531
2610
36949
33427
22794
116253
9308
9550
5661
8405
10796
6010
74530
16720
11818
17560
100166
36728
29921
17893
2197
10046
1717
5932
2160
13968
1083
6234
14496
6928
7994
18526
6254
5723
11458
47981
6699
13497
98505
15707
9423
2028
11523
6646
4768
42071
8016
34430
10183
28137
50123
47426
36225
429026
48246
229438
234575
27946
19881
6731
1414
11677
1217
3063
29081
12781
3976
10483
62137
300
241
177064
52616
5076
27571
132988
6850
2465
1981
1345
3198
4908
3115
3830
1708
8109
5948
13886
127299
2522
7231
12021
3802
4247
3718
5928
11282
1699
9364
12160
7216
10161
27064
15156
3422
19566
14896
10744
6335
25869
8538
4550
5048
9802
17480
6972
6671
20115
3837
26594
29920
77661
7136
342835
31379
5921
6968
115245
1916
3998
13053
19086
7288
2514
4458
3465
2462
2991
7266
5271
6559
1374
7226
11050
1605
8757
3565
5482
8686
1065
14252
142
687
3054
2496
1161
724
570
1531
1483
6278
109
310
127
950
373
556
4204
634
79
49
165
413
27
364
216
441
644
1569
1001
1415
1959
834
10346
2307
1004
971
175
409
2574
5348
1434
1494
6048
9663
787
2023
141
6441
4162
710
452
296
598
2458
1496
1117
807
446
255
1267
129
4679
2898
3518
3420
3385
2870
3021
5419
27881
1994
1999
2861
9432
191
118
39
201
3896
6323
1132
652
3314
3681
2172
1369
4503
10326
1190
14789
2195
2558
42935
2346
867
83
387
639
2276
34979
218
206
9591
1118
524
413
319
574
906
484
189
1070
2560
2765
724
3811
125
1391
24047
111266
1162
43
2431
2726
4432
2208
540
303
1135
563
631
3692
1293
1006
8218
15735
27318
4259
2887
2948
2693
8224
6148
85834
8078
4607
1601
952
13906
3721
21425
6631
12981
2739
6301
15510
7288
17401
3876
45981
2605
1437
5265
50166
4319
426
2895
101
6893
272
5555
16104
4831
1808
13880
3274
428
332
32
3203
2943
905
496
2004
1041
1145
1857
8645
2016
1006
57253
2404
91537
2125
3231
51
17501
2178
942
843
1133
953
11530
47360
29002
8681
18637
224639
25363
8150
4280
6920
1174
315
1888
2894
2901
3115
1232
1606
11047
472
611
8285
1446
266
1225
2986
2718
14267
4549
19819
95648
162840
9276
20808
15120
11588
10223
2886
451
5452
3056
3706
58375
3234
8184
9496
4307
67
18800
248
22
183
275
150
658
1746
627
807
627
178
78
5446
1167
1019
5338
702
2222
906
1964
2423
729
27
288
8233
52
514
3983
3717
2788
420
975
5908
6532
3026
840
4916
52
42483
1837
5316
2131
7415
541
244
2009
37172
740
144617
1834
46246
10172
486
9810
12947
1612
7447
5168
6499
2794
25497
3577
344
7988
2774
547
1477
68
24779
85513
10048
17788
560
448
1764
2402
928
5461
7263
311
451
11572
5620
13224
2145
8247
39867
37534
72565
18888
120987
105364
3205
1198
719
22712
25815
182925
72837
103
1028
125343
19160
28270
656084
4423
2587
4481
4971
28979
4068
11611
84782
3233
45692
3462
13055
18047
2460
369
8107
76
298
411
7993
4328
165162
