kir_imm_hisp_male_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44778255
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65167731
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5927738
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53012544
0.48520327
""
""
""
0.53408277
0.51306182
0.46879372
""
0.48884529
0.5516724
0.54376417
0.47736648
0.52862626
""
""
""
0.5106231
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66781574
""
""
""
""
""
0.6017763
""
""
""
""
""
0.49188009
""
""
""
0.596542
""
""
0.51859289
""
0.46228302
0.57995194
""
0.46761128
0.49890861
0.57818586
""
0.53222591
""
0.54376417
0.53713697
""
""
0.53969449
0.53418142
0.56273127
""
0.41886607
0.50879937
""
""
0.56423146
0.6196999
""
0.54490054
0.55977976
""
0.53559864
0.54201031
0.54914218
0.53435874
0.52851218
0.55487376
0.54767483
0.54883957
0.59008169
0.56435955
0.5784415
0.53211033
0.55428696
""
""
0.58080411
0.56858635
0.51898801
0.54026926
0.52016181
""
0.51810902
""
0.55042559
0.57039106
0.49224791
0.54424042
""
0.58550447
""
""
""
0.58391476
""
""
""
""
""
""
""
""
""
0.53612137
""
""
""
""
0.53052098
""
""
""
""
""
""
""
""
0.57599449
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54778522
""
""
""
""
""
""
0.54160005
""
""
""
""
""
""
""
""
""
""
0.60243344
""
0.52838075
0.49510577
0.55196434
0.57073396
0.5106799
0.51852775
0.6116873
0.447873
0.55597138
0.53908974
""
0.53177279
0.56325352
""
0.57026792
""
0.55924851
0.55018228
""
0.66790736
""
0.56569725
0.50732368
""
""
""
0.54360729
0.65343183
""
""
""
""
""
""
""
""
0.62040335
0.4954977
0.55916184
0.50442088
""
0.46056074
""
""
""
0.5542146
0.49377713
0.50379407
""
""
""
0.47707197
0.449283
0.66099644
0.55453426
0.53411412
""
0.54964322
0.51618272
0.49864903
0.50329632
0.56587964
0.49576548
0.5589397
0.52376348
""
0.65207303
0.53759784
0.49549332
0.49133617
0.51532561
""
""
""
""
0.47843111
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57102591
0.55780154
""
0.56390274
""
""
0.51060832
""
0.54131579
""
""
0.60305649
""
""
""
""
""
""
""
0.51788133
""
""
""
""
""
""
""
""
""
""
""
0.66036683
""
""
""
0.52766025
""
""
""
""
""
""
0.53857827
""
0.4975262
""
""
""
""
""
0.58058512
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5185017
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58399379
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52380913
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
