staycz_natam_female_p75
""
0.76998466
""
""
""
""
""
0.71490926
""
""
""
""
""
""
""
0.615771
""
""
""
""
""
""
""
""
0.86873126
""
0.72835374
""
""
""
""
""
""
""
""
0.79785037
0.68440628
""
""
0.85150766
""
""
""
""
0.76339215
""
""
0.99071968
0.75977403
""
0.54555076
0.64345801
""
""
""
""
""
""
""
""
""
""
""
""
1.0133815
""
""
0.77541304
""
0.70148969
0.48823372
""
""
-0.067502357
0.6785211
""
""
0.61866158
0.65279186
0.45158127
0.56470478
0.68209827
0.63951194
0.72307032
0.44085383
0.6314891
0.68193924
""
0.39063907
0.499856
""
""
-0.2404646
""
""
0.79990917
0.39463562
0.57249051
0.58730978
0.75408316
0.52605605
""
0.93389469
0.80151868
0.5096314
0.40820163
0.71528971
0.80420357
""
0.68652987
0.5805214
""
""
""
0.72286224
""
""
""
""
""
""
""
""
""
""
""
""
0.76102126
""
""
""
""
""
1.0057327
""
""
0.50274676
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55033869
""
""
0.76816243
""
""
0.49144349
""
""
""
""
""
0.63222784
""
""
""
0.61025119
""
0.88005096
0.67161208
""
""
0.59596354
0.37546721
0.57699311
0.65910095
""
0.68668532
0.43190035
0.93084425
0.67436695
0.84672129
0.34817451
0.51755035
0.69380039
0.54039913
0.65204626
""
0.42574564
0.52470255
""
""
0.47800913
0.77665275
0.35907179
0.67576462
0.74221236
""
0.7149533
0.62696314
""
0.67244232
0.67231506
0.51712865
0.48343799
0.74926901
0.58242291
0.62954104
0.56658751
0.75235593
0.73486805
""
0.26092151
0.71276832
0.72209752
0.50993013
0.91512036
0.24446546
""
0.63003558
""
0.57874537
0.82025981
0.98539817
0.80548894
""
0.61627519
""
""
""
0.61266458
""
""
""
""
""
""
""
""
""
0.68870252
""
0.47953948
""
""
0.57340258
""
""
""
""
""
""
""
""
0.6923449
""
""
""
0.32813367
0.46829081
""
""
""
0.47631496
""
""
0.2290756
""
""
""
""
""
""
""
""
0.5745073
""
""
""
""
""
""
""
""
""
""
0.36581579
""
0.65430474
0.67934602
""
""
0.61977744
0.6525867
""
0.74391037
0.98470777
0.55397612
0.56869757
0.73838395
0.62679517
""
0.63718605
""
0.36121058
0.58684772
""
""
""
0.79500574
""
""
""
""
0.59859353
0.6549753
""
""
""
""
0.60822505
""
""
""
""
0.57809722
""
0.42859852
""
""
""
""
""
0.72437489
0.5791291
0.55102962
""
""
""
0.49410129
0.76927376
""
0.33852655
""
""
0.55690199
""
0.45486167
""
0.5788058
0.49220887
0.661865
0.641222
""
""
0.0063459105
0.69621056
0.42914006
0.60369241
""
""
""
""
0.65078056
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71301657
""
""
0.55214
""
""
""
""
0.80561745
""
""
""
""
""
""
""
""
""
""
0.6887008
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.7186836
""
""
""
""
""
""
0.64073712
""
""
""
""
""
""
""
""
0.38206732
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66620076
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77240193
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4155094
""
""
0.75448573
""
0.50317764
""
1.2013701
0.35021102
""
""
""
0.5817709
""
""
""
0.67112875
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51450598
""
""
""
""
""
""
0.53321546
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41260147
""
""
""
""
""
0.66525531
""
""
""
""
""
0.57624203
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.76430339
""
""
""
0.53710002
""
""
""
""
""
""
""
""
""
""
0.54235184
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83875442
0.60609102
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61149693
""
0.67446446
""
""
0.70683753
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52496129
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79867631
""
""
""
0.48429146
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43908346
""
""
""
""
""
""
0.98216933
""
""
""
""
""
""
""
""
""
""
0.48030108
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56478572
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65758324
""
""
""
""
0.795196
""
""
""
0.73164797
""
""
""
""
""
""
""
""
""
""
0.64211863
""
""
""
""
""
""
""
""
0.087504342
0.52568573
""
""
0.94925439
""
""
""
""
""
""
0.3719773
0.82633495
""
""
""
0.40592164
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48459455
""
""
0.57477707
""
""
""
0.80391264
""
""
""
""
""
""
""
""
""
""
""
""
0.55950892
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.088784866
""
""
""
""
""
0.72225797
""
0.60554999
""
""
""
""
""
""
0.42681322
""
""
""
""
""
""
""
""
0.82688594
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32885677
""
""
""
""
""
""
""
""
0.7364983
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93119705
""
""
1.0014769
""
""
