hs_asian_female_n
""
""
""
57.0
34.0
""
126.0
""
""
49.0
29.0
211.0
""
34.0
55.0
""
""
24.0
""
""
31.0
72.0
""
""
215.0
""
23.0
42.0
332.0
""
""
""
171.0
102.0
""
65.0
""
""
""
""
28.0
""
""
""
""
""
289.0
30.0
96.0
""
28.0
52.0
""
""
""
35.0
""
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
125.0
""
""
""
""
179.0
""
""
28.0
60.0
""
""
""
""
65.0
""
""
""
""
365.0
54.0
61.0
476.0
152.0
50.0
76.0
354.0
52.0
210.0
""
29.0
50.0
""
68.0
""
60.0
64.0
87.0
""
""
""
""
""
""
""
""
40.0
29.0
""
""
""
845.0
""
29.0
""
34.0
""
25.0
38.0
""
""
33.0
37.0
""
""
""
""
""
""
""
""
""
67.0
24.0
""
117.0
55.0
""
35.0
""
""
""
""
36.0
542.0
""
2336.0
""
""
""
""
904.0
77.0
""
48.0
""
""
53.0
158.0
""
""
""
""
122.0
""
""
169.0
""
""
39.0
""
""
23.0
101.0
""
""
""
""
""
79.0
""
72.0
29.0
""
""
""
60.0
165.0
""
""
33.0
""
23.0
""
""
65.0
53.0
26.0
319.0
""
""
""
""
""
""
229.0
26.0
24.0
""
188.0
40.0
36.0
27.0
""
23.0
""
""
""
20.0
""
""
""
""
""
41.0
""
""
24.0
129.0
""
47.0
327.0
40.0
""
""
""
""
""
150.0
""
77.0
""
93.0
157.0
151.0
148.0
6210.0
311.0
3095.0
1449.0
98.0
59.0
""
""
""
""
""
43.0
36.0
""
20.0
215.0
""
""
1230.0
124.0
""
79.0
582.0
27.0
""
""
""
""
""
""
""
""
""
20.0
33.0
1027.0
""
""
51.0
""
""
""
""
27.0
""
25.0
27.0
""
60.0
99.0
54.0
""
89.0
58.0
41.0
""
101.0
""
""
""
""
48.0
20.0
""
39.0
""
55.0
49.0
273.0
""
2714.0
81.0
""
""
277.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
115.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
50.0
""
""
79.0
""
""
""
""
""
""
109.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
487.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
113.0
""
""
""
""
""
""
263.0
""
""
""
""
27.0
""
40.0
""
""
""
""
64.0
""
44.0
""
104.0
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
231.0
""
193.0
""
""
""
25.0
""
""
""
""
""
""
70.0
50.0
21.0
70.0
1718.0
66.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
59.0
458.0
1028.0
""
""
""
""
36.0
""
""
""
""
""
210.0
""
""
""
""
""
141.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2213.0
87.0
232.0
""
""
""
""
""
89.0
""
450.0
""
131.0
""
""
""
""
""
""
173.0
""
""
63.0
""
""
""
""
""
""
""
42.0
240.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
261.0
205.0
574.0
127.0
1595.0
2947.0
""
""
""
115.0
101.0
5556.0
556.0
""
""
1850.0
36.0
151.0
11680.0
""
""
""
""
59.0
""
42.0
659.0
""
131.0
""
28.0
62.0
""
""
""
""
""
""
29.0
""
1946.0
