work_24_asian_male_p25
0.68122029
0.9121471
""
0.66895556
0.80696565
""
0.72992074
""
""
0.77066445
0.78132457
0.77553433
""
0.81979871
0.87084246
""
""
0.81629837
""
""
0.83328944
0.69449604
0.75769532
0.71760803
0.76310313
""
0.90425038
0.79439718
0.84327501
""
""
0.81668657
0.80033964
0.78361416
""
0.70107067
""
0.65762335
""
""
0.67833549
""
""
""
""
""
0.70635605
0.66937
0.6960516
0.83554208
0.81767273
0.76512694
0.93594187
""
""
0.7164101
""
""
""
0.66234803
""
0.72000384
""
""
""
""
""
""
""
""
""
""
0.63639873
0.8600561
""
""
""
""
""
0.78301883
""
0.7761929
""
0.75692207
0.73541528
0.73897123
""
0.7848165
0.83577096
0.87512273
0.64768958
""
""
0.7545982
""
""
0.81992215
0.79737872
0.74366504
0.80330986
0.80539167
0.75082099
0.76777178
0.76838982
0.77973229
0.78548425
0.78360122
0.78730446
0.79695439
0.73782784
0.71228498
0.7890467
0.7405659
""
0.84777671
0.73591697
0.71319735
""
""
""
0.88168252
""
""
0.73505539
""
0.72054255
0.68603086
""
0.94592255
""
0.69901532
""
0.78292888
0.70501161
0.7108556
""
0.81311232
0.77282667
0.91986614
0.57410729
0.70113313
0.84560007
""
""
0.82339746
""
0.71896118
0.67641842
""
""
""
0.72658634
0.84291011
""
0.72388262
0.75084656
""
0.71237689
""
0.41249812
""
""
0.79546297
0.77967936
""
0.80797535
""
""
""
0.92616761
0.76174623
0.79134089
""
0.73387325
""
""
0.70451611
0.78226882
0.95275801
""
""
""
0.7467221
""
""
0.71932155
""
""
0.79486418
""
""
0.825831
0.751912
""
""
""
0.79844177
0.77757537
0.72833896
""
0.77217346
0.87717378
0.80836505
0.74098593
0.79268175
0.76053417
0.7343328
0.74106896
0.72583264
0.80504519
0.80193651
0.89933628
""
""
0.81105882
0.83725584
0.83172035
0.78090787
0.52533716
0.7584185
""
0.90798455
""
0.87711048
0.7982161
0.83997589
0.77247494
0.80492181
0.73821121
0.72565567
0.82579708
0.79708809
""
0.65583217
""
""
""
0.75463432
""
""
0.73620552
0.87129784
0.89773482
0.74266422
""
0.69728792
0.84838861
0.79983789
0.78713626
0.81953001
0.76523441
0.77252156
0.89780289
""
0.83791339
0.84935385
""
0.76231515
0.78875709
0.80208045
0.90102714
0.81481302
0.80927098
0.84982651
0.74421287
0.72682065
0.79851413
0.77546537
0.77313715
0.72654939
0.78105205
0.89412296
""
0.88075024
""
""
0.84987164
0.87500912
""
0.92134398
0.86332303
""
""
0.79543662
0.78353292
0.98570567
0.75868142
0.78576887
0.73506266
""
""
""
""
""
""
""
""
0.87872785
1.0103885
0.92328715
0.85538417
""
""
0.83118814
0.83758628
""
""
0.85011292
0.79567158
""
0.72871441
0.84184301
0.85929549
0.92009562
0.86088634
0.85711324
""
0.88091403
0.86877257
0.90259135
0.83580172
0.84545135
0.71336681
""
""
0.89530295
0.77145767
0.75606728
0.63987589
0.7536149
""
0.73746377
0.84649354
0.85738295
0.68155551
0.76232588
0.83410776
0.95250684
""
0.72609693
""
""
0.85644579
0.84189296
0.73198831
""
""
""
""
""
""
""
""
""
0.95280176
0.69543588
""
0.92355067
""
""
""
""
0.9620648
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79668283
""
""
""
""
""
""
""
""
""
0.75410694
0.72568887
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.831361
""
0.8567636
""
""
0.79756659
0.88761753
0.79265183
""
""
""
1.0250981
""
""
""
""
""
0.99287087
""
""
""
""
""
""
0.61166406
0.85325706
""
0.80029976
""
""
0.81199062
""
""
""
""
""
""
0.7829783
""
""
0.81609333
""
""
""
""
""
""
""
""
""
""
""
""
0.99716085
""
""
0.66250014
0.7695055
""
""
0.73412526
""
""
""
""
""
""
""
""
0.7217325
""
""
0.74179435
0.71776646
0.80740023
""
0.92280173
""
0.80941737
0.95145333
0.96209788
0.799546
""
""
""
""
0.73359793
""
0.86203372
0.70623744
0.8398757
""
0.75924611
0.69274533
0.67070454
0.80396205
0.76961583
0.7143262
""
""
""
0.71176732
0.73867434
""
""
""
""
""
""
0.60831684
0.94155347
""
0.8325901
""
""
""
""
""
0.68908489
""
""
0.90253657
""
""
0.82537973
0.67487121
""
""
0.7892614
""
0.82933468
""
""
""
0.74375194
""
""
""
""
""
