stayhome_other_male_p25_se
0.10052864
0.062458932
""
""
""
""
""
0.091687113
""
""
""
""
""
""
""
0.13759537
0.13217779
""
""
""
""
0.077666469
0.028962508
""
0.1381951
0.070962414
""
0.10605848
""
""
""
""
""
""
0.10940811
0.15791003
0.0557855
""
0.17669798
0.13808762
0.10429049
0.14628471
""
""
0.045051429
""
""
0.15077576
0.06170335
""
0.063723579
0.092405632
""
""
""
""
0.15772811
0.18671811
0.082500368
""
0.10388313
""
0.075819477
0.15385485
""
""
""
""
""
0.02912442
""
""
""
""
0.04085169
""
""
0.095676094
0.099573106
0.17413439
0.11963704
""
""
0.091450974
""
""
""
""
""
0.16662167
""
""
""
""
""
""
""
0.060181927
0.094054043
0.053743899
""
""
""
0.015467538
0.049674533
0.097852513
0.030363234
0.094701149
""
0.055442218
0.050535966
""
""
0.18347934
0.052296255
0.12101697
""
""
""
""
""
""
""
""
""
""
0.13529971
0.095658295
0.13296866
""
""
""
""
0.067231484
""
""
0.10117398
""
""
""
""
""
0.08337193
""
""
0.15191545
""
""
""
""
""
""
""
0.046497419
""
""
0.11797717
0.12034132
""
""
""
""
""
""
""
""
""
""
0.13182567
""
0.043288425
""
""
0.10964967
""
""
0.060647693
""
""
""
0.067483909
""
0.039278071
0.04630053
""
""
0.017032105
""
0.054719664
0.041013565
0.13975017
""
0.022659289
0.14280273
0.046961978
0.028716752
0.19821423
0.070334174
0.12061199
""
0.028232768
0.035902042
0.057312645
0.050478142
0.0085671311
0.070608377
0.037514854
0.18743712
0.09019269
0.040405381
""
""
0.031204078
0.079176217
0.062520362
0.015280911
0.039508723
""
0.016834101
0.015367951
0.081946388
0.015760442
0.012625964
0.026512923
0.025673922
0.047737189
0.024077408
0.036296435
0.020144369
0.04188535
0.039236236
""
0.054328002
0.023170175
0.031633582
0.029288484
0.060418323
0.044252433
""
0.044221375
0.14243554
0.03109961
0.047988176
0.053819269
0.039400078
""
0.029673034
""
""
""
0.061619692
0.14041951
""
""
""
""
""
""
""
""
0.033251982
""
0.096170194
""
""
0.022687931
0.055789225
0.052328162
""
""
""
""
""
""
0.038703226
""
""
""
0.11993271
0.048108857
""
""
""
0.06156465
""
""
""
0.16735785
""
""
""
""
""
""
""
0.081074223
""
""
""
""
""
""
""
""
0.18329492
""
0.07566645
""
0.039095499
0.040564947
0.058196936
0.095973127
0.04038015
0.046426401
0.10652253
0.10794731
0.064366743
0.048796993
0.090012856
0.039798863
0.036011871
""
0.047725454
""
0.034514446
0.021943422
""
0.058152385
0.11985231
0.055788569
0.038695883
0.16048709
""
""
0.027662106
0.027243279
0.087848678
""
""
""
""
""
""
""
""
0.082449578
0.07250917
0.02850621
""
0.023815915
""
""
""
0.076800629
0.045668889
0.060599398
""
""
""
0.052147109
0.05452697
0.096358642
0.021914754
0.082453817
0.046187267
0.031609025
""
0.02527315
0.057729471
0.028724559
0.055686541
0.030887429
0.040489692
0.052230854
0.095208257
