kir_pooled_male_p50
0.4805274
0.48037183
0.47834137
0.48495901
0.48512033
0.48712489
0.48497847
0.47719398
0.49111998
0.49737549
0.48332629
0.49412239
0.48473263
0.47697419
0.48434165
0.50233728
0.49644917
0.49539798
0.48663691
0.49650621
0.49414122
0.47673953
0.4777087
0.48631421
0.49852815
0.48429596
0.49933755
0.49338099
0.51019692
0.50233132
0.50212473
0.51605767
0.50484198
0.51959085
0.50460482
0.51800847
0.55054176
0.52682489
0.54579616
0.51778114
0.50100923
0.54988652
0.55739707
0.59476686
0.54463464
0.499035
0.53270876
0.60662907
0.55536741
0.53937036
0.56810611
0.57895267
0.52195144
0.58440876
0.53824383
0.52575988
0.55727357
0.61775768
0.52462822
0.50150871
0.51409882
0.4953979
0.51470733
0.52272791
0.47398892
0.48890793
0.47678646
0.47484967
0.49122849
0.47207865
0.5107742
0.49619481
0.48985159
0.49184927
0.49479443
0.50599205
0.50700152
0.49620456
0.50848591
0.47826436
0.49344224
0.50366306
0.50820512
0.49105656
0.50072879
0.51739281
0.51431334
0.50385481
0.49946502
0.51009297
0.51762944
0.48525304
0.48617318
0.4951919
0.49969167
0.47475305
0.49561989
0.49889189
0.49754986
0.50176489
0.50498724
0.52033442
0.50824153
0.51281357
0.49188143
0.50541854
0.49605829
0.49068442
0.50294399
0.50045359
0.49468455
0.50694549
0.50063705
0.4941889
0.50478852
0.49711737
0.49489504
0.50408959
0.51564205
0.48840258
0.49256223
0.51239187
0.48400232
0.49667332
0.50477582
0.49970326
0.48713091
0.51469314
0.46532819
0.49034247
0.49745497
0.49082848
0.49613255
0.49778038
0.49807984
0.51951331
0.50505698
0.48122734
0.49676588
0.50345194
0.48700389
0.49671644
0.49820498
0.48543948
0.47569761
0.50695902
0.51184726
0.51340532
0.50989473
0.50651729
0.52236938
0.50421405
0.50923002
0.53681046
0.50414646
0.52761263
0.54068792
0.50081581
0.55406272
0.52282083
0.49545598
0.50747532
0.52623051
0.52312237
0.52351665
0.5494622
0.54713672
0.57753581
0.53093719
0.52097505
0.50728196
0.51695222
0.53293222
0.51570648
0.52805287
0.53622597
0.51448721
0.52643067
0.52909595
0.51621431
0.5345909
0.52411169
0.51540482
0.50676149
0.49536151
0.51770943
0.50999099
0.54207414
0.48844522
0.49457213
0.48761731
0.52759963
0.50923413
0.53854144
0.53480327
0.5523442
0.55606836
0.57074308
0.5332163
0.55872595
0.53018916
0.55627555
0.54916638
0.51914066
0.49926692
0.53309691
0.50245619
0.5137375
0.5322963
0.5378058
0.52438849
0.55422908
0.57309067
0.56060725
0.54509425
0.55148876
0.52945518
0.52917206
0.53611821
0.54982907
0.54691148
0.57716489
0.50702763
0.50772715
0.51075077
0.52992517
0.56469947
0.56499422
0.56533891
0.54387802
0.54542899
0.50597954
0.53255624
0.55705428
0.57313895
0.52246135
0.56152153
0.50885707
0.54767686
0.49238741
0.50102526
0.53154308
0.52182484
0.5350855
0.54560733
0.53229791
0.50380272
0.54372787
0.54271251
0.54166692
0.54427266
0.5447697
0.56116551
0.57096303
0.54636091
0.54527175
0.55684102
0.56296903
0.56738454
0.55915797
0.56327587
0.56313717
0.5636676
0.54678828
0.54571849
0.56329942
0.56650412
0.56846881
0.5356226
0.51039302
0.51225817
0.52732831
0.51344723
0.52859223
0.49250445
0.54741168
0.53498024
0.55012989
0.55475193
0.54416889
0.55427706
0.58737189
0.50662237
0.57318234
0.55452406
0.53449416
0.54593384
0.543787
0.53542614
0.56612754
0.57195175
0.56874108
0.56515002
0.57068074
0.57808244
0.60714924
0.62316263
0.59435952
0.59040421
0.59463012
0.57039303
0.57967627
0.58197033
0.58654958
0.57809782
0.57552141
0.60513312
0.571266
0.57792646
0.60029352
0.56300581
0.56992739
0.57041669
0.56635404
0.56690079
0.56881839
0.55092156
0.5718872
0.57197672
0.56008273
0.57967418
0.5523333
0.59263414
0.53782409
0.56398243
0.53364438
0.54033387
0.5659368
0.5525493
0.55602223
0.5894261
0.54103249
0.52849996
0.52950418
0.55344516
0.53679776
0.53070474
0.52057034
0.52870256
0.51639611
0.5299561
0.5462063
0.52251273
0.5344584
0.55142194
0.52024901
0.5253188
0.52188802
0.51973927
0.52012521
0.53381413
0.51055348
0.53138298
0.50982779
0.55256355
0.54017925
0.55493093
0.52328151
0.49739015
0.50975466
0.50511235
0.60403395
0.57379454
0.51915658
0.57989854
0.53622586
0.54638511
0.5703823
0.55532044
0.55661124
0.57783902
0.52488422
0.63724738
0.67269892
0.672436
0.70224917
0.58500797
0.66522735
0.5765121
0.64046884
0.6586985
0.63549352
0.64165372
0.69551611
0.61647701
0.69997299
0.60348225
0.67242438
0.63594019
0.66786498
0.70152944
0.68367857
0.69082505
0.60831714
0.61156911
0.57120723
0.59906369
0.63855875
0.5977968
0.52606916
0.62005466
0.61096871
0.58673418
0.63330495
0.62614274
0.6032756
0.60261321
0.65215784
0.62915713
0.59479839
0.61069667
0.59822869
0.62110031
0.6179505
0.64859438
0.6146962
0.62306529
0.59597552
0.58249694
0.61403984
0.57996875
0.65724695
0.58418751
