work_24_hisp_pooled_p25_se
0.027496543
0.0340202
""
0.01930977
0.016603444
0.068393707
0.01277263
0.054138236
0.063081093
0.023954909
0.020500986
0.010231999
0.073245436
0.03506944
0.01834208
0.077115387
0.072227612
0.022553928
0.069082372
0.050078377
0.020057501
0.01131251
0.023413116
0.025005598
0.010216357
0.064186491
0.021173453
0.014359812
0.0092901289
0.049412649
0.050145511
0.037516996
0.012847865
0.01288889
0.047961485
0.016612474
0.053301889
0.045716684
0.12005138
0.10200235
0.024932966
0.06678278
0.081767276
""
0.097539678
0.079634532
0.0086154556
0.031359088
0.020581078
0.021117046
0.018455805
0.023427721
0.036039893
0.055495229
0.097446375
0.020750957
0.070197843
0.097850956
0.093305945
0.036699176
0.05056385
0.017288279
0.067091547
0.057447739
0.087650426
0.073051095
""
0.1276186
0.039562732
0.05804969
0.085053332
0.070588119
0.051342208
0.036409784
0.061431814
0.075416654
0.037131034
0.052215744
0.089579575
0.013724606
0.027995007
0.041880082
0.062197942
0.034663998
0.01333627
0.040016979
0.040965158
0.01678881
0.023910571
0.025931591
0.030256741
0.05203326
0.037227184
0.027491225
0.054938391
0.078002542
0.03190086
0.011725065
0.0038538373
0.0069281193
0.0089676725
0.0018560009
0.0044882479
0.0062667755
0.0097293677
0.003246468
0.0090968357
0.0081722531
0.0311509
0.011976812
0.017821988
0.030578174
0.014383176
0.081698723
0.01650607
0.015741993
0.016882965
0.095559321
0.072746597
0.094116762
0.020915786
0.034799349
0.041216694
0.019311905
0.052302293
0.019933229
0.030812349
0.036725976
0.06889616
0.073755734
0.0055547105
0.031691931
0.028131213
0.064889237
0.013878217
0.033175565
0.020526312
0.01589009
0.068173595
0.056003951
0.022897076
0.022227751
0.0752455
0.046992231
0.037284799
0.085124828
0.021837104
0.02674091
0.047659688
0.064689778
0.052093562
0.019547753
0.040954325
0.077443212
0.011829544
0.020288037
0.076210938
0.030464843
0.080680817
0.061943289
""
""
0.021447385
0.010063873
0.064337417
0.0034518796
0.069797017
0.051991437
0.0806261
0.021071499
0.0073897983
0.017200498
0.036745891
0.015737399
0.046757579
0.040497154
0.015261487
0.0080304723
0.035360083
0.058742531
0.080769815
0.030553617
0.016924299
0.058419701
0.034926709
0.014790413
0.057963602
0.060041167
0.021091659
0.073269531
0.081641443
0.020522369
0.016320536
0.074246317
0.076709166
0.057101123
0.018919181
0.026457107
0.011776092
0.02918122
0.011933165
0.015320206
0.03405612
0.022779318
0.025743684
0.015948378
0.011905565
0.02580978
0.048871364
0.019501591
0.038539656
0.031694539
0.10610264
0.070365578
0.008604995
0.027282663
0.011946828
0.0085041961
0.050713986
0.054676209
0.057267159
0.05497802
0.053573169
0.057400249
0.013603669
0.033475284
0.068537526
0.037322771
0.016058382
0.018158602
0.017813126
0.028542913
""
0.039607719
0.12792723
0.054702699
""
0.043651909
""
0.082438946
0.047083966
0.02439546
0.037664462
0.021210242
0.062001385
0.034965839
0.039296173
0.012919047
0.043991923
0.031480849
0.0079661971
0.028151868
0.043228924
""
0.024559665
0.055106323
0.027925657
0.013994229
0.02832453
0.012073644
0.049160201
0.0079830252
0.007140236
0.011423355
0.0085009551
0.0015675178
0.009157938
0.0023375752
0.0039514438
0.011600476
0.018067585
0.035956819
0.07902585
0.040171865
""
0.081870556
0.025252651
0.04824698
0.0696977
0.036502969
0.0066425879
""
""
0.0040286942
0.013886483
0.060670145
0.0077541345
0.0038251178
0.041689835
0.088922523
0.08417584
0.084429264
0.079643317
0.050692301
0.045262847
0.034620807
0.069129363
0.018611452
0.018128561
0.033517104
0.0084532201
0.056017306
0.03191014
0.029545471
0.026146388
0.038712349
0.068528712
0.024705898
0.02022195
0.063368313
0.017046502
0.032081805
0.037740886
0.026225412
0.018045181
0.019745827
0.067283086
0.025889184
0.028344382
0.039607011
0.075504981
0.018298486
0.056418628
0.053229276
0.056117285
0.033432372
0.021325352
0.026479514
0.035452671
0.011919194
0.070511468
0.015522345
0.010225041
0.00665029
0.024196612
0.0021513647
0.010774719
0.028466713
0.059351664
0.011136642
""
0.039796449
0.03024138
0.032065425
0.050698236
0.071566068
0.047319017
0.039097622
0.089049757
0.052175619
0.053860452
0.038640637
