kir_other_male_p25_se
0.074210405
0.041521233
""
""
0.071568869
""
""
0.03210666
""
""
""
""
""
""
""
0.049582776
0.069328561
""
""
""
""
0.064410664
0.048428327
0.084188953
0.050304387
0.060658578
0.063748032
0.052737098
""
""
""
""
""
""
0.051841907
0.054403815
0.021674806
""
0.055417042
0.066794761
0.047746014
0.05902167
""
""
0.022259537
""
""
0.058598258
0.024189286
""
0.031415753
0.058361843
""
""
""
""
0.052619722
0.085661598
0.055077121
""
0.056547854
""
0.040726352
0.063839935
""
""
""
""
""
0.012630583
0.061275862
""
""
""
0.026220145
""
""
0.039621651
0.042932395
0.063708246
0.074214183
""
""
0.033647947
0.080947265
""
""
""
0.090506516
0.059442956
""
""
""
""
""
""
0.057751641
0.030890569
0.036649551
0.068465352
""
""
""
0.0079013687
0.025800141
0.041190345
0.014753921
0.036661699
""
0.033321165
0.039632753
""
""
0.072700478
0.028948328
0.065491445
""
""
""
""
""
""
""
""
""
""
0.050479673
0.044303808
0.064300425
""
""
""
""
0.05729476
""
""
0.037698396
""
""
0.065939635
0.064891674
""
0.070385419
""
""
0.058805048
""
""
""
""
""
""
""
0.065721489
""
""
0.051855113
0.053247005
""
""
""
""
""
""
""
""
""
0.069633074
0.057925623
""
0.022809763
""
""
0.050865065
""
""
0.026738787
""
""
""
0.051200636
""
0.024853308
0.066595063
""
""
0.0078073218
""
0.072435848
0.020343523
0.055666864
0.094450206
0.011194628
0.059888396
0.034439102
0.012610125
0.079234362
0.025006616
0.049176913
0.086682297
0.014108519
0.029860862
0.046108473
0.068907857
0.0037847657
0.033593502
0.02436251
0.071933985
0.032075804
0.022004507
""
""
0.015164537
0.035682045
0.035927765
0.0073386692
0.02355941
""
0.0085313199
0.0074210679
0.056551762
0.008544079
0.0059339884
0.01143079
0.012805132
0.025118422
0.011209651
0.019741384
0.0087708086
0.023122359
0.023545651
""
0.044374969
0.012211326
0.017378075
0.013454084
0.02986907
0.040187102
""
0.020772459
0.049404044
0.015684539
0.023283968
0.028594399
0.019218663
""
0.015998952
""
""
""
0.033031348
0.068429582
""
""
""
""
""
""
""
0.08178293
0.015634036
""
0.05527385
""
""
0.012651937
0.047170337
0.086848535
""
""
""
""
""
""
0.020877713
""
""
""
0.068806134
0.033140406
""
""
""
0.04015797
""
""
0.078147568
0.068267658
0.085770972
""
""
0.07914722
""
""
""
0.033246461
""
""
""
""
""
""
""
""
0.074751258
""
0.035844795
""
0.017846188
0.017982539
0.04643907
0.058576435
0.019317042
0.022388738
0.071267977
0.051340204
0.034591474
0.023051841
0.033230867
0.019309293
0.029913466
""
0.022462929
""
0.01629026
0.0088169612
""
0.03311798
0.045573454
0.030545015
0.031430602
0.073698536
""
""
0.013756645
0.017432023
0.056456205
""
0.068932094
""
""
""
""
""
""
0.037578162
0.049792636
0.012569436
""
0.045550555
0.049593132
""
""
0.030784095
