kfr_native_white_pooled_n
10068.0
4227.0
1111.0
12560.0
7361.0
1221.0
14026.0
1487.0
995.0
4963.0
6540.0
19096.0
1103.0
2762.0
6019.0
715.0
594.0
6087.0
865.0
900.0
6882.0
6937.0
5106.0
2328.0
17802.0
497.0
2875.0
7367.0
15657.0
1666.0
1693.0
3519.0
13276.0
7850.0
1222.0
6871.0
1460.0
2214.0
331.0
398.0
5946.0
1247.0
670.0
438.0
872.0
897.0
15769.0
4522.0
10472.0
3308.0
6429.0
8534.0
3620.0
290.0
568.0
7223.0
1201.0
500.0
419.0
2273.0
1536.0
10503.0
751.0
2113.0
2406.0
2154.0
887.0
1493.0
1721.0
2151.0
783.0
1323.0
1030.0
3336.0
1505.0
932.0
3148.0
2776.0
935.0
12980.0
1651.0
3227.0
2087.0
3362.0
20110.0
2806.0
3233.0
4107.0
8185.0
5833.0
4298.0
1820.0
1984.0
8032.0
1747.0
668.0
3437.0
6241.0
28534.0
7915.0
10005.0
17974.0
15933.0
8496.0
9428.0
19573.0
7929.0
16374.0
1865.0
5016.0
3875.0
2648.0
8861.0
670.0
7927.0
13251.0
6598.0
523.0
411.0
482.0
3131.0
1606.0
1167.0
1596.0
1155.0
4960.0
4564.0
1412.0
864.0
1067.0
37736.0
2010.0
2898.0
1307.0
4380.0
2112.0
7547.0
3235.0
570.0
1458.0
5083.0
3202.0
468.0
770.0
1895.0
599.0
5182.0
1944.0
1080.0
1078.0
2806.0
14711.0
2944.0
522.0
10189.0
7934.0
988.0
4770.0
1370.0
3087.0
525.0
1462.0
4718.0
30882.0
593.0
47962.0
4028.0
4784.0
1634.0
9504.0
84213.0
11615.0
5621.0
17577.0
5773.0
2403.0
12433.0
31428.0
5388.0
3537.0
3796.0
4383.0
25481.0
3058.0
2745.0
37961.0
1345.0
3888.0
9524.0
896.0
1831.0
4196.0
21981.0
1197.0
1758.0
4304.0
7224.0
8380.0
18288.0
3042.0
15086.0
10360.0
3417.0
4585.0
9046.0
13367.0
24379.0
3689.0
5979.0
8098.0
5505.0
9416.0
1722.0
1315.0
11311.0
16356.0
9556.0
42983.0
4639.0
5106.0
2812.0
4853.0
4891.0
3054.0
28846.0
7796.0
9102.0
12646.0
52282.0
17667.0
20061.0
6744.0
1276.0
5179.0
889.0
2685.0
1215.0
6228.0
574.0
3083.0
6832.0
3331.0
3152.0
8254.0
3302.0
2363.0
3941.0
24932.0
4936.0
7527.0
41557.0
10369.0
7769.0
1319.0
7346.0
4263.0
2839.0
19455.0
5995.0
19229.0
8382.0
11388.0
24384.0
23714.0
12927.0
66643.0
17087.0
53244.0
76685.0
9074.0
6799.0
2712.0
481.0
7972.0
1044.0
2119.0
15770.0
7886.0
3183.0
6945.0
20483.0
134.0
120.0
59474.0
23794.0
3159.0
10586.0
44036.0
3765.0
2337.0
1666.0
1198.0
2548.0
4736.0
3210.0
4024.0
1993.0
7229.0
4928.0
11253.0
64887.0
2600.0
6516.0
