kfr_imm_black_pooled_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37304857
""
""
""
""
""
""
""
0.45025563
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48734391
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46131814
""
""
0.40897006
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47644112
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47164086
""
""
""
""
""
0.49456325
""
""
0.41387054
""
""
""
""
0.45374352
""
""
""
0.43636009
""
0.66906971
""
""
""
""
""
0.40350434
""
""
0.52819681
""
""
0.45170885
0.4138051
""
0.46047473
0.4726395
0.45865837
0.47549921
""
0.45615512
0.41529536
0.52211547
""
""
""
""
0.45599702
0.5037998
""
""
""
""
""
""
0.5405643
""
""
0.42237771
""
0.48142213
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39376405
""
""
""
""
0.39517438
""
""
""
""
""
""
""
""
0.4924925
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49703613
0.46269041
""
""
0.50653684
0.509637
""
""
0.48030099
0.51245779
0.37014663
0.4980281
0.36878014
""
""
""
0.40861681
0.42301664
""
0.43171889
""
0.31335875
0.3849054
""
""
""
0.41302952
0.38879412
""
""
""
""
""
""
""
""
""
""
""
0.39181611
""
""
""
""
""
0.46229357
0.40937471
0.45061657
""
""
""
0.43377778
0.42184576
0.34066916
0.40320194
""
""
0.36193621
""
0.39119548
0.41115001
0.40403077
0.5040341
0.43508154
0.37338912
""
""
0.44988367
""
0.48124078
0.41947082
""
""
""
""
0.40982538
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45292705
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41912884
""
""
""
0.47663999
""
0.37354186
""
0.48765323
""
""
""
""
""
""
""
""
""
""
0.4348228
""
""
0.36998165
0.43921095
""
""
""
""
""
""
""
0.44850141
""
""
""
0.38495389
""
""
""
""
""
""
0.43468291
""
""
""
""
""
""
""
0.33249468
0.34364399
""
""
""
""
""
""
""
""
""
""
""
""
0.45380533
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38226309
""
""
""
0.40477335
""
""
""
""
""
""
""
""
""
""
0.43974572
0.33244222
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50744236
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44488776
""
""
""
""
""
0.54388922
""
""
""
""
""
""
""
""
