kfr_imm_white_female_p10
0.37274498
0.44167861
""
0.38990614
0.32199371
""
0.41015431
""
""
0.47178599
0.39396131
0.50103039
""
""
0.4024938
""
""
0.38215971
""
""
0.29725635
0.35493746
0.32458764
0.37361324
0.50726634
""
0.44307259
0.46303177
0.50645447
""
""
0.22053282
0.51306891
0.50949025
""
0.46780229
""
0.27523273
""
""
0.51049632
""
""
""
""
""
0.48735371
0.6215421
0.55407017
0.42592838
0.49920085
0.33654967
0.54122698
""
""
0.50630349
""
""
""
""
""
0.35641998
""
0.33474746
""
""
""
""
""
""
""
""
""
0.34223354
""
""
0.56410533
""
""
0.35941815
""
0.37614912
""
""
0.50588244
0.43532333
0.45098993
0.43069568
0.54570651
0.23908783
0.43501601
""
""
0.49413452
""
""
0.52361053
0.4288702
0.47225583
0.4387174
0.54132247
0.49190772
0.47499171
0.4303661
0.41738826
0.4648298
0.46994582
0.44046813
0.28384283
0.38796815
0.61047423
0.32906893
0.48896453
""
0.41233036
0.48219907
0.41848171
""
""
""
0.47287527
""
0.69179326
0.5396049
""
0.49077615
0.36540368
""
""
""
0.53008258
0.69552594
0.43570188
""
0.41400573
""
0.34391555
0.40367451
""
0.23509474
0.4639633
0.3130675
""
""
0.5062533
""
0.4257555
0.32922116
""
""
""
0.43704563
0.40903667
""
0.4142268
0.54492176
""
0.47373506
""
""
""
""
0.46291989
0.53693664
""
0.56663239
0.50762606
0.4277004
0.4296886
0.47520849
0.49184886
0.48162839
0.29410172
0.40332401
0.6160987
""
0.36922425
0.44197235
0.43680245
0.35520348
0.47822315
0.33073777
0.41688469
0.039816346
""
0.48949513
""
""
0.45637777
""
""
0.53475863
0.42926875
""
""
""
0.40758038
0.28595251
0.42497706
""
0.43253642
0.45913467
0.34181973
0.45781431
0.28885728
0.46331841
0.420829
0.34579289
0.40863532
0.49998161
0.45873117
0.47368258
""
""
0.53095663
0.43107221
0.4002085
0.54797912
0.5284521
0.36985514
0.52906054
""
0.25651896
0.15934449
0.46611103
0.3449237
0.43944538
0.45973644
0.45708632
0.46317989
0.45527554
0.46703231
""
0.4956598
""
""
""
0.48529923
""
""
0.32012218
0.47595444
0.54852855
0.52377915
""
0.1695385
0.48052952
0.48512807
0.45230234
0.49669915
0.50515604
0.51596749
0.501854
""
0.45488304
0.50182736
0.51450133
0.47353223
0.40279657
0.47350398
0.40916997
0.5407778
0.49858317
0.48646495
0.44669488
0.59524781
0.56532294
0.59090441
0.56313086
0.48236614
0.46910834
0.47824475
""
0.39871523
0.41188863
0.50327456
0.43034717
0.45317888
0.37553573
0.42690659
0.5026685
""
""
0.55334228
0.52375132
0.51257342
0.53253174
0.52189219
0.52638173
""
""
""
""
0.2835604
""
""
""
0.44992206
0.57598805
0.35186312
0.54452837
""
0.42929286
0.54355597
""
""
""
0.21483423
0.50008214
""
0.44337714
0.5660736
0.39709303
0.46427944
0.48906204
0.64474434
""
0.57429504
0.55364925
0.43354949
0.30833739
0.49227813
0.55955148
""
0.36428016
0.44708174
0.54323328
0.44783023
""
0.39261162
""
0.37237859
0.49891976
0.50117111
0.37944424
0.5599457
0.45434371
0.24174777
""
0.5131371
""
""
0.36833736
0.38131824
0.29061267
""
""
""
""
""
""
""
0.79386097
""
0.36283746
0.58061272
""
0.3301104
""
""
0.50484091
""
0.43832976
""
""
""
""
""
""
""
""
""
0.45768028
""
""
""
""
""
""
0.58040792
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46645504
""
""
""
""
""
""
0.38214526
0.36497596
""
0.51953429
0.46666697
""
""
""
0.59333307
0.26114342
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38286889
""
""
""
0.60160851
0.55178928
""
""
""
0.46264508
""
""
""
""
""
0.3600367
""
""
""
""
""
""
0.67514944
0.39977995
""
0.47910008
""
""
0.47417533
""
""
""
""
""
""
0.39008769
""
""
0.60448843
""
""
""
""
""
""
""
""
""
""
""
""
0.39094034
""
""
0.52377325
0.50305432
""
""
""
""
0.50004441
""
""
""
""
""
""
""
""
""
0.39623609
0.54906553
0.46866813
0.36193824
""
""
""
0.36435923
0.53035402
0.43149132
0.40353584
0.49532011
""
""
0.47636446
0.385851
0.46809316
0.25218621
0.37267098
""
""
0.53047341
0.55922037
0.49112827
""
0.48253378
""
""
0.8583129
0.41110235
0.42420104
""
""
""
0.4157981
""
0.40769273
0.4036482
0.61240292
""
0.49417457
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45229977
""
0.41742611
""
""
""
0.49959815
""
""
""
""
""
""
0.44268069
0.42768809
0.61348128
0.47498643
0.51672983
0.55673617
0.46778437
""
0.55911028
""
""
""
""
""
""
""
""
0.43345156
""
""
0.33806339
""
""
""
""
""
0.51366389
0.29608992
0.42149401
0.47417736
0.47231218
0.41742703
0.44332945
0.48212349
0.46049678
0.40774059
0.57310522
""
""
""
""
0.4013451
""
0.26459742
0.35392526
""
""
0.53183424
""
""
""
""
""
""
""
""
""
""
""
""
0.49173144
""
""
0.55726498
""
""
""
""
""
""
""
""
0.4157854
""
""
0.62583333
0.53868777
""
""
""
0.41938806
0.48166424
""
""
0.47751433
""
0.43363836
""
0.57507575
""
0.49492154
""
""
""
0.4325197
""
0.50468355
""
0.41293919
0.3810271
""
0.42823875
0.49220425
""
""
0.30011156
0.47279117
""
0.48085865
""
""
0.61854768
""
""
""
""
0.50731295
0.48157185
0.57861471
0.45395243
""
""
""
""
""
""
0.61390811
""
""
0.28307313
0.49236512
0.47910666
""
0.52170426
0.5510031
0.48000881
0.53158277
0.29960302
0.51219219
0.58896416
""
""
""
0.36681405
0.5190329
0.55082798
0.41227874
""
""
0.54480171
0.56964159
0.50323105
0.55350554
0.3842276
0.65782893
0.40383473
0.33250922
0.48728293
0.42188188
0.39995909
0.51824135
""
0.48474616
""
0.55044651
0.5245564
""
""
0.55871814
""
""
""
0.44581574
0.65472507
0.4981831
