kir_26_white_pooled_n
34808
15909
3716
44708
24231
3826
48441
4974
3467
18288
22653
68347
3488
8816
21785
2504
1906
22082
3204
2811
24197
24633
17732
7646
60169
1788
9066
25401
57193
5051
5656
12222
46913
28824
3432
28504
5306
8071
1101
1137
21702
4379
2386
1238
2883
3074
57398
16200
39079
10040
20320
30089
12323
827
1418
23518
3576
1253
1208
6809
4339
35181
1962
6113
8768
7194
2427
4584
5239
7464
2858
4434
3617
10490
4864
2969
9938
7639
3033
46953
5266
11173
6215
11868
72919
9365
9901
14189
29177
18210
13597
5767
6649
29088
6450
2505
12874
24506
115840
31175
41082
84649
65852
34473
37573
81174
32977
67261
7673
21475
14836
9523
30394
1969
29726
47631
24210
1497
1425
1566
10759
5843
4769
5559
4333
19073
18211
4899
3014
3114
149458
7353
10063
4833
16183
7354
27555
12969
1988
5416
18463
12687
1612
2799
6920
1654
12806
6851
3684
3643
8899
49997
10442
1551
40599
29012
3101
17313
4068
10489
1466
4254
17076
112483
2051
171683
8857
9094
3015
23138
261331
28991
9900
37599
9778
4329
33256
85240
11557
6332
7150
8554
80328
9435
8154
126212
3614
11721
32463
2602
5877
14126
66726
3829
5256
12848
19767
20740
55470
7940
43645
28563
10416
14282
27343
39763
90054
12271
18417
22811
17723
27744
4035
4083
40070
50280
30576
144074
14297
14687
8362
13085
16446
9104
97117
24727
18377
27237
143927
51772
44643
24602
3310
15225
2704
8398
3392
20105
1628
9639
21805
10090
11336
27138
9584
8306
14556
68425
10425
19866
131664
23836
14371
3236
16913
10303
7067
59521
12563
50002
15462
37538
69777
66260
45123
271180
62389
203007
254851
31222
22572
8528
1368
18323
1857
4611
44637
19644
6142
16466
82562
421
373
223804
80642
7871
35241
159341
10543
3598
2942
2118
4870
7553
4890
6069
2607
12254
9135
21756
174541
3834
10932
18119
5584
6478
6038
8758
16561
2599
13467
18577
11177
15323
41332
22431
4923
30153
23208
16530
10090
37831
13683
7079
8277
14137
23266
10716
9867
27307
5990
37603
40398
93279
9015
308542
42335
7924
10761
139853
2849
6126
18579
28142
11290
3891
6949
5230
3782
4481
10717
7192
9369
2015
10855
15870
2459
12440
5209
5883
12689
1642
21261
202
1012
4667
3798
1874
1143
817
2435
2329
9625
190
546
211
1237
607
391
6237
1049
120
88
248
661
53
388
338
668
1063
2455
1477
2178
3071
1354
15593
3603
1580
1312
114
574
3962
7581
2250
2348
9030
14969
1225
3197
232
10331
6590
1226
784
454
871
3840
2347
1716
1145
578
398
1798
225
7110
4574
5481
4936
5409
4404
4450
8423
40118
3096
3210
4395
13529
69
174
63
73
5230
8533
1645
582
4844
5535
3271
2255
6404
14490
1778
21645
3460
3996
57806
3204
1317
134
574
985
3352
42610
320
291
8729
980
747
631
487
924
1433
730
298
1675
4105
3637
1065
5164
165
2041
30222
128048
1781
73
2521
3920
6433
3395
864
473
1764
947
1014
5197
1911
1584
10212
21139
34848
6409
4071
4556
3567
10927
8270
107181
12133
6850
2631
1442
19976
5781
32361
9882
18778
4300
9048
18664
6454
23411
5165
52820
2729
2023
7443
15915
4035
391
1601
36
5555
100
4364
14551
4383
1271
14665
4064
498
305
35
2085
2751
1089
724
1852
1178
1271
1779
7661
2195
719
54158
3132
56944
1208
3687
70
15621
1318
448
316
152
277
933
7067
16993
8585
18086
170103
25736
8516
4437
6376
1105
333
989
947
156
2570
1131
1651
12614
452
671
9917
1911
312
1276
3584
3256
13820
4825
17094
99805
144149
11503
23708
17093
12568
10341
3191
421
6535
4030
4511
66339
3585
10674
11832
4806
25
21395
274
24
25
84
45
670
2042
669
871
88
57
27
6181
1415
1193
7687
1067
3261
1286
2651
3376
1166
40
321
11968
89
785
6229
5639
4185
557
1491
8298
9669
4631
1107
7230
82
16159
709
2336
794
5342
418
243
1733
27695
410
151985
1692
40746
13865
757
8709
15657
1889
4089
2246
8949
3409
35584
4575
519
12018
4056
757
2255
107
36264
119122
14969
25367
857
687
2540
3546
1452
8032
9611
499
634
15315
7394
18412
2804
11572
33277
28681
44104
20945
114054
69637
4030
1428
947
26994
30200
131876
69718
98
1233
96291
6239
27126
376194
6537
3943
4954
6223
41743
5512
16202
110708
4047
61689
4993
12868
22081
3694
546
11596
124
458
579
10750
6154
200359
