jail_white_pooled_n
3667.0
9051.0
1017.0
1023.0
3473.0
133.0
936.0
7289.0
1634.0
1336.0
2316.0
505.0
1081.0
715.0
860.0
2752.0
3285.0
484.0
397.0
2199.0
646.0
5450.0
3201.0
1370.0
3743.0
4403.0
1740.0
6167.0
1041.0
1784.0
1548.0
114.0
370.0
870.0
5348.0
3301.0
29156.0
798.0
5494.0
2066.0
4835.0
4326.0
212.0
232.0
14934.0
757.0
1621.0
5736.0
18280.0
887.0
9840.0
7812.0
201.0
667.0
1109.0
1040.0
2436.0
4308.0
10886.0
117.0
4101.0
2240.0
7440.0
3883.0
620.0
228.0
1544.0
26.0
28.0
16393.0
67.0
23.0
72.0
32.0
5624.0
54.0
51.0
1856.0
2222.0
695.0
610.0
""
""
2977.0
82.0
54.0
26.0
70.0
142.0
491.0
20.0
197.0
253.0
64.0
""
64.0
449.0
5398.0
5420.0
2119.0
1333.0
376.0
417.0
145378.0
9509.0
2812.0
35222.0
6838.0
362.0
9630.0
4177.0
1104.0
1224.0
2624.0
11129.0
2554.0
567.0
229.0
1661.0
435.0
1189.0
1307.0
1843.0
567.0
1207.0
1417.0
5247.0
4329.0
2443.0
1087.0
359.0
680.0
1003.0
5912.0
1254.0
819.0
5718.0
1129.0
2993.0
1136.0
2197.0
679.0
2945.0
603.0
964.0
3466.0
1497.0
266.0
1235.0
313.0
543.0
659.0
1610.0
4644.0
955.0
830.0
2528.0
2761.0
485.0
480.0
518.0
649.0
1424.0
649.0
735.0
635.0
1665.0
1370.0
4004.0
421.0
19320.0
1411.0
946.0
6963.0
640.0
491.0
8214.0
845.0
1069.0
738.0
2531.0
1234.0
9963.0
4890.0
337.0
1138.0
39250.0
47.0
1952.0
11700.0
1796.0
674.0
40550.0
1683.0
11026.0
24352.0
1482.0
6952.0
2021.0
1015.0
28121.0
4694.0
2412.0
1680.0
167757.0
4805.0
10792.0
1048.0
4454.0
8155.0
478.0
265.0
10696.0
6305.0
6478.0
93337.0
18050.0
816.0
58753.0
54513.0
2241.0
63361.0
94672.0
9574.0
22462.0
12975.0
19947.0
14245.0
49310.0
10447.0
11774.0
122.0
2803.0
18056.0
24096.0
22193.0
4617.0
3830.0
371.0
12670.0
3363.0
34193.0
7094.0
3813.0
21358.0
754.0
38025.0
480.0
287.0
323.0
15983.0
4296.0
1037.0
69.0
488.0
229.0
37.0
187.0
252.0
1934.0
18493.0
35.0
15184.0
724.0
1916.0
37991.0
3178.0
3204.0
269.0
148.0
734.0
""
332.0
50.0
41323.0
112.0
571.0
415.0
2896.0
18502.0
673.0
322.0
1597.0
9376.0
""
1387.0
1453.0
2596.0
1856.0
1120.0
211.0
1208.0
376.0
522.0
873.0
6541.0
583.0
611.0
502.0
177.0
29.0
112.0
221.0
270.0
1778.0
458.0
11590.0
957.0
39115.0
42687.0
12761.0
9706.0
40114.0
16714.0
9658.0
7624.0
7441.0
25590.0
8238.0
5130.0
9501.0
1525.0
11323.0
1450.0
30294.0
55641.0
673.0
9062.0
7169.0
12909.0
10124.0
2974.0
1107.0
579.0
40285.0
17162.0
3639.0
438.0
1188.0
873.0
356.0
665.0
455.0
854.0
1131.0
8890.0
4013.0
47265.0
1144.0
6629.0
2311.0
537.0
362.0
12270.0
24171.0
10446.0
1891.0
329.0
632.0
14726.0
13550.0
7481.0
27556.0
3956.0
4306.0
12913.0
2205.0
39594.0
9863.0
45387.0
22220.0
45777.0
25982.0
3220.0
9458.0
11094.0
9952.0
18444.0
26274.0
2207.0
2145.0
942.0
642.0
25820.0
1603.0
2682.0
1304.0
885.0
