staycz_natam_female_p25_se
""
0.11807571
""
""
""
""
""
0.17908801
""
""
""
""
""
""
""
0.19191255
""
""
""
""
""
""
""
""
0.090361163
""
0.079434946
""
""
""
""
""
""
""
""
0.10367487
0.085594617
""
""
0.048696198
""
""
""
""
0.064116269
""
""
0.16669613
0.039083265
""
0.10377971
0.088973537
""
""
""
""
""
""
""
""
""
""
""
""
0.070108309
""
""
0.13080603
""
0.026614668
0.03664967
""
""
0.089039862
0.055982102
""
""
0.073514506
0.084992796
0.11229964
0.12293857
0.045209885
0.13593456
0.079921499
0.053990252
0.085894823
0.055147182
""
0.088889994
0.12916034
""
""
0.083654128
""
""
0.059269175
0.023413882
0.12471891
0.02287505
0.051948972
0.060426351
""
0.084857382
0.01378231
0.058078568
0.021722004
0.014777208
0.034260701
""
0.095644638
0.073387064
""
""
""
0.058246884
""
""
""
""
""
""
""
""
""
""
""
""
0.074245937
""
""
""
""
""
0.192221
""
""
0.13269754
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.086079083
""
""
0.1324441
""
""
0.068292968
""
""
""
""
""
0.064031735
""
""
""
0.054801546
""
0.1684362
0.059234746
""
""
0.062178668
0.061148934
0.10958982
0.038841918
""
0.045777038
0.055898789
0.078071475
0.054628327
0.051065419
0.14172849
0.088334993
0.022521561
0.087428503
0.18719783
""
0.068331763
0.10395627
""
""
0.10083844
0.17062216
0.14112286
0.047712795
0.081735
""
0.034521744
0.035145313
""
0.040865805
0.034609035
0.094352089
0.059053637
0.11061746
0.10933703
0.055740584
0.04899301
0.10009511
0.066691875
""
0.083774544
0.059795547
0.057325833
0.065716967
0.093984991
0.096074678
""
0.054361321
""
0.078738526
0.096199557
0.079908416
0.068541743
""
0.067759216
""
""
""
0.11232978
""
""
""
""
""
""
""
""
""
0.03845235
""
0.27230972
""
""
0.059332177
""
""
""
""
""
""
""
""
0.065651245
""
""
""
0.11113586
0.10087151
""
""
""
0.10762799
""
""
0.076703057
""
""
""
""
""
""
""
""
0.096849717
""
""
""
""
""
""
""
""
""
""
0.11265998
""
0.10440351
0.089636594
""
""
0.11555462
0.083859913
""
0.11402734
0.13968974
0.13389914
0.08174856
0.091771081
0.17509696
""
0.10420761
""
0.088401727
0.063486405
""
""
""
0.13805822
""
""
""
""
0.068860628
0.079166532
""
""
""
""
0.14523552
""
""
""
""
0.14197189
""
0.073059365
""
""
""
""
""
0.15529856
0.11088674
0.14717527
""
""
""
0.11613955
0.13299422
""
0.058621723
""
""
0.10285339
""
0.074262738
""
0.080627121
0.1166776
0.056384142
0.096413352
""
""
0.098331101
0.097121634
0.12082515
0.10272852
""
""
""
""
0.091123298
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16355735
""
""
0.17788099
""
""
""
""
0.11376175
""
""
""
""
""
""
""
""
""
""
0.08750397
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.080855161
""
""
""
""
""
""
0.11778446
""
""
""
""
""
""
""
""
0.17385943
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.085768156
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1338677
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.090866126
""
""
0.065793477
""
0.074892968
""
0.16850752
0.057481397
""
""
""
