kir_imm_hisp_female_mean_se
""
""
""
""
0.034996506
""
0.023123458
""
""
0.034549527
0.051527344
0.018986456
""
""
0.052963287
""
""
""
""
""
0.074260287
0.023302361
""
""
0.020468878
""
0.041596394
0.033798937
0.021631997
""
""
""
0.028149495
0.027735168
""
0.041035388
""
""
""
""
""
""
""
""
""
""
0.014354786
""
0.044680927
""
0.043134429
0.040975053
""
""
""
""
""
""
""
""
""
0.042835876
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.026727367
""
""
""
""
0.025674351
""
""
0.04392514
0.046908982
0.039226804
""
""
""
""
""
""
""
0.023963559
0.007436716
0.012902174
0.015331473
0.0027944511
0.0085116448
0.012402926
0.017249361
0.0061114635
0.016963186
0.016621441
0.064444147
0.024967125
0.033742961
""
0.03392826
""
0.038082968
0.032081734
0.030124553
""
""
""
0.037227947
""
""
0.042771772
""
0.03470296
0.061986506
""
""
""
0.011281277
""
""
""
0.026910944
""
0.034245539
0.0293054
""
""
0.042293787
0.044777371
""
""
""
""
0.050801855
""
""
""
""
0.052705284
""
""
0.02537881
""
""
0.054382496
""
""
""
""
0.036954183
0.02053879
""
0.0054851868
""
""
""
""
0.014088685
0.030046502
""
0.034635004
""
""
0.024492191
0.01595406
""
""
""
""
0.037235335
""
""
0.041202985
""
""
0.049811218
""
""
0.059260536
0.035119142
""
""
""
""
""
0.034967031
""
0.025395514
0.027563453
""
""
""
0.028065737
0.026861398
""
""
0.033956837
""
""
""
""
0.015033142
""
0.030122746
0.016365433
""
""
""
""
""
""
0.030905537
""
""
""
0.041331638
0.043943636
0.034727488
0.064497381
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0290967
""
""
0.014279963
""
""
""
0.055546358
""
0.040299628
0.030028706
""
0.023304714
""
0.014412382
0.011738377
0.020503761
0.016102213
0.0024704507
0.016521893
0.0038278901
0.0073746559
0.02441046
0.041516606
""
""
""
""
""
0.053209458
""
""
""
0.010669823
""
""
0.006311141
0.026352417
""
0.013169624
0.0062343418
""
""
""
""
""
""
""
""
""
""
0.052289937
""
0.018477995
""
""
0.049999893
""
""
""
""
""
""
0.031549975
""
""
""
0.031898696
0.042825799
""
0.057114851
""
""
""
0.033290438
""
""
""
""
0.046742905
""
""
0.03016668
""
0.032478034
0.019728091
0.012100603
0.042038646
0.0030983808
0.017443176
0.051090766
""
0.024696615
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040734425
""
""
""
""
""
""
""
0.039157562
""
""
""
""
""
""
""
""
""
""
""
""
""
0.034605023
""
""
0.051770259
0.029903106
""
0.03528437
""
""
0.0206823
""
""
""
""
""
""
0.020806409
""
""
0.027297493
""
""
""
""
""
""
""
""
""
""
0.032821108
""
""
""
""
0.016598914
0.0081610754
""
""
0.030893382
""
""
""
""
""
""
""
""
""
""
""
0.047382098
0.038825642
0.021273905
""
""
""
0.053332824
""
""
0.01480665
""
""
""
""
""
""
0.043827478
""
0.043049332
""
0.049983285
0.031184411
""
0.022533081
""
0.022612227
""
""
""
0.0041101794
0.023650745
""
0.025070092
""
0.020083994
""
0.019060826
0.022320073
0.024955902
0.020842042
0.015184412
0.035743482
""
""
""
0.031088337
0.022342682
""
""
0.021205248
0.041998427
0.04587492
0.03243031
0.027258113
""
""
0.0092876647
""
0.0052454267
""
0.041967966
""
0.011727844
0.024474841
0.025396371
0.033695489
0.030420784
0.047908522
0.0083116777
0.0039801579
0.014095129
0.025320852
0.014369631
0.0033679632
0.019367592
0.020339666
""
0.01941227
""
""
0.026018606
0.016263271
0.013534679
0.040933661
""
""
0.025021715
""
""
0.03721014
""
""
""
0.031775974
0.037349805
0.016807653
0.046748839
0.016085647
0.0070446869
0.0044831885
0.033970531
0.018359864
0.029255359
0.029047726
0.026424393
""
""
""
""
""
0.012663962
""
""
""
0.039359178
""
0.031655841
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019428546
""
""
""
0.033916809
""
""
""
0.01173674
""
0.0055490811
""
0.0065544061
0.040957373
""
0.060575925
0.031133765
""
0.062913328
""
0.02826268
0.041369669
0.021109605
0.031793971
""
""
""
""
""
""
0.024097284
0.013151277
0.040137213
0.023719324
""
""
""
""
""
""
0.04459225
""
""
0.030038126
""
0.0318271
""
""
0.0074311877
0.0072472338
0.0052039335
0.015764901
0.0065620975
0.0050242464
0.041266415
""
""
0.015246999
0.014140391
0.004639125
0.0068523823
""
""
0.0042538508
0.0067136711
0.0097974567
0.0013968576
""
""
0.026226124
0.024932062
0.038290612
""
""
0.013936336
0.030289551
0.015673684
""
0.014062549
0.015720798
""
""
0.062081955
""
""
""
0.043722015
""
0.011602985
