coll_asian_male_p25
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67492151
""
""
""
""
""
""
""
0.48615244
""
""
""
0.28284132
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24150985
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37436435
""
""
0.32538581
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21767634
""
""
""
""
""
""
""
""
""
0.42998198
""
""
0.40680394
""
""
0.40399805
""
""
0.29399195
""
""
""
""
0.29979154
0.3176634
""
""
0.49838454
""
0.63598824
""
""
0.3211852
""
""
0.29737473
0.53084719
""
0.54073644
0.25411996
""
0.3301461
0.31926695
""
0.46073464
0.35175088
0.46782646
0.21781129
0.47986281
0.35520262
0.3518042
0.3953549
0.1108445
""
""
""
0.29611754
0.41345727
0.3436031
0.41829723
""
""
0.32831761
""
0.42821577
0.5633083
""
0.30880827
""
0.35144806
""
""
""
0.54740733
""
""
""
""
""
""
""
""
""
0.2770035
""
0.45571584
""
""
0.36441597
""
""
""
""
""
""
""
""
0.39549237
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49824232
0.48439547
""
""
0.40643647
0.35070631
""
""
""
0.57312095
""
0.32722032
0.80993104
""
""
""
0.50045419
0.58046412
""
""
""
0.60269737
""
""
""
""
0.23490483
0.41906017
""
""
""
""
""
""
""
""
""
""
""
0.45458451
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47928658
""
""
0.34900647
""
0.41195449
0.41551065
0.58096105
0.39291683
0.35757005
0.53353059
""
""
""
""
""
0.48819345
""
""
""
""
0.47558802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75540954
""
""
""
""
""
0.30903256
""
0.51002294
""
""
0.80160618
""
""
""
""
""
""
""
0.38045484
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52035898
""
""
""
""
""
""
0.55888122
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37486762
0.229755
0.014585574
0.085625499
0.17483769
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71820426
""
""
""
""
""
0.54334384
""
""
""
""
""
0.64893782
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
