hs_other_male_p75
""
1.0543602
""
""
""
""
""
1.0694839
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.95154518
""
""
""
""
""
""
""
""
""
""
""
""
""
0.97285777
""
""
""
""
""
""
""
0.89561683
""
""
""
0.81057048
""
0.97008145
""
""
""
""
""
""
""
0.90791911
""
""
""
""
""
""
""
""
""
""
0.92353714
""
""
""
""
0.78834468
""
""
""
""
""
""
""
""
1.0934039
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93314427
""
""
""
""
""
0.8371374
0.77413619
""
0.94817829
""
""
0.51214468
""
""
""
""
0.77839059
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85947055
""
""
""
""
""
0.88699615
""
""
""
""
""
0.9456237
""
""
""
0.90760356
""
""
0.85426831
""
""
0.91766065
""
0.88391227
0.90987796
""
0.93609709
""
""
0.88583165
0.83762223
""
""
0.91977197
0.88698614
0.94956023
""
0.85844314
0.77134204
""
""
0.96052969
0.92685634
0.80909193
0.89346033
0.92849976
""
0.93418175
0.9112764
""
0.93348563
0.90286118
0.96092111
0.86656541
0.92587763
0.91689336
0.95310825
0.93123448
0.88563335
0.70988947
""
""
0.860111
0.90702069
0.86778349
0.8747707
""
""
0.95329177
""
0.87728614
0.97938806
0.82839715
0.78618932
""
0.89469409
""
""
""
0.96251833
""
""
""
""
""
""
""
""
""
0.88307351
""
0.86198092
""
""
0.89466059
""
""
""
""
""
""
""
""
0.841703
""
""
""
""
0.98422778
""
""
""
0.83982599
""
""
""
""
""
""
""
""
""
""
""
0.96867996
""
""
""
""
""
""
""
""
""
""
0.96105802
""
0.89159858
0.83990878
0.78621387
0.96953905
0.90621948
0.84899372
""
""
0.90205479
0.82961303
0.96261472
0.85379684
0.89982408
""
0.77398211
""
0.80424666
0.82044899
""
""
""
0.86797833
0.91839927
""
""
""
0.79184437
0.91936427
""
""
""
""
""
""
""
""
""
1.1022997
""
0.89513236
""
""
""
""
""
0.75040406
0.96473414
0.96152806
""
""
""
1.0026826
0.89866519
""
0.89851964
""
""
0.91953933
""
0.89924926
0.85667914
0.9347086
0.80165118
0.90251386
0.9017272
""
""
1.0616441
1.0809454
0.8361311
0.9018473
""
""
""
""
0.85518903
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.95964956
""
""
1.0158442
""
""
0.87593406
""
0.83299947
""
""
1.0144017
""
""
""
""
""
""
""
0.84526521
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.93781686
""
""
""
""
""
""
0.96721262
""
""
""
""
""
""
""
""
0.88773942
""
""
""
""
""
""
""
""
""
""
""
""
1.0911129
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.90758163
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.91200387
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.9374088
0.95190847
0.92827576
0.93804502
0.92655951
""
""
""
""
""
""
""
""
0.85466135
""
""
""
0.97492504
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.96286535
""
""
""
""
""
0.89327639
""
""
""
""
""
0.9173407
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.96054131
""
""
""
0.94128859
0.91971016
""
""
""
""
""
0.96918267
0.8615706
0.91128868
""
0.86844659
""
""
""
""
""
""
""
""
""
""
""
0.91682792
""
""
""
""
""
""
""
""
0.72642797
0.96582997
""
0.96642661
""
""
""
""
""
""
""
""
""
