two_par_natam_pooled_p25
0.6037485
0.50303549
""
0.55582803
0.33936155
""
0.35616633
""
""
0.45389736
0.33362848
0.45478007
""
0.64295578
0.36242136
""
0.49898148
0.44942978
0.8907572
0.56338418
0.49620992
0.45427033
0.50178844
0.33369154
0.41164044
0.54709053
0.50073022
0.5181613
0.48673809
""
0.49162284
0.33800533
0.44993651
0.43322733
0.39625832
0.57245481
0.61066973
0.48047602
""
""
0.44181722
0.81459725
""
""
""
""
0.4591476
0.71446884
0.40233475
0.44416755
0.65698832
0.55132586
0.61434823
""
""
0.57325369
""
0.64178032
""
0.26874608
0.66917622
0.53200859
""
0.77714831
0.65499192
0.78872514
""
""
""
""
""
""
""
0.49602118
0.38423792
""
0.49461189
0.83137506
""
0.3577683
0.38677293
0.73461264
""
0.6361798
0.45048419
0.70084816
0.65274137
0.66643119
0.59772414
0.7031489
0.60939759
""
0.63209647
0.53668839
""
""
0.56248438
0.49550614
0.48687437
0.45712939
0.58794099
0.38063121
0.43774441
0.49234569
0.65167975
0.49502504
0.55135685
0.48948964
0.64762133
0.62563533
0.37098181
0.47182527
0.51200789
""
0.62681437
0.50417566
0.67706609
""
""
""
0.58757365
""
""
0.73538786
""
0.30678964
0.55975449
""
""
""
0.38343099
0.68851614
0.43256414
""
0.59349352
0.58386636
0.60547668
0.38122207
""
0.49971443
0.63234472
0.66746408
""
""
0.69252634
""
0.70952457
0.37942633
""
0.41725296
0.80315548
0.54355782
0.59759516
""
0.58123767
0.49448749
0.56702733
0.52231503
0.75487602
0.49980369
""
""
0.43766901
0.30750445
""
0.32749936
0.42041144
0.54193264
0.44535565
0.59267718
0.38312182
0.46673107
0.5040943
0.56650889
0.50468218
0.53290749
0.50529075
0.427901
0.34596863
0.58153003
0.55434692
0.77514648
0.58273011
""
""
0.57316118
""
""
0.54816747
""
""
0.64472228
0.4684875
""
""
0.80258119
0.72613031
0.49956334
0.45124713
""
0.43173778
0.44126695
0.47633326
0.48959583
0.49984455
0.37037295
0.31147021
0.86060798
0.53167647
0.63068837
0.44381252
0.50498724
""
""
0.47010532
0.52738863
0.56156605
0.3843793
0.52860349
0.4766297
""
""
0.73314434
""
0.45720845
0.51286149
0.56232941
0.63025367
0.37122664
0.55188829
0.5360018
0.62163508
""
