has_dad_black_male_p75_se
0.018872818
0.043741945
0.43447265
0.01437767
0.011745298
0.025859067
0.0067431382
0.046726231
0.22672245
0.014950097
0.015425098
0.0064592087
0.54995924
0.036491487
0.020108745
""
""
0.021255452
0.2383294
0.036009055
0.011097196
0.0063740509
0.014888881
0.014008966
0.0062879417
0.031143447
0.013385125
0.008886599
0.0048618549
0.027524594
0.015567075
0.015794264
0.0057771127
0.0051240474
0.017268281
0.01211817
0.02779733
0.023106646
0.047780309
0.039110743
0.0082257763
0.024962926
0.034908142
0.16331355
0.029929899
0.025463304
0.0059010969
0.020629374
0.0076732622
0.021271892
0.010206729
0.013451852
0.017866373
0.084086388
0.056302316
0.010820974
0.035866141
0.090047903
0.060176518
0.015368699
0.027119096
0.0096657332
0.046893254
0.048761882
0.091364793
0.05200975
""
0.098277278
0.061483722
0.054051138
0.026225084
0.024755429
0.020923642
0.017720614
0.031304158
0.067466445
0.016598541
0.034792919
0.03648692
0.0064275754
0.021834008
0.027102642
0.060924146
0.021686234
0.0076932632
0.031531122
0.036613386
0.012508146
0.010574701
0.027858911
0.022161946
0.065490074
0.12011672
0.01453314
0.090080984
""
0.033361755
0.016704852
0.0074336776
0.014313486
0.017873436
0.0047694189
0.0087521821
0.023245594
0.012221303
0.0074828453
0.017036535
0.005969001
0.034319326
0.026585205
0.021493614
0.011278686
0.0058685611
0.028566094
0.0073437029
0.0096414397
0.0067046839
0.045130078
0.058007278
0.042566501
0.018177105
0.03519626
0.024858411
0.013257715
0.028873218
0.01005551
0.0099523775
0.037490427
0.023923257
0.029156882
0.0038295325
0.026183223
0.019698493
0.040193826
0.030372465
0.028684806
0.01199789
0.0091020009
0.032252949
0.018896623
0.012438914
0.024503527
0.048953168
0.042916019
0.014409275
0.038217437
0.018229581
0.023520388
0.024733467
0.022864655
0.041473251
0.0081117973
0.015444787
0.029695984
0.011307074
0.0094291819
0.032212976
0.010966529
0.048940286
0.041968305
0.080361009
0.14577715
0.011206071
0.0046943976
0.035789642
0.0029463009
0.059770525
0.097516842
""
0.02625251
0.0038375196
0.015955413
0.10203411
0.015580669
0.06717965
0.17885683
0.015738193
0.012353096
0.060119651
""
0.17322315
0.11117145
0.0089008594
0.038551249
0.058077283
0.0072400314
0.064502679
0.058891959
0.014929767
0.072418235
0.047610123
0.011885374
0.0093105128
0.15409791
0.060407478
0.034918588
0.039443307
0.024011139
0.01297845
0.050885238
0.013430954
0.024920397
0.054020278
0.031414568
0.020501135
0.015262245
0.0078326827
0.065431565
0.034487985
0.026320772
0.041776836
0.023429673
""
0.1071441
0.0081554651
0.015933612
0.017468087
0.0054897903
0.047511239
0.040652443
0.028178621
