marr_32_hisp_female_mean
0.46389762
0.36898938
""
0.43290997
0.40119767
0.45077288
0.38983214
0.36433712
0.58143741
0.42095587
0.39326775
0.40433219
0.61215675
0.47716039
0.39116627
0.44864151
0.43271387
0.44269183
0.59876931
0.43737394
0.39335689
0.43401593
0.39392018
0.31386971
0.41511685
0.38002998
0.44291955
0.46122369
0.4027676
0.41437265
0.34776992
0.45830208
0.40678936
0.43137774
0.24522029
0.44449461
0.45406076
0.43666661
""
0.16749799
0.37054631
0.43540922
""
""
0.27529606
0.35626748
0.4026992
0.42958298
0.4606919
0.34505516
0.44338888
0.46579406
0.51378763
""
""
0.4124662
0.51068264
0.37215111
0.50055373
0.39950201
0.40888116
0.43895259
0.41858366
0.57644439
0.32784295
0.46549776
""
""
0.46150881
0.34384218
0.41968581
0.32805037
0.25158602
0.35438311
0.32234102
0.5762006
0.34849867
0.28072354
0.61207604
0.381975
0.40132949
0.46185121
0.35544708
0.50038415
0.43220031
0.53873146
0.51181114
0.44079083
0.47593328
0.42654523
0.39494163
0.47920763
0.42738396
0.41517752
0.40209949
0.44474176
0.49638173
0.41678581
0.38338229
0.38727286
0.37538707
0.37758166
0.38597494
0.37977096
0.42682865
0.37976661
0.39656696
0.43621817
0.39357165
0.39071262
0.48828438
0.41355523
0.37717962
0.51133752
0.41312379
0.46571976
0.39277908
0.22790816
0.31189904
0.44725895
0.4303652
0.31144413
0.40067053
0.40077972
0.42276806
0.42101991
0.3977811
0.37496987
0.37672809
0.27875617
0.41200086
0.41267911
0.3978436
0.49325648
0.4074432
0.40826541
0.43711033
0.41016963
0.3100771
0.49373695
0.40309322
0.44915816
0.39162612
0.31570172
0.4428761
0.21797533
0.42857322
0.3840504
0.57629573
0.28875953
0.45640594
0.42057502
0.35235459
0.163873
0.45964947
0.41177207
0.41752252
0.42788431
0.40936592
0.5409115
""
""
0.46058857
0.40774426
0.34537479
0.42424938
0.45948184
0.41526774
0.55799246
0.44650099
0.41819
0.37954137
0.37390056
0.42385721
0.49942097
0.39458388
0.44041756
0.4184444
0.47229102
0.56713706
0.47116342
0.40802228
0.44186336
0.47414181
0.41143161
0.43089825
""
0.59353083
0.42060828
0.40978155
0.48361287
0.45708373
0.37266299
0.44383526
0.40087894
0.52761775
0.39254636
0.50982231
0.39439884
0.4772127
0.431918
0.45860672
0.46323103
0.45102501
0.41651013
0.45227408
0.43027237
0.35452485
0.45428818
0.46945724
0.48133284
0.41785979
0.29224026
0.4560127
0.43295768
0.44362611
0.38671258
0.34738341
0.54004049
0.3896172
0.54557455
0.44649094
0.39724848
0.412121
0.39842609
0.43175659
0.4477815
0.39870197
0.41326401
0.37710145
0.39036977
0.47950798
0.33119377
0.46888393
0.55312532
0.43416432
""
0.36953354
""
0.51274073
0.4341169
0.36692953
0.42882097
0.40411857
0.46272099
0.39252672
0.41938993
0.36084345
0.40140259
0.45586973
0.35843554
0.43324661
0.37241286
""
0.41789305
0.40338784
0.35875827
0.33638483
0.42946273
0.37973943
0.45921084
0.31368962
0.30465499
0.33708972
0.37626091
0.27713719
0.40847051
0.34579873
0.30363765
0.32556784
0.36616838
0.40929702
0.27741489
0.41826257
""
0.36020777
0.40249965
0.42223066
0.48990974
0.38674799
0.31822211
""
""
0.29855114
0.41577548
0.37265059
0.25370869
0.3150667
0.3274523
0.42410234
0.30121598
0.61379218
0.36115023
0.45582756
0.52031368
0.24864058
0.37572557
0.38482305
0.4310945
0.47691602
0.4195075
0.28626889
