kfr_native_hisp_female_p75
0.52115667
0.56388974
""
0.54288912
0.38168931
""
0.50666392
""
""
0.64577579
0.52063942
0.49823648
""
0.58970845
0.56931937
""
""
0.57099074
""
""
0.41130754
0.56418854
0.55150145
0.46163741
0.54918122
""
0.51002252
0.48198706
0.54540861
""
""
0.53829861
0.55069733
0.54839325
""
0.60313612
""
0.63527113
""
""
0.57563049
""
""
""
""
""
0.57461256
0.66295886
0.54108381
0.54391974
0.56217015
0.62049806
0.58434939
""
""
0.57990932
""
""
""
0.70853084
""
0.58393598
""
""
""
""
""
""
""
""
""
""
""
0.45128012
""
""
0.617917
""
""
0.51459885
0.63756692
0.54529047
""
0.6590246
0.52412975
0.54205334
0.54493576
0.57445902
0.55575657
0.4877162
0.64137125
""
""
0.53554863
""
""
0.42251846
0.49160287
0.56650311
0.59726769
0.53089947
0.5561316
0.54864293
0.56954217
0.53235638
0.55000883
0.51020437
0.53137451
0.56570411
0.54247051
0.56631911
0.66531867
0.58175564
""
0.54919344
0.50989056
0.53042829
""
""
""
0.5639239
""
""
0.52730638
""
0.52677727
0.52438891
""
""
""
0.56338567
""
0.49179867
""
0.54370856
""
0.60589832
0.51816154
""
0.48722282
0.57691348
0.49330536
""
""
0.4778198
""
0.64425325
""
""
""
0.62494487
0.57348788
""
""
0.57396513
0.65044218
""
0.60383022
""
""
""
""
0.57845873
0.55638909
""
0.57465565
0.6054433
0.60312879
""
0.50194883
0.53480464
0.52417195
0.47155565
0.50805658
0.49526009
0.5596875
0.56536102
0.49738929
0.48907506
0.5517208
""
0.50862849
0.56857079
""
""
0.54656863
""
0.67572266
0.5959534
""
""
0.53142124
0.57460451
""
""
""
0.53360438
0.54259908
0.48611072
0.51965058
0.52018052
0.57547385
0.47920594
0.57668149
0.42857537
0.51781088
0.54507953
0.6144166
0.50716203
0.46701348
0.64329034
0.4554837
""
""
0.57981282
0.54539686
0.4802601
0.50394994
0.49261662
""
0.67256194
0.41748759
""
""
0.58231229
0.60988694
0.45578483
0.69017351
0.58461636
0.54547799
0.50508058
0.51945972
""
0.36226425
""
""
""
0.43724176
""
""
0.43476784
0.43083432
""
0.58260268
""
""
0.44366091
0.53474224
0.6626671
0.48104069
0.5188145
0.54139197
0.47054037
""
0.5522539
0.79945374
0.50230014
0.53645772
0.45344135
0.51043123
0.55773246
0.50907272
0.52239627
0.50191295
0.54122096
0.57758433
0.58480352
0.57164401
0.5492686
0.583363
0.53260845
0.52714038
""
0.53360689
""
""
0.46340778
0.505615
""
0.44458324
0.50420946
""
""
0.55023986
0.56574625
0.45451528
0.50076938
0.54983217
0.51624483
0.45066813
""
""
""
0.49505419
0.65986067
""
""
0.59888303
0.52638459
0.5441761
0.54605746
0.45716807
0.37849823
0.57153583
0.44145536
0.48312777
""
0.52442336
0.55874413
""
0.60572225
0.54867893
0.54121959
0.56567281
0.52795893
0.56181264
""
