working_black_male_p1
0.51042998
0.60375208
0.66012764
0.53450358
0.57213867
0.61142582
0.5691309
0.53560388
0.66377538
0.60327911
0.57550573
0.57601404
0.34822026
0.60546988
0.60904157
""
""
0.5967499
0.18482268
0.6025365
0.61374211
0.54461008
0.54649997
0.65040261
0.54864275
0.51008779
0.65305352
0.55552655
0.57717168
0.62802839
0.55424988
0.56084555
0.55109674
0.6066224
0.58909827
0.61610734
0.67798787
0.61933863
0.64477837
0.60520196
0.58455104
0.64337867
0.6531651
0.6082449
0.6751861
0.62224591
0.58785129
0.59181952
0.62092984
0.6166594
0.6446113
0.6231913
0.66271973
0.64080596
0.6241619
0.6401546
0.61872584
0.62600982
0.65321147
0.58445776
0.61157733
0.52473897
0.57608336
0.59510815
0.56879902
0.58543593
""
0.58782786
0.7962603
0.62567532
0.60848254
0.55068493
0.57529783
0.6027236
0.56214237
0.65923178
0.70567954
0.73481339
0.70261675
0.5658865
0.61199737
0.70434201
0.68690735
0.58686793
0.57210499
0.65689552
0.63900006
0.63284153
0.61618382
0.56378621
0.6590184
0.57156593
0.71094942
0.62331128
0.75404739
""
0.6134969
0.54716474
0.49967566
0.55094129
0.53202027
0.59181398
0.59844625
0.59370893
0.51234668
0.56400359
0.52708918
0.5573954
0.55896139
0.55603629
0.62514746
0.58515954
0.6196453
0.61751837
0.63003296
0.63227761
0.61867326
0.63268197
0.66277927
0.64772964
0.60321909
0.60678762
0.63487726
0.67620015
0.63212192
0.63841766
0.57132769
0.6516664
0.61222613
0.6537469
0.57622772
0.61881465
0.5900774
0.65975934
0.68454999
0.66799456
0.62859052
0.57197875
0.652789
0.64450425
0.5753265
0.62939304
0.67070848
0.63715625
0.5818541
0.58536845
0.5354718
0.57267857
0.60346061
0.65940088
0.64614964
0.53575498
0.62158585
0.64777964
0.54846215
0.60936034
0.6222797
0.55944538
0.60315967
0.73883218
0.58405739
0.64635879
0.61999118
0.5419808
0.71946156
0.5935359
0.83297372
0.8078326
""
0.57843482
0.52602839
0.54947817
0.63008803
0.54806954
0.37966877
0.74930501
0.53507948
0.53858471
0.65678841
""
0.86408621
0.3702099
0.54295141
0.40334049
0.45224813
0.5454272
0.69847959
0.82527584
0.61352766
0.88482696
0.55120629
0.63169402
0.62574625
0.37897825
0.77188629
0.43855652
0.53086609
0.56446481
0.57264739
0.47258243
0.6060465
0.53697044
0.31401241
0.64626014
0.56907088
0.58108568
0.60181767
0.53488368
0.67740244
0.57941419
0.69408625
0.66179651
""
0.74011672
0.63341069
0.49828777
0.53841609
0.52308828
0.79113656
0.39278799
0.55794889
0.70028305
0.56738865
0.77644104
0.54374468
0.54924452
0.71541911
0.53336781
0.55930674
0.55256623
0.61767417
0.54591995
""
0.67059767
""
0.70731992
""
0.49484944
""
1.0408837
0.54532456
0.88120502
0.59322065
0.653575
0.53421867
0.76145929
0.60329664
0.52634656
0.65048063
0.4935686
0.56609404
0.74021792
0.91545469
""
0.75208908
0.82209069
0.57606167
0.56139737
0.78839028
0.54008549
0.54453826
0.58911288
0.48231778
0.57754123
0.60672557
0.622127
0.59271502
0.61881095
0.53374887
0.53002763
0.61900663
0.64320976
0.67268264
0.47821662
""
0.21505488
0.55191213
0.76668155
""
0.81870162
0.63440812
""
""
0.65431559
0.63896197
0.61294562
0.5971458
0.59497631
0.58810687
""
""
""
""
0.85717118
""
""
""
0.8397786
0.46917665
0.44771275
0.6278618
""
0.6249215
0.65005898
0.9079771
0.72874242
""
0.91233569
0.6913681
""
0.63196206
0.6994279
0.41555253
0.59864515
0.54405439
0.65262288
""
0.5966714
0.81363523
0.62597674
0.72802597
0.58914024
0.53610772
0.72691423
1.1035925
0.6300208
0.56370461
0.68304878
0.69796985
0.63683534
0.85202253
0.53359926
0.60028917
0.59497881
0.60186261
0.57734877
0.5006482
0.66986442
0.5153293
0.56957656
0.49701726
0.57612741
0.55962139
0.54690111
0.51483822
""
""
""
""
0.37718451
0.65670764
0.70017564
0.55325663
0.66749132
0.65417665
0.6024043
0.42898342
0.60483766
0.52354634
0.62529844
0.68822926
""
0.75076342
""
""
0.52934641
0.86476713
1.0631711
""
""
""
""
0.27797928
""
""
""
""
""
""
0.73047942
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64987493
""
""
""
""
""
""
""
""
""
0.85952222
0.75323504
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73601657
""
1.1257405
""
""
""
0.77902746
0.56107134
""
""
""
0.45130935
""
""
""
""
""
0.6947962
""
""
0.50330287
""
""
""
0.73117143
0.7006495
""
0.7201618
""
""
0.6575036
""
""
""
""
""
""
0.59505337
""
""
0.52368253
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67602193
0.6587525
""
""
0.43204319
0.51130158
0.61200863
""
""
""
""
""
""
0.69930619
""
""
0.63349563
0.6281848
0.58640116
0.57992309
