proginc_other_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.070148878
""
""
""
""
""
""
""
0.015318871
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045971915
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059411608
""
""
0.045778718
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0013681388
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030076489
""
""
""
""
""
0.027620688
""
0.033658478
0.10689199
""
""
""
""
0.098496862
""
""
""
0.032082733
""
0.0077609913
""
""
0.053636335
""
""
0.06663917
""
""
0.0324785
-0.0065833023
""
0.083424896
0.067731045
""
0.03993082
0.047832586
0.043285217
0.053204976
""
0.016437786
0.054056849
0.040012319
-0.0066050352
0.016002769
""
""
0.077229619
0.059166979
0.046424732
""
""
""
0.10183315
""
0.022111416
0.018045485
""
0.083157726
""
0.04978817
""
""
""
0.14709194
""
""
""
""
""
""
""
""
""
0.0051824767
""
""
""
""
0.038177058
""
""
""
""
""
""
""
""
0.0039225607
""
""
""
""
0.0044605765
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040307313
0.025635032
""
""
0.035684787
0.042507049
""
""
""
0.098401777
""
0.049088448
""
""
""
""
-0.0054271948
0.015987393
""
""
""
""
""
""
""
""
0.023136349
0.06671273
""
""
""
""
""
""
""
""
""
""
""
0.10608005
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028302604
""
""
0.0024447409
""
0.032155972
""
0.001140353
""
0.0032588679
""
""
""
""
""
""
0.05488085
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060590349
""
""
""
""
""
""
""
""
""
""
-0.00049535529
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.055612236
""
""
""
""
""
""
0.017566957
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.020360397
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021033123
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10953481
0.049237121
0.016196871
0.068702206
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038629301
""
""
""
""
""
0.0021896674
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0027293253
""
""
""
-0.0013203422
""
""
""
