somecoll_asian_pooled_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.040431984
""
""
""
""
""
""
""
0.04908758
""
""
""
0.066613406
""
0.067321368
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.031013254
""
""
""
""
""
""
""
""
""
""
0.10215976
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.015638219
""
""
0.037206896
""
""
""
0.088213049
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.050843701
""
""
""
""
""
0.061364632
""
""
""
""
""
""
""
""
""
0.007025972
""
""
0.046604902
""
""
0.0092509016
""
0.021180123
0.017779347
""
0.079865403
0.049363054
""
0.025667585
0.049842954
""
""
0.0030749144
0.087271675
0.037530899
""
""
0.032029305
""
""
0.026797969
0.042430524
""
0.0050512203
0.042758286
""
0.013578633
0.011255612
""
0.010362428
0.0073726326
0.0074274149
0.0179653
0.048800528
0.0082347365
0.028603464
0.0053468086
0.042227309
0.054479171
""
""
0.012673646
0.038672205
0.025527308
0.041649338
""
""
0.039552864
""
0.013805028
0.034896813
0.069970757
0.036587171
""
0.027449314
""
""
""
0.042541165
0.086780772
""
""
""
""
""
""
""
""
0.039168857
""
0.045464899
""
""
0.032056436
""
""
""
""
""
""
""
""
0.033337675
""
""
""
""
0.073881164
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022773448
0.023038583
0.082858212
0.096826777
0.027502069
0.059298314
0.064411975
""
0.086044095
0.029470781
0.07205873
0.043091487
0.035757344
""
0.05638282
""
0.043888815
0.019604485
""
""
""
0.02848722
""
""
""
""
0.029407715
0.0491504
""
""
""
""
""
""
""
""
""
""
""
0.02352765
""
""
""
""
""
0.081304982
0.061164919
0.027518136
""
""
""
0.084405102
0.062149972
""
0.021959223
""
""
0.047965311
""
0.019688396
0.056329541
0.028609091
0.062467694
0.032102771
0.04239152
""
""
0.076316103
""
0.083215408
0.028839374
""
""
""
""
0.069644436
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.061438106
""
""
""
""
""
0.040909857
""
0.025406618
""
""
0.020176675
""
""
""
""
""
""
""
0.024642305
""
""
""
""
""
""
""
""
""
""
""
0.078694135
""
""
""
0.029192982
""
""
""
""
""
""
0.017551688
""
""
""
""
""
""
""
0.084148705
0.088447899
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053300455
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.039497513
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.024426579
0.0075743506
0.042541791
0.028931202
0.065573767
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
