hs_other_female_mean_se
0.053791266
0.064707272
""
0.033738282
0.058381345
""
0.029979151
""
""
0.06402275
0.059998821
0.024872653
""
""
0.050746012
""
""
0.054645333
""
""
0.043748293
0.028622895
0.046446659
""
0.024773374
""
0.00081141677
0.036813825
0.018287346
""
""
0.034694947
0.018916389
0.023531143
""
0.029694224
""
0.074114084
""
""
0.054848887
""
""
""
""
""
0.023402283
0.078523658
0.041209362
0.034040924
0.036605135
0.038188562
0.017543638
""
""
0.043004707
""
""
""
0.07428395
""
0.03481796
""
""
""
""
""
""
""
""
""
""
""
0.096702762
""
""
""
""
""
0.02735154
""
""
""
0.074678078
0.030277867
""
""
0.035732012
0.033632301
0.05106061
""
""
""
0.038110416
""
""
""
0.063667312
0.01732461
0.056332368
0.039441578
0.015629003
0.02286168
0.04154209
0.024052339
0.019806195
0.051160626
0.021763518
""
0.051892497
0.036181677
0.064892046
0.019112622
""
0.031697787
0.043433025
0.039103311
""
""
""
0.0915609
""
""
0.057843611
""
0.03443075
0.043790709
""
""
""
0.013440355
""
""
""
0.044915281
""
0.053604726
0.034835309
""
""
0.072088368
0.047298208
""
""
""
""
0.02394522
""
""
""
""
0.031882502
""
""
0.022726977
0.033878785
""
0.02655437
""
""
""
""
0.016683739
0.014317455
""
0.0077431309
0.026628938
""
0.054933663
0.057897802
0.011560729
0.025427595
0.061334193
0.037338171
0.087983534
""
0.028496984
0.023376189
0.084040575
0.058056533
""
""
0.020932974
0.080074795
""
0.01929161
""
""
0.043311503
""
""
0.032874551
0.023501733
""
""
0.080810562
0.083027922
0.078158401
0.030622516
""
0.031073343
0.059072942
""
0.040347744
0.030001707
0.044893418
0.021199359
""
0.089619532
0.053500164
0.051780764
0.042498931
""
""
0.035503771
0.036304452
0.036276154
0.016087372
0.071887314
0.066503622
""
0.086699851
0.070175074
""
0.02105758
0.046960194
0.060162943
0.051403247
0.016595254
0.040676348
0.038113855
0.038616996
""
0.049386356
""
""
""
0.061079703
""
""
0.043530516
""
0.035783924
0.03480611
""
0.077533588
0.041100711
0.02718468
""
0.043545611
0.017316373
0.051620319
0.045074604
""
0.020929595
0.067460954
""
0.030452572
0.072703727
0.035954282
0.072637767
0.026448648
0.023418907
0.026770895
0.022236066
0.0073310616
0.020067923
0.0075664911
0.010858512
0.033930894
0.037938502
""
""
0.043210041
""
""
0.029641548
0.022748474
0.062692441
0.042787496
0.018818637
""
""
0.011997363
0.022510877
""
0.034814544
0.013431026
0.00035376253
""
""
""
""
""
""
""
""
""
""
0.055039391
0.012660448
""
0.038444296
0.049452696
""
