hours_wk_other_male_p75_se
""
""
""
4.3320942
""
""
3.7125597
""
""
""
""
3.0231893
""
""
""
""
""
""
""
""
""
2.7252207
""
""
2.8443434
""
""
4.1807742
1.9794538
""
""
""
3.5544055
3.8677034
""
3.690691
""
""
""
""
""
""
""
""
""
""
2.4905145
""
4.0273337
""
""
""
""
""
""
4.4298649
""
""
""
""
""
4.3972678
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.4078765
""
""
""
""
3.3119013
""
""
4.5782328
3.678987
""
""
""
""
""
""
""
""
""
2.2404168
8.3286924
5.1447897
1.8756955
3.5678148
""
2.9312634
2.4596736
4.7408543
3.1717288
""
""
""
""
5.364841
""
5.047327
3.382391
""
""
""
""
""
""
""
""
""
4.6819787
""
""
""
""
1.8817749
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.3893414
""
""
3.2260191
4.8677478
""
""
""
""
""
""
""
1.711628
""
0.74299455
""
""
""
5.671298
1.1799153
4.0653582
""
3.3908973
""
""
4.5805459
2.9225931
""
""
""
""
3.1525691
""
""
2.5134542
""
""
""
""
""
4.6867981
3.9435015
""
""
""
""
""
4.4360614
""
3.125303
""
""
""
""
4.4395871
2.0623746
""
""
""
""
3.7043021
""
""
3.3315578
4.5496268
3.5004535
2.1455615
""
""
""
""
""
""
2.6342177
""
""
""
2.2232423
3.3610942
4.0207071
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.458904
""
""
2.3511729
5.9842691
""
""
""
""
""
3.0555937
""
4.4865966
""
3.9435747
2.4218214
2.6338432
3.1775317
1.0923142
2.7639887
1.1344701
1.6468607
3.2414665
4.4663267
""
""
""
""
""
4.5208673
""
""
""
1.8062011
""
""
1.3737969
2.3286886
""
5.1869326
1.7123345
""
""
""
""
""
""
""
""
""
""
""
""
1.4917678
""
""
""
""
""
""
""
""
""
""
""
""
""
3.4519777
""
""
""
""
""
""
4.2401204
""
""
""
""
3.594661
""
""
""
""
4.3731427
3.7435229
2.5004158
""
1.0972406
4.8420672
""
""
1.9633888
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.2262979
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
6.0856547
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.7839842
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.5066396
""
""
""
""
""
""
2.7910163
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.3818889
1.5261376
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.0574393
3.6365969
2.4614766
""
""
""
""
5.3630056
""
1.9764085
""
""
""
""
""
""
4.9299564
""
4.0424066
""
""
2.6640825
3.1514664
4.1655688
""
1.4863594
6.515604
""
""
3.4866753
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.5060225
""
2.4015725
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.6653664
8.2893248
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.902986
2.021024
1.7430794
""
""
""
""
5.7763267
""
""
4.7571716
""
""
1.6497436
""
""
""
""
""
2.4777291
""
""
""
""
""
""
""
""
""
""
""
""
3.7489624
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62194878
2.2584064
1.9923555
""
""
""
""
""
2.397656
""
1.6261637
""
2.7345979
4.6346493
""
""
""
""
""
1.9418613
""
""
4.1079073
""
""
""
""
""
""
""
4.0524273
1.9927599
""
4.5797281
""
""
""
""
""
""
""
""
""
5.619153
5.0541306
5.1078534
""
5.2187777
2.4605486
3.2148144
2.533658
3.7196643
1.1296394
1.1175349
""
""
""
3.6646521
3.0118299
0.81139833
1.8890799
""
""
1.21575
""
2.7958965
0.57320768
""
""
""
""
3.1651857
""
4.1912346
1.505036
""
2.841748
""
2.8410957
3.8945467
""
""
""
""
""
""
""
""
0.86968821
