kir_24_pooled_pooled_p25_se
0.03126039
0.024693338
0.027206128
0.026373336
0.028569067
0.020300604
0.021361435
0.034539789
0.016656205
0.022562331
0.030216843
0.024809154
0.030385869
0.032851011
0.02196501
0.025230652
0.029856768
0.021709597
0.035330854
0.02614408
0.029639659
0.021467693
0.02674314
0.028856169
0.020712333
0.023861604
0.02643217
0.025521873
0.027976042
0.041794468
0.036535416
0.02054283
0.033728827
0.017963924
0.025622346
0.03601902
0.032960072
0.027366892
0.11243789
0.021059556
0.016223583
0.024614396
0.029252397
0.024590634
0.027852047
0.036461595
0.031417046
0.023305744
0.025823005
0.027074181
0.027607651
0.019943887
0.039373528
0.023117751
0.02488899
0.020829543
0.020958759
0.022705603
0.030941322
0.021585735
0.022651091
0.021109113
0.031384528
0.025937699
0.020387346
0.034099761
0.019523684
0.032043811
0.027286025
0.036969669
0.023817729
0.036783382
0.019976534
0.020954791
0.03483687
0.030427113
0.043989178
0.020358128
0.01592706
0.017742807
0.017125269
0.021455584
0.014710217
0.028271005
0.034696992
0.024509974
0.019582964
0.019864621
0.023356078
0.02537575
0.02226579
0.018024208
0.019870613
0.017966306
0.017398909
0.023654841
0.040220316
0.042390302
0.021577228
0.026167793
0.023156032
0.024073629
0.018710604
0.023537681
0.022438193
""
0.024798172
0.023626946
0.017876731
0.024038833
0.021756008
0.03218044
0.018065503
0.027746735
0.021241801
0.03796903
0.033197515
0.024557905
0.025367016
0.03029841
0.02619216
0.020538924
0.022197288
0.033743843
0.029571233
0.028588681
0.021464668
0.034912426
0.028663667
0.023565205
0.027376736
0.025851751
0.032086745
0.037776258
0.04319324
0.060775358
0.020979265
0.044354334
0.022142373
0.029607473
0.021810913
0.046016049
0.040157259
0.027866853
0.033370629
0.036335941
0.033540774
0.035344806
0.026375696
0.027169654
0.029954456
0.043454647
0.041960638
0.02876531
0.033184581
0.023337273
0.056735754
0.043159027
0.044229873
0.022944195
0.021694414
0.029806692
0.028334465
0.017340451
0.021100057
0.021120111
0.026868397
0.025063384
0.072961517
0.02409819
0.020996593
0.022775935
0.025563557
0.02813912
0.024799794
0.026162857
0.024314664
0.024700401
