stayhome_hisp_pooled_n
417.0
270.0
""
874.0
1068.0
74.0
1887.0
104.0
62.0
523.0
608.0
3236.0
62.0
187.0
720.0
44.0
50.0
602.0
50.0
71.0
619.0
2668.0
506.0
353.0
3207.0
79.0
645.0
1599.0
3756.0
132.0
132.0
246.0
2061.0
1845.0
99.0
986.0
73.0
140.0
20.0
30.0
505.0
75.0
33.0
""
39.0
71.0
5216.0
396.0
1045.0
252.0
851.0
707.0
284.0
28.0
27.0
882.0
61.0
29.0
47.0
228.0
109.0
1131.0
30.0
115.0
60.0
77.0
""
25.0
39.0
69.0
43.0
85.0
95.0
232.0
99.0
39.0
153.0
91.0
54.0
1771.0
151.0
201.0
60.0
355.0
2187.0
207.0
181.0
996.0
886.0
452.0
226.0
108.0
124.0
539.0
99.0
57.0
275.0
1936.0
18691.0
4974.0
3568.0
94659.0
13608.0
5958.0
3193.0
23580.0
3389.0
4668.0
317.0
1819.0
976.0
409.0
1329.0
44.0
1256.0
1427.0
1283.0
40.0
50.0
39.0
528.0
194.0
174.0
602.0
102.0
967.0
760.0
155.0
64.0
69.0
11216.0
133.0
475.0
93.0
1518.0
116.0
770.0
1234.0
83.0
148.0
908.0
549.0
48.0
106.0
239.0
27.0
529.0
160.0
58.0
67.0
78.0
1023.0
177.0
34.0
2140.0
667.0
42.0
513.0
44.0
69.0
""
""
1107.0
5014.0
45.0
27193.0
102.0
97.0
58.0
1133.0
11173.0
1938.0
383.0
2317.0
171.0
150.0
1591.0
5538.0
246.0
100.0
110.0
145.0
1651.0
99.0
121.0
2017.0
29.0
121.0
630.0
28.0
68.0
623.0
1348.0
53.0
46.0
125.0
1043.0
512.0
3285.0
572.0
2199.0
1435.0
350.0
494.0
577.0
1572.0
2740.0
233.0
259.0
923.0
291.0
385.0
38.0
59.0
6364.0
616.0
2371.0
4818.0
138.0
119.0
108.0
103.0
135.0
79.0
2156.0
364.0
185.0
253.0
1713.0
1197.0
977.0
449.0
26.0
188.0
26.0
108.0
""
185.0
""
48.0
169.0
397.0
224.0
652.0
77.0
249.0
418.0
1676.0
204.0
409.0
5392.0
398.0
172.0
22.0
496.0
150.0
335.0
1808.0
190.0
1956.0
183.0
4040.0
5384.0
2484.0
5008.0
139302.0
5057.0
52733.0
20539.0
2139.0
1047.0
221.0
49.0
208.0
""
60.0
626.0
242.0
60.0
220.0
5402.0
""
""
17866.0
1913.0
100.0
3771.0
18279.0
192.0
57.0
43.0
32.0
54.0
95.0
66.0
180.0
72.0
429.0
347.0
306.0
5966.0
51.0
146.0
395.0
304.0
196.0
56.0
410.0
322.0
70.0
849.0
377.0
214.0
487.0
1057.0
738.0
84.0
508.0
347.0
291.0
137.0
1152.0
161.0
117.0
90.0
473.0
565.0
232.0
307.0
2098.0
100.0
1490.0
3214.0
7466.0
558.0
82511.0
3449.0
404.0
107.0
3578.0
""
134.0
352.0
539.0
128.0
50.0
114.0
165.0
57.0
87.0
114.0
177.0
148.0
42.0
144.0
275.0
38.0
171.0
63.0
123.0
229.0
""
268.0
""
""
61.0
97.0
30.0
31.0
48.0
35.0
38.0
97.0
""
""
""
""
""
""
180.0
""
""
""
""
""
""
""
""
""
""
27.0
30.0
33.0
34.0
""
335.0
46.0
""
""
""
""
40.0
103.0
80.0
44.0
361.0
409.0
24.0
48.0
""
134.0
60.0
""
""
""
""
44.0
31.0
23.0
""
""
""
27.0
""
330.0
104.0
88.0
265.0
69.0
153.0
241.0
178.0
1426.0
68.0
33.0
105.0
484.0
""
""
""
""
776.0
1020.0
159.0
26.0
277.0
343.0
116.0
43.0
577.0
1049.0
40.0
845.0
90.0
102.0
3498.0
360.0
87.0
""
""
26.0
228.0
5945.0
24.0
21.0
5407.0
598.0
68.0
""
""
""
33.0
82.0
""
56.0
172.0
525.0
96.0
571.0
""
187.0
5845.0
27814.0
58.0
""
820.0
283.0
444.0
85.0
""
""
30.0
""
""
297.0
45.0
""
781.0
1471.0
3116.0
384.0
218.0
130.0
529.0
410.0
418.0
6917.0
354.0
208.0
29.0
""
357.0
83.0
694.0
352.0
590.0
79.0
401.0
882.0
320.0
1902.0
145.0
2942.0
108.0
116.0
364.0
49965.0
1755.0
165.0
1957.0
46.0
4027.0
214.0
3111.0
7077.0
2169.0
1234.0
4798.0
783.0
110.0
117.0
""
2213.0
1405.0
297.0
69.0
752.0
361.0
332.0
892.0
4134.0
538.0
487.0
21349.0
537.0
65826.0
1539.0
1027.0
""
8755.0
1641.0
806.0
600.0
1281.0
938.0
13983.0
54466.0
22414.0
2436.0
6710.0
85833.0
2697.0
1512.0
470.0
3314.0
532.0
89.0
1371.0
2875.0
3350.0
1706.0
523.0
710.0
3137.0
156.0
231.0
1533.0
223.0
59.0
398.0
776.0
617.0
3672.0
696.0
4925.0
23940.0
47289.0
838.0
2933.0
1374.0
929.0
1368.0
578.0
130.0
379.0
368.0
246.0
5651.0
132.0
657.0
418.0
314.0
""
1596.0
""
""
""
""
""
51.0
104.0
29.0
42.0
""
""
""
452.0
29.0
25.0
279.0
""
171.0
123.0
158.0
118.0
20.0
""
""
547.0
""
29.0
138.0
122.0
136.0
26.0
26.0
194.0
239.0
160.0
178.0
428.0
""
3930.0
203.0
654.0
1801.0
4395.0
337.0
137.0
1028.0
22156.0
450.0
46948.0
685.0
22084.0
1632.0
33.0
1905.0
2052.0
205.0
1269.0
495.0
927.0
820.0
3320.0
882.0
""
539.0
278.0
46.0
63.0
""
1975.0
10041.0
762.0
1814.0
35.0
28.0
197.0
115.0
66.0
581.0
868.0
""
31.0
1530.0
524.0
1396.0
257.0
534.0
19020.0
19216.0
43606.0
4739.0
34278.0
46513.0
584.0
271.0
89.0
4716.0
5871.0
52750.0
20184.0
""
162.0
50390.0
13778.0
11589.0
391150.0
214.0
103.0
1402.0
1027.0
1608.0
215.0
695.0
7802.0
598.0
5544.0
188.0
5066.0
4148.0
107.0
""
610.0
""
""
""
693.0
206.0
13724.0
