hs_other_pooled_mean
0.84584862
0.78687859
""
0.85671788
0.81838995
""
0.83673489
""
""
0.85149795
0.70338404
0.8440975
""
0.93546546
0.85162538
""
""
0.8165133
""
""
0.84813374
0.82613063
0.85592645
0.93393892
0.84553641
""
0.89431244
0.78824586
0.8530947
0.79114616
0.84489411
0.96282995
0.89572763
0.85296333
0.93425035
0.86996502
""
0.81850964
""
""
0.81053317
""
""
""
""
""
0.82839811
0.74981165
0.84748542
0.85359991
0.88773477
0.85726637
0.93386984
""
""
0.7695576
""
""
""
0.83028209
""
0.84157723
""
""
0.83720416
0.88685703
""
""
""
""
""
""
0.9000442
0.79420704
""
""
0.74355453
""
""
0.87598997
""
0.75385648
0.67846298
0.79570079
0.8247025
0.79073691
0.84482247
0.86363447
0.87598026
0.86703497
0.76534933
""
""
0.83147544
""
""
0.8086499
0.75567853
0.83603889
0.77845794
0.84695953
0.83634973
0.8711338
0.85643047
0.85956866
0.8421092
0.79573435
0.8418805
0.70708901
0.76731485
0.86530793
0.79865086
0.91084546
""
0.85715193
0.85795563
0.81268138
""
""
""
0.78013968
""
0.83828437
0.83681852
0.85763019
0.93190169
0.82517397
""
""
""
0.87722307
0.75566107
0.8071444
""
0.81238383
0.95675892
0.7638219
0.83907831
""
0.92694896
0.69643289
0.80824566
""
""
0.75955498
""
0.84382582
0.84687287
""
""
""
0.86787331
0.76953864
""
0.86121196
0.85748708
""
0.9010154
""
0.86243933
""
""
0.95771909
0.89480126
""
0.91519469
0.88719577
0.80881798
0.83272171
0.73879427
0.84347463
0.84975481
0.79834002
0.79623699
0.65708989
""
0.8274039
0.83799016
0.82385647
0.88464397
0.89724874
0.80919862
0.84524971
0.7414254
0.7543962
0.84980494
""
0.8556565
0.86153096
""
""
0.88893163
0.86437875
""
""
0.90318519
0.73905224
0.73481947
0.8360008
""
0.78819829
0.75173163
0.77050161
0.87653685
0.81714678
0.81955481
0.86870974
0.8895306
0.83437443
0.84220457
0.89470518
0.90259349
""
""
0.86862904
0.8149693
0.81479925
0.86491066
0.87503529
0.79876387
0.79790884
0.84574449
0.77363491
0.89605081
0.84684217
0.83402455
0.88719827
0.88850993
0.88173509
0.84967703
0.82951266
0.87578851
""
0.84241498
""
0.86753869
""
0.85929579
""
0.69954699
0.86694813
0.86886644
0.93220067
0.90370005
0.99515796
0.8942048
0.86403245
0.8670243
0.82419169
0.8784945
0.87487477
0.77512836
0.89306396
""
0.85333657
0.89093792
0.9119243
0.83344895
0.89376277
0.81535411
0.81605834
0.86640853
0.85425425
0.86676866
0.88388509
0.87330014
0.89807832
0.92994344
0.87610108
0.83473873
0.83894461
0.85595208
""
0.89263892
""
0.89641541
0.83371854
0.93575972
0.9225648
0.88325632
0.8491407
""
""
0.86853975
0.91819978
0.75228506
0.86386365
0.87596482
0.94417459
0.96030277
""
""
0.79160762
0.91488367
0.82439083
""
""
0.83183563
0.65344912
0.79110467
0.86731964
0.75592864
0.93693525
0.9093399
""
""
""
0.90697849
0.74356949
""
0.8542999
0.86290801
0.85232323
0.87061429
0.84471405
0.81578499
0.96731895
0.87802333
0.82569563
0.91305286
0.89269704
0.87338865
0.86743635
0.88679409
0.92163557
0.83004731
0.85588396
0.87888819
0.83173668
0.84292418
""
0.80632114
0.82208556
0.8586151
0.93955815
0.90279293
0.93306303
0.84749198
0.5912376
0.82465088
""
""
0.80967355
0.86897182
0.80928087
0.75709897
0.6631124
0.88576013
""
