teenbrth_black_female_mean
0.40640509
0.44868329
0.47976586
0.46765855
0.29516539
0.46100208
0.46822843
0.44497633
0.51272559
0.2276071
0.44224381
0.4223974
0.4963381
0.43724284
0.58408892
0.39980966
0.42682168
0.42582589
0.57311392
0.51963723
0.59632099
0.34900388
0.44433624
0.48724991
0.52025783
0.47882089
0.49625894
0.45834142
0.4611657
0.37402377
0.38275108
0.50567955
0.50063604
0.43238854
0.47126272
0.2794826
0.41840091
0.37592232
0.37029558
0.36144987
0.39229128
0.41021901
0.51660883
0.4135769
0.34889457
0.40452227
0.2775028
0.44042295
0.49661475
0.51664889
0.45393392
0.43853885
0.51301348
0.49310681
0.44195291
0.499531
0.42946422
0.39034814
0.2323461
0.49917224
0.47766975
0.53969795
0.46540084
0.47281149
0.40630022
0.44459245
""
""
""
0.23508756
""
""
""
""
0.37418091
""
""
""
""
""
""
""
""
0.22163369
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25744399
0.24090223
""
""
""
""
0.35702819
0.39130309
0.25480533
0.30232364
0.40616742
""
0.17321634
0.27747357
0.55157167
0.51088196
""
0.33206171
""
0.54207599
0.37518507
""
0.50117952
0.42667368
""
""
0.41668677
0.48947299
0.43175238
0.44572857
0.46798819
0.62674564
0.56321967
0.5411135
0.55638671
0.45874247
0.3918536
""
""
0.45996892
0.5447737
""
0.50806761
0.38419726
0.52332199
0.31337371
""
0.54859483
0.48731068
0.25007358
0.52194446
""
0.58843017
0.48787946
0.46945158
""
0.42410213
""
""
0.53215683
0.6214512
0.46859866
""
0.37479115
""
0.41166887
""
0.59249121
""
0.4917984
""
0.37104732
0.29827961
0.43738016
""
0.51822048
0.3465642
""
""
0.45753908
0.2822361
""
""
0.50508565
""
0.32090503
0.50011605
0.56774521
""
0.31414706
""
""
0.25390655
""
""
0.3025482
""
0.10285808
0.40922844
""
0.21695398
0.30079609
""
0.47067884
0.42579502
0.17578642
""
0.3398138
0.34770107
0.20651738
""
""
0.32196745
""
""
0.26542956
0.25025812
0.44096771
0.19919564
0.11433976
""
0.31815159
0.34654951
0.13776797
0.34805563
0.28809088
0.32392204
0.37119752
0.20486537
0.26598033
0.21256368
0.21757586
0.16345632
0.22648682
""
0.2265448
0.28439379
0.18348628
0.30517888
0.27036163
0.21085323
""
0.31305826
""
0.20273578
0.28857926
0.32750109
0.36217198
""
0.30212802
""
""
""
0.12788482
0.31749028
""
""
""
""
""
""
""
""
0.36057293
""
0.13327044
""
""
0.33021694
0.26273289
""
""
""
""
""
""
""
0.24724361
""
""
""
""
0.15472934
""
""
""
0.20838882
""
""
""
""
""
""
""
""
""
""
""
0.29157013
""
""
""
""
""
""
""
""
""
""
0.32477266
""
0.29079813
0.28593624
0.2274138
0.30428979
0.31569093
0.28995046
0.2361968
0.27936903
0.38785195
0.38725573
0.43359041
0.3724561
0.43274075
0.48811847
0.421675
0.52269799
0.3807978
0.32333341
0.49034369
0.23790154
0.35941267
0.33567223
0.28287664
0.44992784
0.5540424
0.77533346
0.44627056
0.45509228
0.2383958
0.33751705
0.4570612
""
0.27268457
0.49766394
0.49320647
0.74220943
0.54808211
0.36626121
0.45383441
0.44389847
0.43497115
0.4747498
0.36581296
0.39310488
""
0.46535724
