staytract_pooled_female_mean_se
0.0029179002
0.0044759084
0.0099888863
0.0023888797
0.002813251
0.0076223114
0.0019841255
0.0083179269
0.0097694928
0.0034718106
0.0032017382
0.0015920274
0.0096670343
0.0058982973
0.0032976472
0.011430898
0.012627537
0.0033333194
0.01003094
0.0081977416
0.002814993
0.0024278229
0.0034395626
0.004265415
0.0016197228
0.008867912
0.0045159729
0.0026427689
0.0015848341
0.006373385
0.0059831827
0.0042609358
0.0017959769
0.0022323926
0.0060967254
0.0028635354
0.0067125168
0.0053241509
0.011074916
0.01021558
0.0026409444
0.0065334337
0.010235122
0.01581447
0.0074716518
0.0064292136
0.0015235457
0.0038885514
0.0022049705
0.004651038
0.0033507096
0.0027766412
0.0038183362
0.014554444
0.012706219
0.002606198
0.0076020518
0.014517617
0.013452636
0.0046789921
0.006759292
0.0023366702
0.010373371
0.0070660277
0.0065286793
0.0067775282
0.012801087
0.00906434
0.0081032729
0.0070320778
0.0069410545
0.0059543247
0.0049012494
0.0044881417
0.0070271846
0.011044125
0.0050971732
0.0066478206
0.0096223587
0.0016417555
0.0051193126
0.005137715
0.0075208382
0.0049893628
0.0016473628
0.0056492961
0.0055656
0.0037954773
0.0027551581
0.0040430943
0.004616484
0.0076373178
0.007046835
0.0028604441
0.0072918618
0.011732794
0.0048676543
0.0033518798
0.0011580117
0.0023715878
0.0020805434
0.0010013354
0.0015101063
0.0020817348
0.0022510872
0.0013289729
0.0023731773
0.0015754644
0.0056738933
0.0030281888
0.0036099267
0.0041413247
0.0022677819
0.0087405657
0.0023561702
0.0021418333
0.0025320912
0.011034802
0.012391281
0.010564436
0.0042354106
0.0065412712
0.0065469467
0.0052783405
0.006987181
0.002838084
0.0029873671
0.0070816949
0.0076991012
0.007851257
0.00091501325
0.0054991008
0.0043268818
0.0075655142
0.0039444021
0.0056321295
0.0029280588
0.0031857959
0.0085036317
0.0056022154
0.0031671491
0.0040658936
0.010868389
0.007983705
0.0044271899
0.0092646405
0.0040685008
0.0054126899
0.006643015
0.0067397645
0.0061511188
0.0018972224
0.0039377706
0.0088241398
0.0021739849
0.0024940742
0.0081792073
0.002975873
0.0078055114
0.0054450734
0.014378822
0.0093070846
0.0031941028
0.0011716734
0.010372153
0.00084288494
0.0052128048
0.0051906826
0.008702267
0.0031439862
0.00074631901
0.0024252739
0.0051097814
0.0023518247
0.0052653993
0.007635498
0.002466863
0.0015256678
0.0045388099
0.0064258552
0.0058405092
0.0053744875
0.0015749579
0.0056365998
0.0058180536
0.0012447858
0.0098981978
0.0052102399
0.0027021912
0.011776377
0.0074584037
0.0042688744
0.0017524572
0.0091241384
0.0078991223
0.0048423856
0.0035642618
0.0035385694
0.001844614
0.005801762
0.0021311743
0.0029769342
0.0050572688
0.0040374114
0.0029855671
0.0022557359
0.0013828494
0.0048988014
0.0038269868
0.0032413641
0.0040877522
0.0030273024
0.0087160291
0.0083545223
0.0019965661
0.0022302717
0.0026420974
0.0010622214
0.0046246983
0.004618688
0.0058337082
0.0047906577
0.0045417012
0.0060920576
0.0013832914
0.0032027464
0.0040773037
0.003321067
0.0012661013
0.0021309454
0.0024083089
0.0031627319
0.010568483
0.0044333776
0.011154112
0.0059504975
0.010529115
0.0037985169
0.015160202
0.0061545586
0.0038597586
0.0054827821
0.0051241335
0.0031078346
0.0058367234
0.0055021485
0.0039843949
0.001821692
0.0051788772
0.0035164808
0.0012306458
0.0033004778
0.0046268646
0.010064438
0.0040794462
0.0056544486
0.0061881943
0.0019482477
0.0049347631
0.0022828467
