two_par_white_pooled_mean_se
0.0019680748
0.0030670012
0.0057889698
0.0017384168
0.00227774
0.0059587825
0.0016551738
0.0048495973
0.0060069631
0.0027076942
0.0025463181
0.0013470252
0.0060456353
0.004041567
0.0025597815
0.007075028
0.0083631752
0.0024926395
0.0062431935
0.0072352705
0.0024590699
0.0024001698
0.0028158706
0.0040399744
0.0014034028
0.0089927698
0.0036878355
0.0022229655
0.0014803029
0.0049915919
0.0046470021
0.0030878948
0.0015929196
0.0020084467
0.0062107374
0.0022839005
0.0047482844
0.0040088659
0.01116761
0.010917261
0.0024495027
0.0054397415
0.0069744163
0.0093645472
0.0067454288
0.0066947504
0.0015478167
0.0026103645
0.0017992111
0.0035906341
0.0025095607
0.0020555065
0.0033564323
0.013343739
0.0084587997
0.002453482
0.0056141349
0.0098367585
0.0095036784
0.0043994728
0.0051933685
0.0019768476
0.0084720859
0.0044569653
0.003883885
0.0043707136
0.0067826062
0.0049602045
0.0047244881
0.0042072213
0.006861588
0.0056104711
0.0061793155
0.0035629063
0.0055188164
0.0067666546
0.0037189014
0.0041909036
0.0065352544
0.0016746747
0.0053067151
0.0034118181
0.0042960295
0.0033768895
0.0013876322
0.00390627
0.0038009374
0.0030094974
0.0020834291
0.0027722318
0.0030989517
0.0050014653
0.0045241714
0.0021975446
0.0047058319
0.0073056398
0.0032619224
0.0024712461
0.0011923208
0.0022421763
0.0019849585
0.0013771505
0.0015374322
0.0021786608
0.0020189465
0.0013679315
0.0022439754
0.0014576287
0.0044397088
0.0027563246
0.003157442
0.003650496
0.0020322744
0.0082268137
0.0021410165
0.0016428237
0.0022926456
0.0096801408
0.01042938
0.0094655287
0.0035782133
0.0050393078
0.0056450041
0.0048994767
0.0054386626
0.0026709195
0.0027098861
0.0053954283
0.0069074868
0.0065870108
0.00090525358
0.0044802283
0.0036690952
0.0053151133
0.0029949711
0.0044586826
0.0022165969
0.0033414057
0.0076807132
0.0049740961
0.0028378617
0.0035386167
0.0096807862
0.0070561562
0.0045780353
0.0090085668
0.0032725213
0.0043586413
0.0055770064
0.0057749497
0.0038577653
0.0015739094
0.0034712763
0.0090766102
0.0018883958
0.0021616281
0.0064489874
0.0027448474
0.0059808646
0.0031661734
0.0087013338
0.0048572519
0.0025249664
0.0010702652
0.008085751
0.00080154574
0.0036670945
0.0035168754
0.0068044188
0.0023737557
0.00069257681
0.0021159833
0.003607084
0.0018063146
0.0037117559
0.0053474279
0.0020257416
0.0011686883
0.0033079933
0.0043851556
0.0041295015
0.0039109713
0.0012959009
0.0038688153
0.0042125653
0.0010108791
0.0058215181
0.0031212897
0.0020564382
0.007356138
0.0046012215
0.0029374249
0.001453678
0.0062162145
0.0047799982
0.0030755359
0.0025176571
0.0022903436
0.0015344333
0.0038321097
0.0017603737
0.0021290816
0.0033265648
0.0030594575
0.0022892447
0.0017302837
0.0012490173
0.0033065835
0.0026989861
0.0023937039
0.0027682425
0.0021143048
0.0054744235
0.0057765855
0.0017051618
0.0015468842
0.0020722847
0.00094011053
0.0029415593
0.0030329947
0.0038515076
0.0030301975
0.0029333846
0.0037466362
0.0011982701
0.0023502067
0.0024774475
0.0020416083
0.0008887811
0.0015543238
0.0016761941
0.0022597355
0.0060340841
0.002776033
0.0067045102
0.0037311341
0.0059010955
0.0025008186
0.0081594009
0.0034232589
0.0024439928
0.0034712718
0.0033109796
0.0021780313
0.0036043171
0.0039775949
0.0029558758
0.001371934
0.00366208
0.0025536858
0.00094424083
0.0024038227
0.0030509189
0.0059939586
0.0027557213
0.003651744
0.0045947721
0.0014552535
0.0030788134
0.0015815743
0.002947222
0.00175314
0.0012646583
0.0013317802
0.0016009086
0.00065091345
0.0013183426
0.00070997962
0.00068148709
0.0020691189
0.002526707
0.0039557097
0.010108394
0.0027317163
0.0085724536
0.0049543674
0.0017448796
0.002557704
0.0046229963
0.0028955324
0.0012245591
0.018676259
0.020485245
0.00072077464
0.0012525884
0.0042285267
0.0018949906
0.00084910903
0.0036690347
0.005632198
0.0062196157
0.0074025337
0.0049036117
0.0039698035
