kir_black_female_mean
0.39261085
0.39714128
0.43236408
0.39497727
0.42421249
0.43117589
0.41911519
0.43181166
0.36542949
0.41729778
0.40828124
0.43237004
""
0.40585306
0.39758918
""
""
0.39951894
""
0.380052
0.39547542
0.41165844
0.40845862
0.41761482
0.44250333
0.41112453
0.40761051
0.40954846
0.43445462
0.39684018
0.43783551
0.42505318
0.45986429
0.44582894
0.40954348
0.40422735
0.38054585
0.38077921
0.40005517
0.36893222
0.41869476
0.39020744
0.37617752
0.40151334
0.41119725
0.39955735
0.41938874
0.37463123
0.4251492
0.40262485
0.42282298
0.404982
0.39911368
0.37485561
0.37632701
0.40494752
0.40322384
0.36804613
0.37704778
0.42092183
0.41475856
0.42512757
0.39603111
0.36665976
0.40357342
0.3971214
""
0.4409368
0.43977392
0.34405068
0.37292558
0.38412255
0.38212493
0.41331714
0.39879212
0.4010331
0.39193243
0.3783325
0.39854932
0.41292089
0.38460892
0.41180241
0.41661409
0.43244711
0.44308335
0.41053438
0.40413037
0.41462147
0.42802519
0.40295097
0.42899832
0.38515344
0.40529746
0.41344905
0.41616926
""
0.41985744
0.40461186
0.42043892
0.40428945
0.4168202
0.44618827
0.41065171
0.42221242
0.41406825
0.42043433
0.39634243
0.41993311
0.39730108
0.39172375
0.39491683
0.41386437
0.432686
0.39844617
0.43707851
0.4256874
0.42150113
0.39727116
0.36025104
0.35217527
0.37468383
0.37323102
0.39124086
0.41920185
0.38883239
0.41097763
0.40969685
0.38583088
0.40187421
0.39905894
0.43834257
0.38557482
0.412478
0.39170733
0.42171246
0.40797123
0.39484876
0.41199645
0.3772746
0.41413659
0.40387309
0.39656371
0.38977695
0.40058005
0.38613608
0.36198193
0.38396925
0.39801711
0.37514481
0.38068509
0.38114497
0.42289057
0.39708188
0.38235682
0.40876618
0.39181381
0.38880315
0.40240285
0.37470824
0.3589496
0.47929946
0.41521534
0.48262489
0.47400287
0.42789781
0.53265584
0.39482516
0.43793115
""
0.41417533
0.44129384
0.45705774
0.39885885
0.41654536
0.46820876
""
0.41677973
0.40529546
0.39812633
""
0.28970602
0.37242776
0.42462346
0.39470214
0.40903884
0.43048128
0.45271629
0.39353839
0.41091582
0.44825602
0.41842598
0.46186206
0.43425271
0.50053716
0.42096943
0.38102043
0.40193585
0.40656653
0.41460073
0.44374329
0.3987202
0.3907738
0.419655
0.44060197
0.41011545
0.40732077
0.43880612
0.46284041
0.43491122
0.43481129
0.45103434
0.40814048
""
0.35865566
0.43197587
0.4070358
0.39126736
0.4216049
0.39411196
0.37430918
0.40552369
0.3922224
0.4153935
0.40015763
0.43763781
0.40355709
0.48963451
0.40980011
0.43134919
0.39812946
0.38494205
0.42929074
""
0.45198298
""
0.41453296
""
0.45312524
""
0.40405121
0.40395182
0.43429318
0.4269563
0.43605497
0.42101917
0.45199853
0.43261138
0.43216252
0.35841876
0.42823434
0.43881172
0.41833514
0.39217368
""
0.41179204
0.45477229
0.40394577
0.46553731
0.41418964
0.44513196
0.38169277
0.44753218
0.43060389
0.43344262
0.4724732
0.4976092
0.48660398
0.49205077
0.45331451
0.46708688
0.43890959
0.43256995
0.40773448
0.45137838
""
""
0.41133088
0.49259245
""
0.45543036
0.48078117
""
""
0.5123806
0.47685054
0.40996158
0.45893529
0.49143025
0.45282087
""
""
""
""
0.38128024
""
""
""
0.44278562
0.47216865
0.45044887
0.45724767
""
0.48249641
0.40373021
0.4189252
0.45326695
""
0.42520931
0.41600013
""
0.48615435
0.42791471
0.31936121
0.39122429
0.42474535
0.42049631
""
0.45349488
0.53198284
0.41995516
0.47500956
0.43585548
0.47542664
0.4833042
0.45149717
0.45959041
0.41975641
0.40122661
0.44873843
0.42549741
0.39059523
0.40880606
0.41013288
0.430962
0.44049442
0.44453812
0.40127498
0.44473276
0.38247252
0.43403542
0.42400959
0.38987842
0.42958677
0.40778428
0.39780492
""
""
""
0.32343933
0.36207798
0.38395649
0.39417043
0.42308211
0.35602048
0.40789825
0.4046382
0.3546575
0.37838471
0.3419629
0.37027156
0.38690889
""
0.41305593
""
""
0.39317843
0.39182642
0.32713443
""
""
""
""
""
""
""
""
""
""
""
0.44777843
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42180482
""
""
""
""
""
""
0.49320149
""
""
0.47901279
0.4486737
""
""
""
0.42520708
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40704682
""
""
""
""
""
0.45765096
0.42263091
0.4324747
""
""
""
0.43448928
""
""
""
""
""
0.43589744
""
""
0.31931928
""
""
""
0.4914262
0.41470405
""
0.41383192
""
""
0.43340838
""
""
""
""
""
""
0.44715738
""
""
0.42981958
""
""
""
""
""
""
""
""
""
""
""
""
