kfr_black_male_mean
""
0.27620897
0.24851589
""
0.39749146
0.28954193
0.20658548
""
0.38571692
0.3423388
0.37833297
0.33337942
0.32849425
""
0.35903269
""
0.47392163
0.31859186
""
0.43889365
""
0.32599083
0.36390567
0.27910343
""
""
""
""
0.27858433
""
""
0.29050022
""
0.2163005
""
""
""
""
""
0.32135561
0.22258429
""
""
0.32944041
0.31061593
0.33919397
0.32135606
0.31218725
0.33960077
0.30695468
0.28651965
0.30543381
""
0.37990507
0.31817499
0.27872732
""
""
""
""
""
""
""
""
""
0.3603135
0.31314698
0.35882601
0.29144955
""
0.32135004
0.37107632
0.26994577
0.34169069
0.23128437
0.31827998
""
0.31383827
0.29418483
0.32974046
0.30205336
0.2880097
0.31707481
0.29107201
0.29353574
0.37935176
0.35186008
0.29588974
0.36203879
""
0.29183275
0.39533365
0.32117179
0.36850539
0.37477154
""
""
0.33817255
0.38772926
""
0.32869807
""
0.34778979
""
""
""
0.29035938
0.32535425
0.34035808
0.33032012
0.32745051
0.3233678
0.29805985
0.35388371
0.33144164
""
""
""
0.30832872
""
""
0.27013731
0.32219324
""
""
""
""
0.41470736
""
0.30160373
0.32567775
0.32883599
0.40669531
0.42816317
0.42884406
""
0.35103917
0.31561089
0.38989305
0.32461375
0.32118344
0.46649891
0.37244889
0.34760115
""
""
""
""
0.37492767
""
""
""
""
0.33564398
0.3049432
0.3406567
""
""
""
0.2569634
0.20208877
0.32866642
0.36046517
0.4098787
0.31517327
0.39206445
0.28001434
0.30159107
""
0.29857048
0.37319344
0.27375796
0.37108797
0.28787637
0.2463558
""
""
""
0.32121664
0.29854608
0.34680897
0.3689152
0.21067996
0.33646354
0.31030825
""
0.32133678
""
""
0.30313468
""
0.27245426
0.29378566
""
""
""
""
0.30162883
""
""
0.2719962
0.32271278
""
0.32632968
0.2953034
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36767018
""
""
0.35899803
""
""
""
""
0.32008868
0.29529005
0.3881498
0.31377649
0.37041515
0.29505113
0.28836611
0.31408408
0.30688328
0.35206059
0.31155813
0.37762138
0.35319886
0.32711646
0.26529899
0.29065311
""
0.32856646
0.31781003
0.28287324
0.36076623
0.27157304
0.29973653
0.32702434
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3284027
0.24730556
""
0.35359129
0.28319952
0.27883679
""
0.47046769
0.30304408
0.36569035
""
0.32545814
0.44105428
0.24791561
0.35810214
0.31350231
0.31985137
0.43923184
0.33164722
""
0.45548704
0.32570142
0.28753513
0.33307892
0.33947396
0.28638178
""
""
""
""
0.234157
0.28469297
0.26531437
""
0.30135983
0.29444116
0.32938775
0.38609406
0.24969929
0.43732956
""
""
""
""
""
""
""
""
""
""
""
""
""
0.29759428
""
""
0.33517113
0.37094283
""
""
""
""
0.37765843
""
""
""
""
""
0.29261082
""
0.2862896
0.37749383
""
""
0.3357577
0.34863746
0.32865068
0.30812439
0.28722084
0.31340608
0.33300433
0.35203078
0.2988933
0.30586934
0.27927977
0.27774224
0.32401735
0.34925759
""
""
0.39227867
0.51937097
0.32138458
0.37159997
0.36394531
0.30563104
0.27521464
0.32548791
0.35447526
0.39164373
0.30132425
0.29293597
0.20211868
0.25471181
0.29597664
0.3078219
""
0.36791977
0.30789727
""
0.28424272
""
""
""
""
""
0.33990332
""
""
""
""
""
0.31709239
0.25078675
0.26859444
0.26355067
0.26161674
0.28833765
0.36411959
0.31530458
0.31136379
0.28046343
0.27763775
0.30087346
0.27920455
0.28573623
0.31202552
0.25583825
0.33034974
0.418033
0.25187603
0.24289773
0.28992093
0.315393
0.28884625
0.30450588
0.27767926
0.29790896
0.31504616
0.33262259
0.33360428
0.31299111
0.31626329
0.30930284
0.2776095
0.31524277
0.29579887
0.23607056
0.25160611
""
""
""
0.3052406
0.37658203
0.25844112
0.31943408
0.30686232
0.32623747
0.35390204
0.25954813
0.3136079
0.31164986
0.31595832
0.32869139
0.39675626
0.30300134
0.44552928
0.29959872
0.3968648
0.40778431
0.42818305
0.37223527
0.25591776
0.28142282
0.27958563
0.26628649
0.30300456
0.33718911
0.27474701
0.33423576
0.41095126
0.3309772
0.32906723
""
0.33450133
""
0.32773551
""
""
0.41477555
""
0.38734499
0.3106313
0.40643346
0.29496631
0.38944066
0.33600891
""
""
""
0.31019461
""
""
0.35876843
""
0.33588213
0.32699582
0.36230445
""
0.32979548
""
""
0.52849388
""
0.43641222
""
0.34943157
0.39407885
0.34564236
0.29590097
0.33460125
0.37220621
0.35865393
0.35611236
0.34371671
""
""
""
0.39492014
0.42661834
0.31807709
0.39388901
0.34318975
0.34587586
0.54194528
""
""
""
""
""
0.46794444
0.39899874
0.36485133
""
""
0.29388052
0.37990209
""
""
0.3033773
0.31892982
0.32644916
0.29997489
0.39164487
0.29372108
