kfr_29_asian_pooled_mean
0.54513258
0.46476501
0.49734068
0.54413652
0.53618097
0.62609708
0.49780899
0.62305969
""
0.51567012
0.53098786
0.53044856
""
0.50015169
0.47065586
0.5647403
""
0.54552639
""
0.54161036
0.53417397
0.5054397
0.53085613
0.54469472
0.57854086
0.68576759
0.52647376
0.53277558
0.5798915
0.48370698
0.55156904
0.62272644
0.57512403
0.58916569
0.51970148
0.50168103
0.56513107
0.51114839
""
""
0.59191978
0.4803524
""
""
""
0.54848129
0.53408158
0.51380008
0.5738402
0.49620742
0.54251355
0.52231848
0.52428824
""
""
0.52693903
0.59548241
""
""
0.53563452
0.51838768
0.55206347
""
0.49330273
0.6815871
0.61332226
""
0.69809562
0.46825865
0.431095
0.53456748
0.58725619
0.63927603
0.58794421
0.51113236
""
0.47069594
0.57961297
""
0.55081779
0.59660608
0.45678237
0.58035785
0.53131855
0.52058077
0.5861485
0.58596861
0.5067271
0.6232627
0.61795193
0.58506858
0.56952435
0.52750057
0.57749879
0.48201513
""
0.51400518
0.56003875
0.53446132
0.55204576
0.5353784
0.55334502
0.56445497
0.55705577
0.54951137
0.54312199
0.53032142
0.54417115
0.56130248
0.53024232
0.56782901
0.57162368
0.56476068
""
0.56507319
0.53285319
0.59002936
""
""
0.52840781
0.56171864
0.51123917
0.5597356
0.53073066
0.55388325
0.55596513
0.5222255
0.49084032
0.58809733
0.59105057
0.53264326
0.53519785
0.52393109
0.53969216
0.47842273
0.52759397
0.5252071
0.54226893
0.60109746
0.58993274
0.56720012
0.54580349
""
0.61159658
0.54459256
""
0.50344986
0.59816653
0.52374512
0.59766501
0.58247769
0.57995868
0.59866631
""
0.5061565
0.52923328
0.53589034
0.56548178
0.69770533
0.67023146
""
0.60187823
0.58161557
0.59802204
""
0.62598455
0.53253186
0.56867617
0.51755762
0.58313823
0.58980626
0.56296092
0.55826479
0.58149356
0.57355469
0.547611
0.57550955
0.53874922
0.48599243
0.55821186
0.55415589
0.48573762
0.58337599
0.45270479
0.55752975
0.59705544
""
0.62043929
0.59325987
""
0.51146668
0.53059751
0.52186966
""
0.47762758
0.52226198
0.52896965
0.55965805
0.56469983
0.60780948
0.56556439
0.53906345
0.56690526
0.51660419
0.58547378
0.56966299
0.57767165
0.6026299
0.6094473
0.59099078
0.57290524
0.5849244
0.5369938
0.55579603
0.61576027
0.56591517
0.58902693
0.59638065
0.54250675
0.57176083
0.46770477
0.56101054
0.50191307
0.5459581
0.56492603
0.57146215
0.59555638
0.60043275
0.61024922
