hours_wk_pooled_male_n
1480.0
589.0
145.0
1845.0
1256.0
207.0
2598.0
215.0
151.0
876.0
1041.0
3745.0
164.0
375.0
974.0
76.0
95.0
899.0
109.0
231.0
1474.0
1827.0
838.0
478.0
3145.0
156.0
570.0
1387.0
3572.0
268.0
356.0
621.0
2819.0
1765.0
348.0
1238.0
282.0
366.0
93.0
102.0
1366.0
268.0
141.0
62.0
182.0
257.0
3810.0
796.0
1974.0
512.0
1113.0
1383.0
755.0
56.0
81.0
1451.0
217.0
95.0
69.0
473.0
283.0
1825.0
132.0
279.0
364.0
325.0
115.0
190.0
276.0
302.0
189.0
323.0
399.0
591.0
315.0
139.0
536.0
351.0
141.0
3205.0
378.0
509.0
303.0
558.0
3432.0
415.0
488.0
820.0
1494.0
950.0
620.0
245.0
268.0
1355.0
254.0
68.0
489.0
1043.0
5811.0
1556.0
1790.0
7911.0
3411.0
1566.0
1548.0
4230.0
1340.0
3065.0
368.0
857.0
684.0
641.0
1936.0
162.0
1646.0
2272.0
1441.0
129.0
78.0
105.0
607.0
277.0
192.0
356.0
242.0
1093.0
1063.0
259.0
195.0
211.0
8377.0
390.0
509.0
214.0
698.0
396.0
1310.0
858.0
138.0
328.0
1044.0
555.0
88.0
164.0
506.0
166.0
1065.0
425.0
273.0
265.0
385.0
2639.0
637.0
149.0
1776.0
1576.0
177.0
1131.0
281.0
440.0
82.0
189.0
864.0
6572.0
91.0
12268.0
601.0
609.0
277.0
1534.0
16407.0
1781.0
735.0
2659.0
765.0
312.0
2034.0
5098.0
658.0
478.0
464.0
577.0
4224.0
455.0
452.0
5916.0
175.0
584.0
1513.0
93.0
282.0
756.0
3642.0
192.0
261.0
636.0
1144.0
1283.0
3085.0
494.0
2572.0
1528.0
623.0
784.0
1492.0
2200.0
4529.0
550.0
886.0
1246.0
866.0
1429.0
251.0
209.0
2298.0
2546.0
1636.0
7861.0
698.0
760.0
449.0
669.0
724.0
434.0
4853.0
1293.0
1389.0
1944.0
8414.0
2867.0
2980.0
1094.0
191.0
815.0
121.0
369.0
174.0
893.0
77.0
398.0
942.0
478.0
508.0
1357.0
494.0
372.0
697.0
3707.0
646.0
1128.0
7053.0
1494.0
1071.0
194.0
984.0
576.0
399.0
2993.0
884.0
2955.0
1165.0
1994.0
4153.0
4026.0
2352.0
23927.0
3137.0
13731.0
15117.0
1859.0
1307.0
457.0
102.0
1006.0
168.0
313.0
2090.0
1066.0
421.0
860.0
3775.0
""
""
10818.0
3406.0
387.0
1738.0
8155.0
474.0
371.0
236.0
135.0
328.0
683.0
445.0
603.0
306.0
1017.0
680.0
1646.0
10796.0
392.0
956.0
1400.0
488.0
450.0
414.0
546.0
1121.0
191.0
781.0
1026.0
672.0
1084.0
2783.0
1447.0
489.0
2615.0
1814.0
1318.0
965.0
2578.0
907.0
408.0
516.0
861.0
1550.0
690.0
635.0
1587.0
364.0
2389.0
2238.0
6099.0
626.0
21507.0
2451.0
368.0
518.0
7688.0
145.0
426.0
1105.0
1468.0
655.0
156.0
324.0
263.0
174.0
213.0
567.0
408.0
496.0
92.0
770.0
969.0
143.0
628.0
250.0
398.0
629.0
152.0
1596.0
""
70.0
280.0
274.0
139.0
86.0
59.0
174.0
123.0
559.0
""
26.0
""
109.0
45.0
51.0
367.0
58.0
""
""
22.0
48.0
""
29.0
21.0
36.0
67.0
134.0
104.0
130.0
200.0
86.0
909.0
252.0
176.0
114.0
30.0
40.0
251.0
793.0
190.0
291.0
654.0
936.0
98.0
211.0
""
1020.0
735.0
78.0
60.0
32.0
71.0
308.0
160.0
113.0
86.0
63.0
38.0
105.0
""
732.0
443.0
395.0
571.0
363.0
426.0
368.0
592.0
2225.0
227.0
225.0
309.0
689.0
22.0
""
""
""
321.0
400.0
69.0
57.0
326.0
369.0
228.0
146.0
382.0
924.0
144.0
1217.0
236.0
307.0
3376.0
197.0
79.0
""
46.0
72.0
212.0
2278.0
""
26.0
642.0
85.0
50.0
53.0
27.0
63.0
116.0
50.0
23.0
99.0
263.0
256.0
36.0
209.0
""
103.0
1584.0
7150.0
125.0
""
182.0
239.0
410.0
178.0
60.0
44.0
113.0
68.0
62.0
290.0
165.0
123.0
610.0
1208.0
1966.0
367.0
300.0
261.0
231.0
725.0
435.0
5933.0
761.0
423.0
196.0
118.0
998.0
285.0
1519.0
481.0
1096.0
244.0
415.0
1201.0
608.0
1158.0
310.0
3941.0
256.0
121.0
415.0
2556.0
267.0
21.0
155.0
""
371.0
""
330.0
1021.0
289.0
103.0
839.0
237.0
39.0
21.0
""
219.0
238.0
83.0
44.0
149.0
88.0
84.0
111.0
500.0
119.0
47.0
3055.0
122.0
4874.0
116.0
180.0
""
917.0
145.0
50.0
42.0
62.0
31.0
589.0
2200.0
1524.0
485.0
981.0
10899.0
1300.0
430.0
250.0
376.0
82.0
22.0
99.0
147.0
112.0
206.0
85.0
106.0
670.0
35.0
60.0
552.0
80.0
""
90.0
197.0
170.0
907.0
300.0
1102.0
5361.0
8891.0
556.0
1186.0
863.0
685.0
680.0
212.0
48.0
484.0
232.0
334.0
4218.0
348.0
602.0
582.0
361.0
""
1275.0
""
""
48.0
73.0
32.0
48.0
133.0
57.0
85.0
156.0
51.0
""
392.0
105.0
83.0
414.0
42.0
162.0
67.0
162.0
175.0
69.0
""
26.0
603.0
""
41.0
284.0
231.0
206.0
23.0
61.0
423.0
431.0
188.0
61.0
