comcoll_asian_pooled_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053848006
""
""
""
""
""
""
""
0.074536808
""
""
""
0.1293994
""
0.10207235
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064275011
""
""
""
""
""
""
""
""
""
""
0.27338052
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.024365624
""
""
0.055900361
""
""
""
0.12464087
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.077918701
""
""
""
""
""
0.10646636
""
""
""
""
""
""
""
""
""
0.01073646
""
""
0.13849677
""
""
0.015189056
""
0.08646962
0.031666357
""
0.24112761
0.11191261
""
0.033795599
0.074811384
""
""
0.0053495686
0.12819079
0.054347519
""
""
0.11530954
""
""
0.044284124
0.056570578
""
0.0088780485
0.061135121
""
0.023893064
0.015420511
""
0.017651066
0.012807996
0.015766058
0.030420616
0.073309898
0.013366504
0.052237589
0.0089750597
0.070539802
0.23066506
""
""
0.021326307
0.055332359
0.048694778
0.11318491
""
""
0.068675153
""
0.022639696
0.058784313
0.27044994
0.070516653
""
0.041527864
""
""
""
0.064563133
0.15019087
""
""
""
""
""
""
""
""
0.068909958
""
0.077774204
""
""
0.04821939
""
""
""
""
""
""
""
""
0.050304521
""
""
""
""
0.11233228
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.031975545
0.03422251
0.12337305
0.12379792
0.041995686
0.081808746
0.097248718
""
0.11876673
0.044386737
0.15760648
0.0642308
0.067924857
""
0.12956655
""
0.080403835
0.029079944
""
""
""
0.062690742
""
""
""
""
0.039806392
0.088054799
""
""
""
""
""
""
""
""
""
""
""
0.03557118
""
""
""
""
""
0.13673258
0.085733369
0.067061916
""
""
""
0.097986333
0.17228901
""
0.032227188
""
""
0.091288462
""
0.040864453
0.1215823
0.050052349
0.082247205
0.054721642
0.067895688
""
""
0.12755652
""
0.15632866
0.04703268
""
""
""
""
0.08513172
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.066387497
""
""
""
""
""
0.064811505
""
0.038571689
""
""
0.054311614
""
""
""
""
""
""
""
0.044772502
""
""
""
""
""
""
""
""
""
""
""
0.10997646
""
""
""
0.03679781
""
""
""
""
""
""
0.040282719
""
""
""
""
""
""
""
0.12366919
0.13312043
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10648198
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11286439
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037364468
0.011366271
0.056931648
0.039868522
0.094184853
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
