wgflx_rk_black_pooled_n
44.0
46.0
69.0
""
""
24.0
45.0
100.0
68.0
""
""
22.0
43.0
""
""
36.0
31.0
""
""
28.0
""
""
64.0
98.0
""
43.0
31.0
66.0
""
""
""
39.0
32.0
37.0
208.0
""
1024.0
""
28.0
""
89.0
34.0
48.0
77.0
222.0
49.0
""
""
565.0
26.0
424.0
64.0
30.0
38.0
51.0
""
65.0
""
47.0
32.0
94.0
41.0
172.0
""
""
29.0
""
""
""
83.0
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
421.0
""
""
96.0
""
""
""
""
30.0
21.0
""
""
""
""
""
""
35.0
""
""
""
""
27.0
""
25.0
""
102.0
""
""
33.0
""
36.0
""
""
28.0
""
""
26.0
""
""
""
""
""
165.0
""
""
""
20.0
""
""
""
20.0
""
""
54.0
60.0
""
""
24.0
""
50.0
""
60.0
""
""
""
""
""
456.0
""
49.0
""
""
""
30.0
""
""
""
48.0
""
""
""
""
""
593.0
""
""
""
""
""
320.0
""
""
131.0
""
""
""
""
102.0
""
""
""
2589.0
""
22.0
""
""
35.0
""
""
49.0
""
""
199.0
""
""
374.0
393.0
""
592.0
523.0
173.0
116.0
""
116.0
44.0
210.0
""
""
""
""
221.0
25.0
38.0
""
""
""
""
""
65.0
""
""
58.0
""
181.0
""
""
""
""
""
""
""
""
""
""
""
""
""
242.0
""
""
""
""
165.0
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
360.0
362.0
""
21.0
258.0
44.0
""
""
134.0
418.0
95.0
1261.0
113.0
""
80.0
""
127.0
1243.0
""
33.0
""
53.0
42.0
32.0
""
""
673.0
206.0
21.0
""
93.0
""
""
""
""
""
""
31.0
20.0
530.0
""
26.0
51.0
20.0
""
57.0
130.0
247.0
""
""
""
66.0
82.0
24.0
1583.0
""
""
70.0
""
543.0
68.0
642.0
45.0
269.0
265.0
32.0
25.0
98.0
25.0
56.0
166.0
""
""
""
""
135.0
""
""
""
""
