wgflx_rk_other_female_n
""
""
""
21.0
""
""
34.0
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
62.0
""
""
50.0
""
""
31.0
100.0
""
""
""
50.0
52.0
""
20.0
""
""
""
""
""
""
""
""
""
""
72.0
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
43.0
""
""
26.0
27.0
""
""
""
""
""
""
""
""
""
98.0
""
28.0
118.0
67.0
""
30.0
82.0
""
53.0
""
""
""
""
28.0
""
31.0
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
136.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
65.0
""
""
""
""
""
""
""
""
134.0
""
375.0
""
""
""
""
242.0
39.0
""
31.0
""
""
36.0
62.0
""
""
""
""
57.0
""
""
54.0
""
""
25.0
""
""
22.0
51.0
""
""
""
""
""
44.0
""
34.0
21.0
""
""
""
25.0
53.0
""
""
""
""
""
""
""
""
26.0
38.0
107.0
""
""
""
""
""
""
72.0
""
""
""
98.0
31.0
28.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
39.0
""
""
93.0
""
""
""
""
""
""
39.0
""
22.0
""
26.0
53.0
38.0
44.0
500.0
54.0
226.0
241.0
21.0
29.0
""
""
""
""
""
39.0
""
""
""
85.0
""
""
212.0
41.0
""
32.0
151.0
""
""
""
""
""
""
""
""
""
""
""
""
206.0
""
23.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
27.0
""
27.0
28.0
73.0
""
318.0
27.0
""
""
93.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
154.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
31.0
25.0
""
""
""
""
21.0
""
89.0
""
""
""
""
""
""
""
""
31.0
""
""
54.0
54.0
35.0
""
165.0
20.0
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
167.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
74.0
138.0
""
""
""
""
39.0
""
""
""
""
""
149.0
29.0
""
""
""
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
824.0
37.0
117.0
""
""
""
""
""
56.0
""
187.0
""
59.0
""
""
""
""
""
""
122.0
""
""
23.0
""
""
""
""
""
""
""
28.0
98.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
64.0
41.0
74.0
43.0
315.0
252.0
""
""
""
39.0
59.0
552.0
158.0
""
""
273.0
""
46.0
1148.0
""
""
""
""
43.0
""
""
182.0
""
74.0
""
""
20.0
""
""
""
""
""
""
""
""
498.0
