stayhome_black_male_n
404.0
146.0
""
1299.0
2497.0
526.0
6212.0
71.0
27.0
2199.0
1676.0
9587.0
""
168.0
1066.0
""
""
592.0
""
848.0
5666.0
6014.0
1834.0
2385.0
8494.0
757.0
1885.0
4046.0
11300.0
847.0
1543.0
1124.0
9542.0
6031.0
1828.0
2845.0
1165.0
1373.0
568.0
703.0
7613.0
1390.0
492.0
100.0
910.0
1352.0
14952.0
1546.0
7837.0
1637.0
2533.0
4089.0
2787.0
206.0
252.0
6368.0
683.0
82.0
118.0
2148.0
908.0
4471.0
313.0
195.0
29.0
110.0
""
27.0
55.0
25.0
1229.0
1716.0
2483.0
1732.0
809.0
79.0
1429.0
350.0
344.0
15714.0
1778.0
368.0
69.0
534.0
5796.0
252.0
282.0
1655.0
2788.0
577.0
577.0
62.0
37.0
2085.0
26.0
""
228.0
955.0
7367.0
2406.0
1524.0
24951.0
6992.0
1369.0
1719.0
7934.0
1645.0
7836.0
690.0
884.0
1363.0
3074.0
8429.0
917.0
6047.0
4781.0
6227.0
420.0
268.0
420.0
2021.0
626.0
718.0
1488.0
857.0
4302.0
4190.0
631.0
867.0
806.0
33211.0
1199.0
1241.0
451.0
531.0
1159.0
3199.0
4146.0
708.0
1418.0
3096.0
701.0
371.0
593.0
2504.0
627.0
1634.0
1679.0
1375.0
1298.0
215.0
8484.0
2884.0
926.0
3004.0
5285.0
635.0
4637.0
510.0
140.0
24.0
""
1534.0
18925.0
351.0
35589.0
32.0
""
""
355.0
27000.0
1193.0
33.0
1328.0
53.0
22.0
1321.0
2451.0
36.0
""
20.0
20.0
4188.0
100.0
120.0
6598.0
54.0
30.0
1581.0
30.0
113.0
786.0
4516.0
24.0
159.0
191.0
176.0
492.0
2499.0
72.0
2422.0
440.0
37.0
246.0
831.0
1491.0
6875.0
78.0
212.0
406.0
119.0
560.0
""
25.0
4271.0
983.0
1015.0
11330.0
90.0
143.0
147.0
101.0
149.0
71.0
5984.0
466.0
115.0
158.0
4784.0
1963.0
549.0
1150.0
""
140.0
""
260.0
""
434.0
""
""
237.0
132.0
372.0
597.0
76.0
209.0
1150.0
1543.0
48.0
215.0
5464.0
276.0
73.0
""
307.0
41.0
38.0
1202.0
56.0
672.0
197.0
671.0
958.0
2042.0
1774.0
56516.0
2102.0
20880.0
27450.0
3392.0
2642.0
699.0
212.0
49.0
""
""
186.0
71.0
""
61.0
1561.0
""
""
7389.0
391.0
27.0
1050.0
8329.0
72.0
""
""
""
""
""
""
""
""
46.0
29.0
75.0
4647.0
""
""
130.0
26.0
20.0
""
31.0
400.0
""
152.0
166.0
28.0
39.0
97.0
93.0
""
53.0
64.0
84.0
24.0
600.0
34.0
44.0
""
345.0
1202.0
111.0
115.0
730.0
41.0
1044.0
1259.0
6930.0
584.0
38355.0
1324.0
322.0
35.0
13930.0
65.0
62.0
684.0
723.0
160.0
""
""
""
""
35.0
287.0
332.0
291.0
41.0
160.0
451.0
30.0
441.0
64.0
833.0
244.0
""
76.0
""
""
82.0
54.0
""
""
""
""
""
""
""
""
""
""
""
""
93.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
99.0
""
""
""
""
""
""
""
""
""
81.0
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
22.0
""
""
""
48.0
674.0
""
""
""
101.0
""
""
""
""
""
107.0
""
""
27.0
""
""
""
""
115.0
""
261.0
""
""
2156.0
""
""
""
""
""
""
1576.0
""
""
92.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
120.0
3800.0
""
""
23.0
21.0
67.0
""
""
""
""
""
""
66.0
""
""
608.0
690.0
1457.0
48.0
41.0
24.0
23.0
183.0
347.0
7532.0
154.0
77.0
""
""
666.0
""
215.0
26.0
125.0
""
85.0
368.0
311.0
125.0
81.0
2235.0
165.0
""
108.0
1173.0
151.0
""
""
""
79.0
""
136.0
732.0
157.0
37.0
399.0
65.0
""
""
""
99.0
23.0
""
""
51.0
""
""
""
310.0
120.0
37.0
3180.0
""
3860.0
41.0
32.0
""
523.0
32.0
""
""
""
""
""
141.0
584.0
744.0
1034.0
23234.0
3448.0
796.0
469.0
196.0
""
""
""
39.0
""
61.0
32.0
41.0
389.0
""
""
473.0
""
""
51.0
60.0
""
1237.0
428.0
2563.0
7067.0
16812.0
609.0
1699.0
1663.0
1326.0
1096.0
159.0
""
168.0
48.0
75.0
3941.0
34.0
281.0
845.0
145.0
""
683.0
""
""
""
""
""
""
""
""
""
""
""
""
269.0
""
""
68.0
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
20.0
""
""
28.0
""
1200.0
""
27.0
""
36.0
""
""
""
627.0
""
3875.0
""
1069.0
38.0
""
26.0
78.0
""
41.0
23.0
""
""
138.0
""
""
""
""
""
""
""
63.0
539.0
21.0
52.0
""
""
""
""
""
""
49.0
""
""
51.0
33.0
30.0
""
32.0
707.0
981.0
1455.0
235.0
4740.0
2160.0
""
""
""
325.0
236.0
11202.0
3803.0
""
""
4618.0
192.0
417.0
29441.0
""
""
21.0
""
222.0
""
47.0
1591.0
""
264.0
""
88.0
127.0
""
""
24.0
""
""
""
46.0
""
5191.0
