kir_native_natam_male_p25
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54644984
""
""
""
""
0.38937628
""
""
""
0.47139344
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36816898
0.30852833
""
""
0.34622261
0.44239259
""
""
0.36874145
0.49119657
0.50845075
""
0.31827712
""
0.53812885
0.28154224
0.31908223
0.3120226
""
0.29766345
0.51731247
""
""
""
""
""
0.39977491
0.37518513
""
0.44648921
0.39703184
0.29379264
""
0.31276503
0.34763473
0.27337515
0.36823601
0.33474225
0.30803901
""
""
""
""
""
""
0.47864449
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51868778
""
""
""
""
""
0.41703498
""
""
""
0.45180017
""
""
0.48468211
""
""
0.31941333
""
""
0.38512394
""
0.36518002
""
0.39193985
0.4506084
""
""
""
0.38320339
""
""
""
0.36293656
""
""
""
""
""
""
0.40750542
""
""
0.47826326
0.37984446
""
0.40622824
0.39042559
""
0.45008287
""
""
0.46745497
0.4552941
""
0.34179339
""
""
0.44886696
0.29768705
0.20319541
""
""
""
0.38278347
""
""
""
""
0.33774796
""
0.56408364
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31150714
""
""
""
""
0.38739315
""
""
""
""
""
""
""
""
0.38598183
""
""
""
""
""
""
""
""
""
""
""
0.30838406
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40248042
0.44183856
""
""
""
""
""
""
""
""
0.32343125
0.28932428
""
""
""
""
""
""
""
""
""
""
""
0.172241
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46288985
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33492294
""
0.40252629
""
""
0.22642109
""
""
""
""
""
""
""
0.43930373
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37068996
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38998741
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
