staycz_asian_male_p1
0.57013887
0.64644927
""
0.55102634
0.48226777
""
0.65312624
""
""
0.61069596
0.52079046
0.68950027
""
0.50842059
0.66202998
""
""
0.52611601
""
""
0.57416189
0.47390479
0.51124084
0.38697532
0.60020357
""
0.31033611
0.43551934
0.66599739
0.62183374
0.7429803
0.53261864
0.63673031
0.50905466
0.47073153
0.56266588
""
0.30699617
""
""
0.4934229
""
""
""
""
0.43090564
0.59705472
0.5233857
0.62929583
0.44117218
0.43464565
0.67389995
0.4809424
""
""
0.60577118
""
""
""
0.40710559
0.39841849
0.5422582
""
""
""
0.4888047
""
""
""
""
0.50667208
""
0.25911218
0.48552516
""
""
0.59879565
0.58783507
""
0.60572809
0.3386299
0.58810729
""
0.4812884
0.74263334
0.52441955
0.58279967
0.57775342
0.53422618
0.44981909
0.49017987
""
0.76649833
0.57424575
""
""
0.39004135
0.43256232
0.72630274
0.53587323
0.53638673
0.6518411
0.55838257
0.55216813
0.50126374
0.66313338
0.50899553
0.7229557
0.39540246
0.44147912
0.38671389
0.49727145
0.51849729
""
0.64662522
0.61086655
0.47253835
""
""
0.54407835
0.43749228
0.63477808
0.21973003
0.41040152
0.25358218
0.6376543
0.46680576
0.3844187
0.19233401
0.5416432
0.73552424
0.47117376
0.58178025
0.45496023
0.57027322
0.49371877
0.52868098
0.56255615
0.24991977
0.51355785
0.45243782
0.54006481
""
""
0.44837403
""
0.54453182
0.39587474
0.34001079
0.13189739
""
0.60489416
0.48309362
""
0.61394155
0.55934995
""
0.49865004
""
0.44649568
""
""
0.69578177
0.68942499
""
0.7841236
0.65787023
0.16900869
""
0.52878183
0.64016581
0.45402592
0.34079686
0.39035192
0.47331226
""
0.42300516
0.614173
0.32788408
0.24855322
""
0.41974241
0.54890251
0.83576781
0.58090824
0.60984904
""
0.86557436
0.49035531
""
""
0.58064812
0.628438
""
""
0.5460586
0.55948675
0.21103127
0.54606783
0.26728532
0.42242631
0.50951159
0.68191797
0.47619995
