staytract_pooled_male_n
2996.0
6960.0
1273.0
858.0
2333.0
495.0
1231.0
6286.0
1929.0
971.0
1750.0
630.0
1354.0
569.0
627.0
2511.0
2642.0
652.0
396.0
1710.0
577.0
3553.0
3015.0
2515.0
2477.0
3627.0
1768.0
4790.0
846.0
1241.0
1220.0
561.0
721.0
943.0
5022.0
2237.0
32502.0
588.0
3924.0
1777.0
4551.0
3219.0
690.0
1037.0
13203.0
1080.0
1152.0
3805.0
19920.0
942.0
12818.0
5842.0
533.0
920.0
1333.0
955.0
2869.0
3104.0
7693.0
549.0
4040.0
2035.0
7722.0
2771.0
660.0
588.0
1067.0
67.0
72.0
15151.0
388.0
22.0
59.0
104.0
4981.0
29.0
60.0
1645.0
1772.0
610.0
642.0
221.0
45.0
2318.0
264.0
170.0
178.0
57.0
199.0
503.0
""
189.0
244.0
60.0
""
198.0
1443.0
6073.0
5421.0
1948.0
1428.0
389.0
528.0
134442.0
7766.0
3548.0
37582.0
7244.0
2076.0
7150.0
7121.0
1016.0
1017.0
1667.0
8062.0
1683.0
577.0
199.0
1129.0
760.0
1070.0
830.0
1173.0
371.0
1152.0
1032.0
3673.0
2976.0
3041.0
980.0
390.0
899.0
967.0
4145.0
814.0
528.0
4171.0
756.0
1871.0
1167.0
1622.0
671.0
1971.0
387.0
726.0
4652.0
1129.0
283.0
800.0
508.0
527.0
564.0
1074.0
3361.0
626.0
559.0
2286.0
2880.0
524.0
330.0
499.0
434.0
1520.0
431.0
1228.0
408.0
1172.0
973.0
2687.0
319.0
19808.0
903.0
1314.0
4602.0
473.0
307.0
6498.0
707.0
710.0
481.0
2492.0
818.0
7113.0
3209.0
348.0
865.0
61802.0
52.0
1450.0
9287.0
1399.0
748.0
45810.0
1341.0
8087.0
39012.0
1277.0
5260.0
8950.0
826.0
35902.0
6790.0
1947.0
1313.0
374708.0
6765.0
8798.0
827.0
3851.0
11896.0
382.0
212.0
19327.0
6055.0
4649.0
114701.0
13695.0
611.0
79799.0
58841.0
3330.0
93388.0
119568.0
24761.0
30682.0
11015.0
30448.0
17089.0
70787.0
11652.0
8594.0
94.0
2099.0
23894.0
19966.0
24706.0
4809.0
3084.0
262.0
19486.0
2488.0
38788.0
7798.0
3645.0
21247.0
833.0
31586.0
350.0
201.0
309.0
12055.0
3162.0
712.0
43.0
347.0
236.0
86.0
161.0
183.0
1436.0
25425.0
22.0
10336.0
586.0
1303.0
31536.0
2285.0
2352.0
178.0
124.0
474.0
""
339.0
38.0
30622.0
69.0
408.0
364.0
2166.0
12975.0
774.0
216.0
1160.0
6789.0
""
1017.0
1200.0
1959.0
1700.0
1181.0
157.0
841.0
271.0
339.0
801.0
7289.0
405.0
747.0
353.0
175.0
""
89.0
156.0
199.0
1270.0
319.0
10049.0
638.0
34135.0
35652.0
8263.0
6660.0
32907.0
12265.0
6220.0
5316.0
6871.0
23579.0
6878.0
22545.0
8982.0
1145.0
9131.0
1182.0
24100.0
72823.0
545.0
6701.0
5162.0
10204.0
9016.0
2634.0
1077.0
436.0
41702.0
15940.0
2940.0
363.0
2342.0
615.0
320.0
523.0
492.0
843.0
1576.0
6705.0
3636.0
49181.0
847.0
5209.0
2167.0
644.0
248.0
10225.0
20163.0
10295.0
1515.0
268.0
780.0
12279.0
11650.0
5699.0
99137.0
3742.0
3206.0
10655.0
2071.0
47743.0
11806.0
47089.0
16818.0
36977.0
23910.0
2890.0
6949.0
10991.0
7377.0
13889.0
22760.0
1745.0
1677.0
813.0
542.0
21256.0
1236.0
2045.0
1020.0
792.0
225.0
475.0
95.0
1906.0
691.0
2380.0
4073.0
999.0
726.0
7829.0
486.0
464.0
864.0
1463.0
2132.0
1182.0
1073.0
96.0
2530.0
422.0
4597.0
2730.0
382.0
12327.0
1543.0
1086.0
7686.0
4060.0
123.0
16116.0
284.0
27852.0
1626.0
1826.0
6452.0
740.0
5015.0
573.0
1146.0
610.0
827.0
1141.0
35357.0
769.0
475.0
5566.0
6205.0
485.0
128.0
2024.0
987.0
966.0
440.0
738.0
6597.0
3567.0
4493.0
916.0
36361.0
946.0
107.0
3688.0
2242.0
903.0
765.0
30146.0
1358.0
6993.0
370.0
1253.0
1279.0
999.0
604.0
7854.0
7312.0
535.0
2270.0
669.0
618.0
687.0
364.0
336.0
1370.0
826.0
326.0
2227.0
1538.0
3951.0
371.0
368.0
4776.0
1019.0
1093.0
316.0
573.0
1104.0
329.0
969.0
231.0
1154.0
1210.0
277.0
835.0
1811.0
11050.0
3364.0
1537.0
519.0
4375.0
1292.0
1118.0
887.0
706.0
1895.0
332.0
995.0
71.0
421.0
301.0
11840.0
3812.0
116.0
756.0
375.0
3337.0
1160.0
192.0
1404.0
270.0
83.0
714.0
266.0
423.0
406.0
2111.0
1975.0
1339.0
312.0
282.0
3216.0
444.0
490.0
631.0
1410.0
3450.0
3064.0
1792.0
271.0
1035.0
1306.0
122.0
146.0
873.0
4522.0
311.0
532.0
429.0
1267.0
5022.0
41780.0
1806.0
5193.0
15611.0
137.0
4988.0
451.0
434.0
3260.0
238.0
312.0
1834.0
6323.0
412.0
129.0
24.0
8076.0
487.0
1554.0
37.0
343.0
123.0
1725.0
860.0
683.0
1117.0
874.0
722.0
1609.0
1362.0
5661.0
1472.0
432.0
128.0
263.0
1663.0
1369.0
2227.0
325.0
470.0
1379.0
528.0
510.0
214.0
4183.0
205.0
639.0
3336.0
427.0
749.0
2584.0
240.0
1726.0
139.0
861.0
737.0
7218.0
1671.0
839.0
738.0
2025.0
2394.0
214143.0
983.0
536.0
4398.0
948.0
1160.0
47596.0
962.0
343.0
1887.0
963.0
840.0
1853.0
1787.0
227.0
752.0
2429.0
376.0
1071.0
161.0
259.0
