grad_pooled_pooled_n
365.0
730.0
195.0
88.0
326.0
50.0
158.0
762.0
252.0
127.0
208.0
80.0
157.0
71.0
83.0
404.0
318.0
74.0
42.0
292.0
87.0
471.0
470.0
249.0
349.0
392.0
202.0
627.0
106.0
151.0
189.0
59.0
88.0
170.0
1119.0
344.0
3763.0
71.0
487.0
235.0
520.0
375.0
91.0
120.0
1575.0
115.0
130.0
627.0
2309.0
125.0
1507.0
745.0
67.0
107.0
212.0
111.0
285.0
329.0
956.0
53.0
474.0
271.0
860.0
348.0
90.0
57.0
147.0
23.0
""
1908.0
181.0
""
""
41.0
631.0
""
""
240.0
263.0
107.0
93.0
124.0
""
346.0
129.0
84.0
88.0
""
44.0
85.0
""
26.0
26.0
""
""
62.0
240.0
739.0
744.0
250.0
182.0
64.0
77.0
16319.0
855.0
491.0
4611.0
724.0
236.0
874.0
810.0
180.0
140.0
200.0
1017.0
247.0
90.0
25.0
153.0
96.0
143.0
125.0
166.0
62.0
134.0
154.0
502.0
394.0
353.0
122.0
55.0
105.0
107.0
557.0
122.0
83.0
453.0
117.0
237.0
132.0
239.0
87.0
296.0
54.0
113.0
522.0
147.0
43.0
145.0
66.0
67.0
100.0
178.0
414.0
105.0
73.0
289.0
375.0
78.0
48.0
75.0
67.0
185.0
69.0
143.0
62.0
165.0
140.0
333.0
53.0
2219.0
142.0
164.0
587.0
76.0
65.0
806.0
87.0
108.0
71.0
309.0
117.0
902.0
424.0
49.0
104.0
7272.0
""
177.0
1208.0
173.0
84.0
5334.0
171.0
980.0
4492.0
183.0
692.0
922.0
129.0
4009.0
798.0
206.0
192.0
46023.0
712.0
1152.0
94.0
480.0
1399.0
52.0
27.0
2208.0
837.0
561.0
14176.0
1694.0
85.0
9097.0
7127.0
397.0
10401.0
13886.0
2988.0
3533.0
1313.0
3791.0
1992.0
8805.0
1346.0
1064.0
""
328.0
2846.0
2437.0
2941.0
610.0
403.0
29.0
2248.0
284.0
4763.0
955.0
452.0
2673.0
119.0
4122.0
42.0
45.0
64.0
1586.0
483.0
90.0
""
31.0
56.0
""
