kfr_native_white_female_mean
0.49368197
0.47465968
0.44306105
0.52562451
0.57175195
0.53160131
0.54881531
0.53206044
0.48874918
0.54230851
0.50462174
0.57736385
0.51035345
0.49555072
0.52918404
0.49179977
0.50588566
0.53036767
0.48053068
0.51390994
0.52294093
0.5217703
0.53598046
0.58911109
0.60777479
0.49973044
0.55150843
0.54902303
0.5752098
0.54312891
0.54742467
0.58002526
0.61166686
0.5954864
0.57556915
0.5297581
0.54648793
0.5451439
0.55810326
0.621306
0.59206349
0.54352432
0.55868119
0.55174297
0.57095748
0.61397058
0.59466004
0.60515845
0.6067549
0.55131686
0.56943053
0.58068126
0.55741155
0.49282944
0.54015857
0.57482773
0.57735628
0.57140011
0.5170272
0.53213698
0.56761611
0.55125839
0.5364337
0.52328455
0.46528342
0.49451101
0.47018629
0.45633563
0.48508903
0.47652057
0.53055418
0.53612351
0.58721983
0.5564211
0.51477981
0.50163531
0.53434455
0.50358665
0.4976317
0.58634317
0.55299848
0.53333557
0.50736344
0.52650821
0.56015486
0.52086109
0.5036974
0.52721334
0.55736792
0.51909089
0.52543455
0.47721747
0.5074594
0.53125954
0.4816615
0.49220899
0.50788814
0.4940435
0.53233105
0.51592547
0.53242314
0.59623486
0.56993484
0.54477179
0.52733445
0.5521251
0.51287472
0.53631562
0.48867357
0.48459435
0.54569846
0.55777329
0.57084882
0.53821021
0.55847073
0.54394102
0.55399698
0.5580942
0.4762252
0.50874436
0.53541535
0.503039
0.5095011
0.51570934
0.52289689
0.56862813
0.5499469
0.52389562
0.57963949
0.53506029
0.60874492
0.5187577
0.55417591
0.51078647
0.53548992
0.53027356
0.51993996
0.53310657
0.5711835
0.57766384
0.55963242
0.51216221
0.49740469
0.55825454
0.55853897
0.58539242
0.54776037
0.56340688
0.58560491
0.58705825
0.4957957
0.57988495
0.56739771
0.61437273
0.52194685
0.55104804
0.54166305
0.56706101
0.53651845
0.52472413
0.51556945
0.47860774
0.60514319
0.62862051
0.5686295
0.6659503
0.57693648
0.5664016
0.52239984
0.54203731
0.58477265
0.58855414
0.53728247
0.56467068
0.5241558
0.53402716
0.55736256
0.5705353
0.54265338
0.52304745
0.53211689
0.51677573
0.55258054
0.50415456
0.50437534
0.58321923
0.47895345
0.5618515
0.53155494
0.49644014
0.50607359
0.5177235
0.57409441
0.51454663
0.55073702
0.54985774
0.55662739
0.60045189
0.57869887
0.5750525
0.56408423
0.54266214
0.55587512
0.53728312
0.50983757
0.57277668
0.5650081
0.53592706
0.54097348
0.55886573
0.53137612
0.59018636
0.56374747
0.53992271
0.6048637
0.55378777
0.55132377
0.58758485
0.53606325
0.51460785
0.55542082
0.56121296
0.48546395
0.49845126
0.56778193
0.53154868
0.56713867
0.57110858
0.60940892
0.56152689
0.55686843
0.5523659
0.51269364
0.55047917
0.54662907
0.52597314
0.48696259
0.54032665
0.53013408
0.4966633
0.50709051
0.55668098
0.53477788
0.55384004
0.53107667
0.58120859
0.5653851
0.58013099
0.55849642
0.56517023
0.59692997
0.55065304
0.54598826
0.57130361
0.54866916
0.54789865
0.53491515
0.59773761
0.57205617
0.58143705
0.56152636
0.62108207
0.60411638
0.59745812
0.61932093
0.69171453
0.64365023
0.68891424
0.64314789
0.59874988
0.55171782
0.57984501
0.55501932
0.5109219
0.48185489
0.53213632
0.54389453
0.57897919
0.54299456
0.57098293
0.60475242
0.5987289
0.56896424
0.64455336
0.59569103
0.56416631
0.59614503
0.6474992
0.56000072
0.57998884
0.58481061
0.56977749
0.56115061
0.57292646
0.58083129
0.64600617
0.65641832
0.64406598
0.62989908
0.64012903
0.6424455
0.58550668
0.58215141
0.63630813
0.61748743
0.62560695
0.63214892
0.60933006
0.62728757
0.61954248
0.61421996
0.61710435
0.5910486
0.61373025
0.61310071
0.61560488
0.58513844
0.60401416
0.60282367
0.59996367
0.61446691
0.6149686
0.63852453
0.55519176
0.57866788
0.60248208
0.58588994
0.57926816
0.55904752
0.60455227
0.600649
0.59030211
0.59188056
0.62684917
0.59362048
0.65823013
0.5813483
0.51968127
0.52092797
