stayhome_asian_pooled_n
28.0
38.0
""
""
""
""
""
75.0
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
66.0
22.0
""
23.0
""
42.0
""
""
""
""
""
""
66.0
""
397.0
""
30.0
""
119.0
28.0
""
""
425.0
""
""
26.0
428.0
""
211.0
60.0
""
""
""
""
""
24.0
139.0
""
21.0
""
75.0
""
""
""
""
23.0
""
1116.0
""
""
""
""
149.0
""
""
104.0
21.0
57.0
131.0
""
""
29.0
""
""
""
""
""
29.0
""
""
""
""
""
""
""
153.0
61.0
25.0
""
""
""
4338.0
94.0
26.0
1021.0
105.0
26.0
73.0
133.0
""
""
""
160.0
""
""
""
""
""
""
""
""
""
""
""
25.0
72.0
23.0
""
""
""
""
33.0
""
""
54.0
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
44.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
48.0
""
342.0
""
""
51.0
26.0
""
439.0
""
""
""
26.0
""
184.0
22.0
""
""
17941.0
""
""
342.0
25.0
""
8679.0
41.0
237.0
4033.0
62.0
152.0
147.0
""
1952.0
417.0
36.0
""
70300.0
167.0
677.0
""
58.0
1049.0
""
""
1703.0
443.0
54.0
25131.0
672.0
""
5327.0
8722.0
103.0
7261.0
16806.0
15055.0
4614.0
397.0
10630.0
1037.0
24309.0
477.0
223.0
""
35.0
4892.0
1013.0
1601.0
711.0
54.0
""
863.0
38.0
3414.0
664.0
292.0
1074.0
""
1696.0
""
""
""
496.0
167.0
""
""
""
""
""
""
""
""
1055.0
""
343.0
""
""
962.0
""
28.0
""
""
""
""
""
""
1188.0
""
""
""
""
249.0
""
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
142.0
""
1966.0
1531.0
198.0
217.0
1209.0
505.0
188.0
67.0
186.0
938.0
137.0
779.0
353.0
""
260.0
""
659.0
2850.0
""
119.0
103.0
374.0
127.0
29.0
22.0
""
1873.0
616.0
76.0
""
""
""
""
""
""
""
""
95.0
89.0
1662.0
""
81.0
21.0
""
""
219.0
362.0
288.0
""
""
""
218.0
196.0
92.0
2363.0
70.0
34.0
391.0
27.0
2564.0
362.0
1386.0
407.0
1506.0
465.0
36.0
112.0
203.0
171.0
249.0
881.0
""
""
""
""
408.0
""
25.0
""
""
""
""
""
37.0
""
128.0
54.0
""
""
130.0
""
""
""
""
22.0
""
""
""
53.0
""
56.0
40.0
""
305.0
37.0
""
131.0
113.0
""
1077.0
""
1331.0
""
""
408.0
""
64.0
""
21.0
""
""
""
2068.0
""
""
55.0
98.0
""
""
20.0
""
""
""
""
217.0
65.0
110.0
""
1449.0
""
""
34.0
33.0
""
""
3278.0
70.0
148.0
""
""
""
""
""
257.0
158.0
""
53.0
""
""
""
""
""
""
""
""
31.0
22.0
94.0
""
""
95.0
""
""
""
""
""
""
""
""
""
""
""
""
""
268.0
31.0
35.0
""
47.0
""
""
""
""
""
""
""
""
""
""
256.0
100.0
""
""
""
43.0
""
""
25.0
""
""
""
""
""
""
32.0
25.0
24.0
""
""
30.0
""
""
""
""
23.0
52.0
""
""
""
""
""
""
""
73.0
""
""
""
""
904.0
12450.0
534.0
1860.0
380.0
""
55.0
""
""
26.0
""
""
""
66.0
""
""
""
79.0
""
""
""
""
""
43.0
""
""
""
""
""
""
""
55.0
32.0
""
""
""
""
""
20.0
""
""
""
""
""
""
58.0
""
""
38.0
""
""
33.0
""
""
""
""
""
363.0
""
""
""
""
39.0
17194.0
""
""
76.0
""
""
6537.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
22.0
""
""
""
942.0
87.0
77.0
41.0
2403.0
101.0
""
26.0
24.0
""
34.0
388.0
138.0
45.0
""
148.0
34.0
""
""
""
""
""
""
""
23.0
""
""
240.0
""
""
""
""
""
""
""
""
127.0
268.0
""
184.0
""
""
""
""
50.0
69.0
""
88.0
""
""
""
""
""
47.0
1317.0
45.0
481.0
""
""
372.0
95.0
""
""
21.0
""
""
26.0
60.0
""
""
""
""
""
""
21.0
67.0
""
185.0
""
48.0
""
""
""
""
43.0
""
393.0
33.0
""
99.0
""
57.0
23.0
25.0
""
""
""
""
83.0
""
53.0
""
431.0
64.0
""
55.0
