coll_pooled_female_mean
0.35840213
0.42423305
0.289772
0.25860503
0.26895773
0.23542231
0.26982224
0.37572682
0.26566678
0.25392252
0.31051087
0.37904042
0.37651783
0.27521026
0.39971894
0.43626603
0.32678536
0.30719233
0.31281406
0.30321172
0.28646812
0.28190285
0.33847886
0.35433146
0.28129733
0.30876553
0.29322505
0.32348996
0.32567665
0.37769353
0.29474005
0.3130137
0.26090834
0.23239034
0.32942146
0.20160405
0.41366884
0.27494928
0.41730949
0.30386874
0.45547569
0.32911712
0.19414282
0.21504684
0.45934191
0.43169916
0.29734203
0.34595761
0.34504214
0.28623351
0.38804507
0.36664122
0.37484777
0.28806436
0.28917006
0.2781626
0.30748209
0.31760594
0.56102931
0.12675872
0.29296386
0.36743638
0.36534733
0.23343886
0.19120251
0.24584003
0.33529428
""
""
0.40522465
0.025557065
""
""
0.11605527
0.38121244
""
""
0.45958805
0.42413902
0.29576626
0.33604053
0.013829649
""
0.26615763
0.093010925
0.043638326
0.039393198
""
0.32397932
0.31286848
""
""
0.16854717
""
""
0.024694391
0.2066807
0.30177519
0.40458542
0.28187335
0.14495972
0.24235341
0.23779079
0.37528345
0.2211111
0.20158209
0.3566443
0.2258552
0.30962828
0.31709856
0.24440195
0.34751463
0.33805323
0.30898303
0.30210519
0.27686885
0.21261334
0.20337713
0.242465
0.33978483
0.44800493
0.26854596
0.25253826
0.20785041
0.42574093
0.33539525
0.35996315
0.2296553
0.27563757
0.2930409
0.23931488
0.42793474
0.39848974
0.41279316
0.30325559
0.16555275
0.35266626
0.20539795
0.23494297
0.29085797
0.28820586
0.25749317
0.32425743
0.20852014
0.23068905
0.34870204
0.19874257
0.30857182
0.23849085
0.31210569
0.20262323
0.23952502
0.28530338
0.33661747
0.25723645
0.15663697
0.25301328
0.2810837
0.2947835
0.2786932
0.24820723
0.22648816
0.35486302
0.14841801
0.26663336
0.26088655
0.25329587
0.33659792
0.34669417
0.32619417
0.41881096
0.30811059
0.23648864
0.32422909
0.23392089
0.26670954
0.35575193
0.30472398
0.22846927
0.38962901
0.34706539
0.19323671
0.33663541
0.34630007
0.16506135
0.41011119
0.50894797
""
0.41378009
0.36930579
0.32696864
0.299265
0.51891488
0.28163961
0.43621624
0.32534406
0.2283363
0.39283687
0.28821707
0.3722451
0.29729274
0.2756696
0.33460358
0.31709865
0.39586246
0.27754915
0.68772709
0.36161083
0.41758287
0.28424999
0.49773061
0.20286207
0.32879737
0.43393037
0.48058665
0.49140891
0.46509245
0.33029458
0.3049705
0.38536173
0.34296218
0.31076461
0.42696279
0.60202754
0.33392552
0.44921154
0.54977638
0.4323025
0.53618324
0.45076731
0.34210524
""
0.3304022
0.38126573
0.44693202
0.30380538
0.33904877
0.29427862
0.39759916
0.28797126
0.38378939
0.43423593
0.45940459
0.27254519
0.27062577
0.49965209
0.52830184
0.39191434
0.4606801
0.343638
0.56631684
0.51825517
0.47495449
""
0.54419881
0.52350241
""
0.66452038
0.41051263
0.27789745
