kfr_black_female_p10
""
0.26727048
0.36080745
""
0.36493611
0.27476537
0.28064048
0.22060169
0.25756168
0.26707518
0.30976468
0.28904831
0.28460172
""
0.26411352
""
0.25850922
0.24262561
0.38989964
0.22568214
0.19763535
0.34492856
0.25595057
0.23809636
""
""
""
""
0.31688204
""
""
0.26227948
""
0.23167223
""
""
""
""
""
""
0.3272202
""
""
0.30210143
0.36838201
0.25468493
0.2784729
0.23140489
0.2477638
0.26315251
0.37659323
0.25199202
""
""
0.21530317
0.28763598
""
""
""
""
""
""
""
""
""
0.35816473
0.30809057
0.30153573
0.2805022
""
0.24244925
0.25059304
0.26553857
0.29749677
""
0.31406248
""
0.29633367
0.27919069
0.31298783
0.27460918
0.29249066
0.38826978
0.31104317
0.29355884
0.1945693
0.30129039
0.28799015
0.26835763
""
0.31205848
0.25670958
0.32427868
0.27314305
0.30118746
""
""
0.34766296
0.33054531
""
0.28151354
""
0.30679911
""
""
""
0.27460387
0.28535354
0.2862334
0.29633081
0.26683515
0.36091885
0.2895695
0.33542177
0.35724711
""
""
""
0.25621542
""
""
0.29200336
0.34009665
""
""
""
0.2119372
0.1842407
""
""
0.29257628
0.24293716
0.34144813
0.36602661
0.43154061
""
0.36486936
0.40121067
0.30678046
0.28758869
0.3150627
0.24241683
0.2826018
0.27478486
""
""
0.20013224
""
0.27221715
""
""
""
""
""
""
0.38657919
""
""
""
0.26928183
0.26402342
0.27125224
0.43727571
0.3769466
0.29735503
0.19845316
0.27973312
0.22167815
""
""
0.2996977
0.34982195
0.35249078
0.40252653
0.1736329
""
""
""
0.26551285
0.36403471
0.32294706
0.31518215
0.26733807
0.3046113
0.24450487
""
0.22999118
""
0.2152821
0.34863985
0.25164664
0.3404879
0.18263999
""
""
""
""
0.25338337
""
""
0.23904976
0.31404853
0.18389733
0.42099345
0.32656521
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.24885872
""
""
0.38036701
0.40063274
""
0.33330023
""
0.34141773
0.2792908
0.34379721
0.30445004
0.32351163
0.38890189
0.27065307
0.2011846
0.30623683
0.29762962
0.26266053
0.34600732
0.33147269
0.28444141
0.28205079
0.26849994
0.43355727
0.23318648
0.29773796
0.28908762
0.28453735
0.32248935
