work_24_asian_male_mean_se
""
""
""
""
""
""
""
0.05905078
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.056007184
""
""
""
""
""
""
""
""
""
""
""
0.090663515
""
0.034827881
""
""
""
0.076691188
""
""
""
0.031737499
""
""
""
0.034630638
""
0.045296047
""
""
""
""
""
""
""
0.055441793
""
""
""
0.10039212
""
""
""
""
""
""
0.017547723
""
""
""
""
0.037365288
""
""
0.030454652
""
-0.0078176046
0.034113761
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048454899
0.075286001
""
""
""
""
0.0092171673
0.064544819
""
0.021086099
0.050261211
""
0.086347699
0.066535406
""
""
""
0.048526693
""
""
""
""
""
""
""
""
""
""
""
""
0.076483242
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.039689697
""
""
0.090772808
""
""
0.030956825
""
""
""
""
""
0.033514339
""
""
""
0.0049045803
""
""
0.03171223
""
""
0.0070837522
""
0.036139183
0.0092042508
0.095001683
0.048911538
0.049774453
""
0.013259219
0.036401354
""
""
0.0026329462
0.04483119
0.022360776
""
0.080219038
0.018465012
""
""
0.014806317
0.03002055
0.035630308
0.0043970034
0.024661377
""
0.0085843485
0.0065510604
0.065430366
0.0080124578
0.0049261604
0.0058139293
0.0093066525
0.033044849
0.006080329
0.018207934
0.0043390975
0.025030356
0.035199832
""
""
0.0088183172
0.019105753
0.014837184
0.026690604
""
""
0.019937992
""
0.011370829
0.024060369
0.034326967
0.018994372
""
0.016297843
""
""
""
0.027388556
0.032986641
""
""
""
""
""
""
""
""
0.020151122
""
0.03696372
""
""
0.020058475
""
""
""
""
""
""
""
""
0.017919937
""
""
""
""
0.04059422
""
""
""
0.0098995296
""
""
""
""
""
""
""
""
""
""
""
0.076745324
""
""
""
""
""
""
""
""
""
""
0.058597509
""
0.014620234
0.015661532
0.041945081
0.041047487
0.018137446
0.026994411
0.043592494
0.071344189
0.050692752
0.023974065
0.038856991
0.023692397
0.045020562
""
0.03852234
""
0.02452562
0.013407348
""
0.052161619
0.087548718
0.028874947
0.068249583
""
""
""
0.014550114
0.030485094
0.055328649
""
""
""
""
""
""
""
""
0.059534613
0.079562739
0.017303968
""
0.093367234
""
""
""
0.047034111
0.033687156
0.046601675
""
""
""
0.044229411
0.053118788
0.06736201
0.015108298
0.07060764
""
0.02956488
""
0.013239018
0.029013973
0.019085899
0.034077436
0.018746946
0.030014271
""
0.055720273
0.038000952
0.041855708
0.042780086
0.02277898
""
""
""
""
0.034291588
""
""
""
""
""
""
""
""
""
0.05564161
""
""
""
0.060923588
""
""
""
""
""
""
""
""
""
""
""
0.089154899
""
0.040559497
""
""
0.050302133
0.069569662
""
0.021996899
""
0.020131025
""
""
0.036147833
""
0.069465764
""
""
""
""
""
0.016796516
""
""
0.061117016
0.05039876
""
""
""
""
""
""
""
0.046908375
0.073308349
0.062986016
""
0.018437929
""
""
""
""
""
""
0.012321897
0.049367666
0.058750447
""
""
""
""
""
0.038255092
0.053498514
""
0.039565951
""
""
""
""
""
""
""
""
""
""
0.058647361
""
""
0.047769848
""
