married_pooled_male_mean_se
0.0032978333
0.0048610149
0.010238457
0.0028121572
0.0034689112
0.0086095408
0.0023612811
0.008477428
0.010496875
0.0039183591
0.0036915569
0.0019496278
0.010426625
0.0063028578
0.0038754987
0.012071864
0.012801339
0.003989744
0.010969033
0.0078701423
0.0029592174
0.0026737452
0.0039411508
0.0049050543
0.0020845544
0.0087141152
0.0049427603
0.0031099569
0.0019845453
0.0069460617
0.0061567696
0.005035006
0.0022532993
0.002822459
0.0060129561
0.00314306
0.0065377094
0.0056359298
0.010760263
0.0094332537
0.0028681904
0.0064583411
0.010178718
0.015658135
0.0079334173
0.0068388567
0.0017934412
0.0042122533
0.0024190771
0.0049090507
0.0037018633
0.0029822807
0.0041627297
0.015178908
0.013019626
0.0028950612
0.0083407294
0.015307019
0.0153367
0.0051467186
0.0072372216
0.0027777408
0.011214483
0.0076685413
0.0065971818
0.0072283298
0.01262452
0.0090750726
0.0084890397
0.0071728099
0.0068873586
0.005751315
0.0048323576
0.0049873888
0.0071200738
0.011117307
0.0052844905
0.0067111342
0.0099259997
0.0018960467
0.0054583633
0.0056307316
0.0077597653
0.0053422512
0.0020622041
0.0061920364
0.0059753545
0.0043751006
0.0031885714
0.0043873033
0.0050420719
0.0080888448
0.0074688019
0.0032942772
0.0076317755
0.012060527
0.0052632135
0.003577797
0.0015046847
0.002879424
0.002739887
0.0011241371
0.0018549318
0.0028445225
0.0028592485
0.0016461841
0.0029605904
0.0019555893
0.0060621724
0.0037748585
0.0042967689
0.0044756457
0.0026231303
0.0083169108
0.0027854054
0.0025055974
0.0029385251
0.011508999
0.012628004
0.010923912
0.0045858477
0.0069293436
0.0071795145
0.0059317099
0.0072669918
0.0033521154
0.0034638217
0.0072753793
0.0077317432
0.0080018761
0.0011973458
0.0058173635
0.005223027
0.0079380916
0.0044174483
0.0058516921
0.0032182094
0.0036456266
0.0090668136
0.0061262394
0.0035761613
0.0049194954
0.011371643
0.0088579571
0.0047780089
0.0095906276
0.004576026
0.0054591116
0.0067426278
0.0068992767
0.0063155321
0.0022538034
0.004285689
0.0083981846
0.0026675018
0.00284241
0.0083389347
0.0033906475
0.0081962375
0.005967658
0.015673177
0.0095532443
0.004194973
0.0014690878
0.010985797
0.001095105
0.0065440563
0.006565331
0.010078683
0.0039276094
0.0010405522
0.0033793857
0.006123214
0.0030013239
0.0062500602
0.0093279788
0.0031884515
0.0020038448
0.0057266308
0.0077166203
0.0073215174
0.0066809594
0.0020486647
0.0062888088
0.0067218728
0.0016388757
0.010255875
0.0058082067
0.0032254981
0.012067004
0.0079704784
0.0048046331
0.0021982398
0.010130664
0.0083597358
0.0054088109
0.0043132664
0.0041766474
0.0024440519
0.00685101
0.0027199425
0.0035363433
0.0059854384
0.005042356
0.0035956842
0.0029454844
0.001870229
0.0055699935
0.0045575844
0.003962263
0.0046150242
0.0036636195
0.0097841928
0.0097206347
0.0025850073
0.002729909
0.0032977373
0.0014547253
0.0051738312
0.0051319306
0.0066395821
0.0054882229
0.004797325
0.0064373263
0.001822712
0.0038686583
0.0045892373
0.0037777575
0.0015781798
0.0026062797
0.0028938588
0.0037331926
0.010620499
0.0050002798
0.012008101
0.006479756
0.010737095
0.0042221346
0.015379778
0.0063258768
0.0041487222
0.006013989
0.0055951658
0.0036726184
0.0062960647
0.0066083525
0.0046526329
0.0022753833
0.0061138812
0.0043057175
0.0015882988
0.0039893226
0.0051616314
0.011105865
0.0046393997
0.0061203605
0.0072023682
0.0024319889
0.0055846432
0.0026832963
0.004951362
0.0029733761
0.0022347621
0.0022942435
0.0026066366
0.00073479663
0.0022679346
0.0010329671
0.0010179086
0.0029245843
0.0034757063
0.0060655391
0.013013743
0.004605609
0.014233724
0.0089708064
0.0029256251
0.0044096187
0.0079079242
0.0048631434
0.0019869632
0.029277075
0.03069943
0.0011799908
0.0021760669
0.0069710352
0.0029690959
0.0013554274
0.0059779431
0.010027606
0.011217684
0.013637142
0.0088901529
0.0071396646
0.0088986242
0.007995462
0.011750882
0.0055335127
0.006458709
0.0042054001
0.0014023209
0.0099562332
0.005854323
0.0045260019
0.0080990549
0.0076064821
0.0080162985
0.0064271768
0.0046702512
0.011943054
0.0051623015
0.0045109754
0.0058613885
0.0049335179
0.0030293339
0.0040551545
0.008539821
0.003550003
0.0040835482
0.0048014014
0.0062211696
0.0031113476
0.0053151939
0.0074292198
0.0070138993
0.0050507318
0.0037853713
0.0059524449
0.0060816286
0.003514695
0.0079702418
0.0030590186
0.002883781
0.0017863243
0.0059202248
0.00084021938
0.002813393
0.0065043559
0.0060031023
0.0014653065
0.011417674
0.0079706553
0.0043472326
0.0036220255
0.0058467207
0.0099691907
0.0074175335
0.0084066559
0.010112259
0.0091555901
0.0058543934
0.0069100847
0.006157557
0.013464131
0.0059052981
0.0047651166
0.01249249
0.0053504962
0.0083477041
0.0065192794
0.0053306576
0.015268021
0.0041833823
0.042013954
0.019034134
0.0090850601
0.010029044
0.014433384
0.018929377
0.020585662
0.012636587
0.012919961
0.0062836409
0.046385251
0.027382957
0.042776141
0.016251974
0.026406344
0.020880153
0.0076074479
0.019331759
0.050218217
0.072551221
0.038178019
0.02401799
0.093731493
0.025926219
0.033639457
0.023772009
0.019436408
0.012425462
0.015700424
0.013321633
0.011129464
0.016982317
0.0049089026
0.0101818
0.015498477
0.01604804
0.037415784
0.024883639
0.0098342886
0.0068191714
0.013010736
0.012897223
0.0064249435
0.0050661955
0.017140912
0.010966569
0.042058159
0.0061335736
0.0077269832
0.017727556
0.022517987
0.027808724
0.01968631
0.0099467468
0.012743509
0.014833621
0.01686218
0.024099026
0.031403255
0.01408718
0.043106575
0.007190071
0.0089875115
0.0076597636
